cluster	gene
EN08	Kdelr3
EN08	Mir7213
EN08	A430088P11Rik
EN08	Mchr1
EN08	Cyp2d26
EN08	Gm20324
EN08	Gm44502
EN08	Muc19
EN08	Ano6
EN08	Cacnb3
EN08	Krt83
EN08	Gm6042
EN08	Gm5476
EN08	Krt77
EN08	Calcoco1
EN08	Efcab1
EN08	Serpind1
EN08	Ccdc74a
EN08	Liph
EN08	Rtp2
EN08	Mir690
EN08	Mir1195
EN08	0610012G03Rik
EN08	Ropn1
EN08	Hspbap1
EN08	Zdhhc23
EN08	Cd200r3
EN08	Ccdc80
EN08	Gm4737
EN08	Ccdc54
EN08	Gabrr3
EN08	Vgll3
EN08	8030451O07Rik
EN08	Tmprss15
EN08	Ifngr2
EN08	1700029J03Rik
EN08	4930470H14Rik
EN08	Tmem181b-ps
EN08	C030013G03Rik
EN08	Mas1
EN08	LOC106740
EN08	1600002H07Rik
EN08	Igfals
EN08	Ptx4
EN08	Tpsb2
EN08	Tpsg1
EN08	Def6
EN08	Rab44
EN08	Mir6412
EN08	Notch3
EN08	Zfp870
EN08	Pram1
EN08	H2-T23
EN08	H2-T9
EN08	Olfr101
EN08	B430306N03Rik
EN08	Nrtn
EN08	Acer1
EN08	Akain1
EN08	Nlrc4
EN08	Cebpz
EN08	Cdc42ep3
EN08	Gemin6
EN08	Gjd4
EN08	Ccdc178
EN08	Gypc
EN08	Mir6361
EN08	Zmat2
EN08	Pcdhac2
EN08	Pcdhgb1
EN08	Lvrn
EN08	Mir7220
EN08	Bvht
EN08	St8sia3os
EN08	Alpk2
EN08	Neto1
EN08	Dpp3
EN08	Sf3b2
EN08	4930481A15Rik
EN08	Capn1
EN08	Tm7sf2
EN08	Majin
EN08	Slc22a12
EN08	Flrt1
EN08	Slc22a8
EN08	9830166K06Rik
EN08	Cd5
EN08	Ptgdr2
EN08	4930526L06Rik
EN08	Olfr1436
EN08	Olfr1448
EN08	Olfr1449
EN08	Rnu6
EN08	1700028P14Rik
EN08	Tmem252
EN08	Mir107
EN08	A330032B11Rik
EN08	Avpi1
EN08	Zfyve27
EN08	Obfc1
EN08	Col17a1
EN08	C1ql3
EN08	Il1f10
EN08	Nsmf
EN08	Dnlz
EN08	1700007K13Rik
EN08	Ak8
EN08	Slc27a4
EN08	Pkn3
EN08	Cstad
EN08	Mir6998
EN08	Dpm2
EN08	Eng
EN08	Garnl3
EN08	C230014O12Rik
EN08	Nek6
EN08	Stam2
EN08	BB557941
EN08	Tanc1
EN08	Phospho2
EN08	Evx2
EN08	Hoxd3os1
EN08	Ypel4
EN08	Olfr1098
EN08	Kbtbd4
EN08	D930015M05Rik
EN08	Rag1
EN08	D430041D05Rik
EN08	Ccdc34
EN08	Olfr1308
EN08	Olfr1312
EN08	Nusap1
EN08	Ndufaf1
EN08	Epb42
EN08	Serinc4
EN08	Hypk
EN08	Duoxa1
EN08	Fgf7
EN08	Hdc
EN08	Adra2b
EN08	Mrps5
EN08	Fbln7
EN08	F830045P16Rik
EN08	Tgm3
EN08	Oxt
EN08	Avp
EN08	Spef1
EN08	Ndufaf5
EN08	Zfp133-ps
EN08	Cst11
EN08	Syndig1
EN08	Psmf1
EN08	Ahcy
EN08	Tti1
EN08	Wfdc2
EN08	Slc2a10
EN08	Gm11468
EN08	Mir6364
EN08	Znfx1
EN08	Kcnb1
EN08	Dpm1
EN08	Fam209
EN08	Ctcfl
EN08	Ss18l1
EN08	Mir1a-1
EN08	Slco4a1
EN08	Chrna4
EN08	Zfp512b
EN08	Rprl2
EN08	Tnik
EN08	Dnajc19
EN08	Qrfpr
EN08	Ccna1
EN08	Gm8234
EN08	Rapgef2
EN08	Ppid
EN08	Tmem144
EN08	A830029E22Rik
EN08	Gm6525
EN08	Cd1d2
EN08	Fcrls
EN08	5830417I10Rik
EN08	Fam189b
EN08	Slc50a1
EN08	Atp8b2
EN08	Gatad2b
EN08	Sprr2g
EN08	Lce3a
EN08	Celf3
EN08	Hist2h3b
EN08	4930442L01Rik
EN08	Gpr89
EN08	Cd2
EN08	Ptpn22
EN08	Chia1
EN08	Kcna10
EN08	A630076J17Rik
EN08	Amigo1
EN08	Olfm3
EN08	D030025E07Rik
EN08	Elovl6
EN08	Cyp2u1
EN08	Tet2
EN08	Gm16325
EN08	4930503B20Rik
EN08	Ifi44l
EN08	Usp33
EN08	St6galnac5
EN08	Lrrc7
EN08	Rars2
EN08	Lingo2
EN08	1700022I11Rik
EN08	Npr2
EN08	Palm2
EN08	D630039A03Rik
EN08	Wdr31
EN08	Zdhhc21
EN08	Mir491
EN08	Ifna6
EN08	4930456L15Rik
EN08	Fam151a
EN08	Bend5
EN08	Kncn
EN08	Ptch2
EN08	4930538K18Rik
EN08	Ccdc30
EN08	Guca2a
EN08	Edn2
EN08	Mir30f
EN08	Macf1
EN08	Mir6398
EN08	Maneal
EN08	Meaf6
EN08	Smim12
EN08	Rab42
EN08	Smpdl3b
EN08	Kdf1
EN08	1700029M20Rik
EN08	Zfp46
EN08	Gm13003
EN08	1700013G24Rik
EN08	Tmco4
EN08	Nbl1
EN08	Emc1
EN08	Padi1
EN08	Cort
EN08	Mir34a
EN08	Mir429
EN08	Perm1
EN08	Speer4e
EN08	Cacna2d1
EN08	4931409K22Rik
EN08	Gckr
EN08	Ppp2r2cos
EN08	D5Ertd615e
EN08	Klhl5
EN08	5830473C10Rik
EN08	Ppbp
EN08	Gm19619
EN08	Fgf5
EN08	Gm38413
EN08	Ibsp
EN08	Lrrc8c
EN08	A830010M20Rik
EN08	Gtpbp6
EN08	C130026L21Rik
EN08	Tmem211
EN08	Ssh1
EN08	Oas1c
EN08	Oas1h
EN08	Mir7031
EN08	Camkk2
EN08	Hip1r
EN08	Gtf2h3
EN08	Tctn2
EN08	Mmp17
EN08	Ache
EN08	Cnpy4
EN08	Fam20c
EN08	D830046C22Rik
EN08	Mir7037
EN08	Mtus2
EN08	Fry
EN08	Ica1
EN08	Met
EN08	Tas2r118
EN08	Zc3hc1
EN08	Zc3hav1l
EN08	Prss58
EN08	Ephb6
EN08	Trpv6
EN08	Sval1
EN08	Tas2r135
EN08	Olfr453
EN08	Gm4872
EN08	Vopp1
EN08	Herc3
EN08	Ccser1
EN08	Elmod3
EN08	Gm15401
EN08	Tpra1
EN08	Gm1965
EN08	Mrps25
EN08	Fam19a1
EN08	Shq1
EN08	Rassf4
EN08	Wnk1
EN08	Gnb3
EN08	Tapbpl
EN08	E130112N10Rik
EN08	Vwf
EN08	Kcna6
EN08	2310001H17Rik
EN08	Ddx47
EN08	Gprc5a
EN08	Arhgdib
EN08	Cmas
EN08	Lyrm5
EN08	Arntl2
EN08	Far2
EN08	Mir290b
EN08	Mir291b
EN08	D630041G03Rik
EN08	Peg3os
EN08	Zfp418
EN08	Zscan18
EN08	Zfp324
EN08	Nlrp5-ps
EN08	Pnmal2
EN08	Pnmal1
EN08	Lypd5
EN08	Zfp575
EN08	Tex101
EN08	Rabac1
EN08	Ccdc97
EN08	Cyp2t4
EN08	Sptbn4
EN08	Scn1b
EN08	Scgb1b30
EN08	Pdcd5
EN08	Klk1b3
EN08	Clec11a
EN08	Lin7b
EN08	Ldhc
EN08	Ptpn5
EN08	Mir7056
EN08	Nell1
EN08	Fam189a1
EN08	4930441H08Rik
EN08	A730056A06Rik
EN08	Rhcg
EN08	Bnc1
EN08	Neu3
EN08	Lrrc51
EN08	Art5
EN08	Olfr577
EN08	Olfr578
EN08	Olfr243
EN08	Olfr692
EN08	Scube2
EN08	Tmc7
EN08	Anks4b
EN08	E130201H02Rik
EN08	Sbk1
EN08	Ino80e
EN08	Hsd3b7
EN08	Trim72
EN08	Itgad
EN08	Gm10584
EN08	Mgmt
EN08	6430531B16Rik
EN08	Olfr61
EN08	Trpm5
EN08	Fcer2a
EN08	Fam155a
EN08	Tex29
EN08	Nkx6-3
EN08	Spata4
EN08	Glra3
EN08	Galntl6
EN08	BC030500
EN08	Trim60
EN08	Ankle1
EN08	Ano8
EN08	Clgn
EN08	Nacc1
EN08	Farsa
EN08	Mir7069
EN08	Mir138-2
EN08	Drc7
EN08	Cngb1
EN08	Ndrg4
EN08	Cmtm2b
EN08	D030068K23Rik
EN08	Snord71
EN08	Pdpr
EN08	Trhr2
EN08	Piezo1
EN08	Dpep1
EN08	4933417D19Rik
EN08	Spire2
EN08	Cep126
EN08	Piwil4
EN08	Mrpl4
EN08	Cypt10
EN08	Slc37a2
EN08	Vsig2
EN08	Panx3
EN08	AW551984
EN08	Atp5l
EN08	Scn2b
EN08	Htr3a
EN08	Drd2
EN08	Gm1715
EN08	Mir5710
EN08	Commd4
EN08	Fem1b
EN08	Mns1
EN08	C920006O11Rik
EN08	Me1
EN08	Pls1
EN08	Bfsp2
EN08	Uba5
EN08	Mir2136
EN08	Qars
EN08	Slc26a6
EN08	Fbxw13
EN08	Prss44
EN08	Stac
EN08	Mir128-2
EN08	4930520O04Rik
EN08	Stmn1-rs1
EN08	Csrnp1
EN08	Xirp1
EN08	Myrip
EN08	Mir7090
EN08	Akap4
EN08	Wdr45
EN08	Tspan7
EN08	Gm4984
EN08	Cypt8
EN08	Slc6a14
EN08	Plac1
EN08	Gabra3
EN08	Prrg1
EN08	Mir421
EN08	Hdx
EN08	Chm
EN08	Tspan6
EN08	Rab9b
EN08	Gucy2f
EN08	Trpc5
EN08	Hsd17b10
EN08	Kantr
EN08	Cypt3
EN08	Sh3kbp1
EN08	Vegfd
EN09	Stau2
EN09	Il17f
EN09	Adgrb3
EN09	Uggt1
EN09	Mir6898
EN09	Ankrd23
EN09	Mir6349
EN09	Myo1b
EN09	Inpp1
EN09	Mir7681
EN09	Crygf
EN09	4933417E11Rik
EN09	Igfbp5
EN09	D530049I02Rik
EN09	Speg
EN09	Inha
EN09	Mir6352
EN09	Irs1
EN09	Gpr55
EN09	Chrnd
EN09	Mterf4
EN09	Pam
EN09	Nfasc
EN09	Atp2b4
EN09	Mir7652
EN09	Rgs8
EN09	Fam20b
EN09	Nit1
EN09	Ifi207
EN09	Ifi211
EN09	Cdc42bpa
EN09	Snora36b
EN09	1700065J18Rik
EN09	Ppp1r14c
EN09	Samd5
EN09	Gm6150
EN09	Fuca2
EN09	Rfpl4b
EN09	Gpr6
EN09	Bves
EN09	Fam184a
EN09	Col13a1
EN09	Zfp365
EN09	Gm10787
EN09	Lrrc3
EN09	Dnmt3l
EN09	Ccdc105
EN09	Nmrk2
EN09	Matk
EN09	1700028I16Rik
EN09	Nuak1
EN09	Plxnc1
EN09	Mir3966
EN09	Myrfl
EN09	Best3
EN09	Ifng
EN09	Llph
EN09	Tsfm
EN09	Gli1
EN09	R3hdm2
EN09	Olfr763
EN09	Olfr824
EN09	Sec14l3
EN09	Nipsnap1
EN09	Mir6918
EN09	Ap1b1
EN09	Nacad
EN09	1700093K21Rik
EN09	4933430M04Rik
EN09	Hba-a1
EN09	Hba-a2
EN09	Gabrb2
EN09	Havcr1
EN09	Scgb3a1
EN09	Zfp354c
EN09	Grm6
EN09	Zfp454
EN09	Gm11186
EN09	Leap2
EN09	Glra1
EN09	Wnt9a
EN09	Snap47
EN09	Jmjd4
EN09	Olfr225
EN09	Myocd
EN09	Mfsd6l
EN09	Plscr3
EN09	Alox12e
EN09	Spns2
EN09	Tmem97
EN09	Rab11fip4
EN09	Mir467c
EN09	Mpo
EN09	B4galnt2
EN09	Krt222
EN09	Lsm12
EN09	Crhr1
EN09	Sppl2c
EN09	Gm11651
EN09	Ace
EN09	Btbd17
EN09	Otop2
EN09	Llgl2
EN09	Gm8624
EN09	Stra13
EN09	Rfng
EN09	Klhl29
EN09	Pqlc3
EN09	Hpcal1
EN09	9130015A21Rik
EN09	Foxa1
EN09	Ttc6
EN09	4921518K17Rik
EN09	Frmd6
EN09	Arg2
EN09	Acyp1
EN09	Tmed8
EN09	Samd15
EN09	Alkbh1
EN09	Gm4027
EN09	Cox8c
EN09	Serpina10
EN09	Serpina3g
EN09	Clmn
EN09	Mir3070a
EN09	Mir341
EN09	Mir299b
EN09	Mir300
EN09	Mir381
EN09	Dync1h1
EN09	Cep170b
EN09	Cdca7l
EN09	Gng4
EN09	Hist1h2ac
EN09	Prl6a1
EN09	Serpinb1b
EN09	Gm2762
EN09	Dok3
EN09	Gm5141
EN09	Zfp595
EN09	Papd7
EN09	Ndufs6
EN09	Zfp72
EN09	Cast
EN09	Mir3961
EN09	Mccc2
EN09	1700006H21Rik
EN09	Mcidas
EN09	Cdc20b
EN09	Mocs2
EN09	Gm6416
EN09	D830030K20Rik
EN09	Gm5796
EN09	Abhd6
EN09	Lrrc3b
EN09	4933413J09Rik
EN09	Tnnc1
EN09	Mettl6
EN09	Msmb
EN09	9230112D13Rik
EN09	Opn4
EN09	Dydc2
EN09	Naa30
EN09	Mir208a
EN09	Khnyn
EN09	Cma2
EN09	Mcpt8
EN09	Il17d
EN09	4930471C04Rik
EN09	Prss52
EN09	Gulo
EN09	Pebp4
EN09	Ccdc152
EN09	Prlr
EN09	Cdh12
EN09	Rgs22
EN09	Ncald
EN09	Borg
EN09	Dpys
EN09	Rspo2
EN09	Med30
EN09	Trmt12
EN09	Gm19782
EN09	Eppk1
EN09	C030006K11Rik
EN09	Pdgfb
EN09	Atf4
EN09	1500009C09Rik
EN09	Pacsin2
EN09	Ttll1
EN09	Mir6392
EN09	Syce3
EN09	Spn-ps
EN09	Kif21a
EN09	Cntn1
EN09	Dbx2
EN09	Rapgef3
EN09	4930578M01Rik
EN09	C1ql4
EN09	Smarcd1
EN09	Tmprss12
EN09	Krt7
EN09	Krt87
EN09	Krt6b
EN09	Krt2
EN09	Krt4
EN09	Myg1
EN09	Smug1
EN09	Pde1b
EN09	Mucl1
EN09	AU021092
EN09	Tvp23a
EN09	Zc3h7a
EN09	Mir185
EN09	Morf4l1-ps1
EN09	Trp63
EN09	Tm4sf19
EN09	Casr
EN09	Gpr156
EN09	Cd200r2
EN09	Gcsam
EN09	Plcxd2
EN09	Olfr177
EN09	Gm20741
EN09	Mir802
EN09	Cbr1
EN09	1600002D24Rik
EN09	Cldn20
EN09	4930506C21Rik
EN09	Gm16702
EN09	Zfp820
EN09	6330415G19Rik
EN09	Traf7
EN09	Tsc2
EN09	Eme2
EN09	Tsr3
EN09	Tekt4
EN09	Capn15
EN09	Neurl1b
EN09	Grm4
EN09	Brd4
EN09	Zfp101
EN09	H2-DMb1
EN09	Notch4
EN09	Egfl8
EN09	2300002M23Rik
EN09	Ddr1
EN09	Gm8909
EN09	H2-M10.6
EN09	Adgrf1
EN09	Aars2
EN09	2310039H08Rik
EN09	Trem3
EN09	Fsd1
EN09	Lrg1
EN09	Themis3
EN09	Slc30a6
EN09	Ndufaf7
EN09	Gm10494
EN09	Tmem178
EN09	Haao
EN09	Fzd8
EN09	Fhod3
EN09	Reep5
EN09	Wnt8a
EN09	Slc23a1
EN09	E230025N22Rik
EN09	Hars
EN09	Pcdhb9
EN09	Pcdhb10
EN09	Pcdhga10
EN09	Pcdh1
EN09	Ndfip1
EN09	Gpr151
EN09	Gm5095
EN09	Rps14
EN09	Csnk1a1
EN09	Gnal
EN09	4930546C10Rik
EN09	Ccdc68
EN09	Mir5127
EN09	Fbxo15
EN09	Gal
EN09	Slc29a2
EN09	Cst6
EN09	Trmt112
EN09	Kcnk4
EN09	Dnajc4
EN09	Mark2
EN09	Ppp1r32
EN09	Ms4a4c
EN09	Ms4a6b
EN09	Stx3
EN09	Gm4952
EN09	Dmrt1
EN09	Htr7
EN09	Gm19424
EN09	Mir3085
EN09	Neurl1a
EN09	Cfap58
EN09	Gpam
EN09	1810018F18Rik
EN09	Fam171a1
EN09	Ucma
EN09	Mcm10
EN09	Mir669l
EN09	Mir466b-8
EN09	Il2ra
EN09	4931423N10Rik
EN09	Cacna1b
EN09	Arrdc1
EN09	Fubp3
EN09	4930402F06Rik
EN09	Gca
EN09	Grb14
EN09	Csrnp3
EN09	Ttc21b
EN09	Spc25
EN09	Metap1d
EN09	4930441J16Rik
EN09	Pde11a
EN09	Ccdc141
EN09	Cerkl
EN09	Agbl2
EN09	C1qtnf4
EN09	Mapk8ip1
EN09	Syt13
EN09	Api5
EN09	A930006I01Rik
EN09	Prrg4
EN09	Muc15
EN09	Fmn1
EN09	Knl1
EN09	Mapkbp1
EN09	Gm28042
EN09	Ubr1
EN09	Kcnip3
EN09	Gm5535
EN09	Cst10
EN09	Gm14164
EN09	Defb45
EN09	Bpifa6
EN09	Bpifa3
EN09	Pxmp4
EN09	Cpne1
EN09	Blcap
EN09	Snhg11
EN09	L3mbtl1
EN09	Hnf4aos
EN09	Ube2c
EN09	Kcng1
EN09	Bcas1
EN09	Pfdn4
EN09	4930470P17Rik
EN09	Phactr3
EN09	Dido1
EN09	Il7
EN09	Stmn2
EN09	Zmat3
EN09	Platr4
EN09	Gm20750
EN09	Cog6
EN09	Trpc4
EN09	Mme
EN09	B3galnt1
EN09	Sptssb
EN09	Dear1
EN09	Glt28d2
EN09	Prcc
EN09	Gpatch4
EN09	Ttc24
EN09	Bglap
EN09	Pmf1
EN09	Scamp3
EN09	Pmvk
EN09	Lce1a2
EN09	Lce1e
EN09	Mir7013
EN09	Psmd4
EN09	Hist2h2be
EN09	Adam30
EN09	Trim33
EN09	Gpr61
EN09	Mybphl
EN09	Sars
EN09	Gm6602
EN09	Mir669n
EN09	Dpyd
EN09	5730508B09Rik
EN09	Lef1
EN09	Tacr3
EN09	AI115009
EN09	Rabggtb
EN09	Snord45c
EN09	Dcaf12
EN09	Atp8b5
EN09	Rgp1
EN09	Grhpr
EN09	Trmt10b
EN09	Musk
EN09	Slc31a2
EN09	Rnf183
EN09	Bspry
EN09	Ambp
EN09	Mir466h
EN09	Cyp4x1
EN09	Mknk1
EN09	Rad54l
EN09	B4galt2
EN09	Atp6v0b
EN09	AA415398
EN09	1700125G02Rik
EN09	Csmd2os
EN09	Hmgb4
EN09	Hpca
EN09	Sync
EN09	Tssk3
EN09	Mir8119
EN09	Pum1
EN09	E130218I03Rik
EN09	Nipal3
EN09	Pithd1
EN09	Fam43b
EN09	Vwa5b1
EN09	Mir7020
EN09	Rcc2
EN09	4930515B02Rik
EN09	Ube4b
EN09	Ube4bos3
EN09	Mmel1
EN09	Fam213b
EN09	Slc35e2
EN09	Mir200a
EN09	Plekhn1
EN09	Noc2l
EN09	Zfp804b
EN09	Armc10
EN09	Gm1979
EN09	9530036O11Rik
EN09	Rnf32
EN09	1700001C02Rik
EN09	Mir467g
EN09	Gm16223
EN09	Slc34a2
EN09	0610040J01Rik
EN09	Gm3716
EN09	1700126H18Rik
EN09	Thegl
EN09	Tmprss11a
EN09	Cxcl5
EN09	Prdm8
EN09	4930429D17Rik
EN09	Zfp605
EN09	1700028D13Rik
EN09	Crybb3
EN09	Mir7027
EN09	Tchp
EN09	Gatc
EN09	Cox6a1
EN09	Hrk
EN09	Sdsl
EN09	Vps33a
EN09	Tmem248
EN09	Taf6
EN09	Prkar1b
EN09	Mir7038
EN09	0610040B10Rik
EN09	2610001J05Rik
EN09	Iqub
EN09	Akr1d1
EN09	Gm2663
EN09	Thnsl2
EN09	Smyd1
EN09	Tmsb10
EN09	Lrrtm1
EN09	Lrrtm4
EN09	Gcfc2
EN09	Anxa4
EN09	Aak1
EN09	Mir6376
EN09	Fgd5
EN09	Sumf1
EN09	Ttll3
EN09	Ghrl
EN09	Mbd4
EN09	Plxnd1
EN09	Fxyd4
EN09	Slc25a18
EN09	Mical3
EN09	Mir7231
EN09	Clec4b2
EN09	Plekhg6
EN09	4930425L21Rik
EN09	Erp27
EN09	Mansc4
EN09	Klhl42
EN09	Tmem86b
EN09	Zfp606
EN09	Fkrp
EN09	Mir330
EN09	Ercc1
EN09	Mark4
EN09	Lypd3
EN09	4732471J01Rik
EN09	Yif1b
EN09	Sdhaf1
EN09	Fxyd5
EN09	Gpatch1
EN09	Cep89
EN09	4933402C06Rik
EN09	AW146154
EN09	Mir7051
EN09	Il4i1
EN09	Prr12
EN09	Rpl14-ps1
EN09	Fut1
EN09	Grwd1
EN09	Myod1
EN09	Kcnc1
EN09	Saa1
EN09	Svip
EN09	1700015G11Rik
EN09	Nipa1
EN09	Atp10a
EN09	Gm5334
EN09	Mesp1
EN09	Crtc3
EN09	Gm15880
EN09	Ap3b2
EN09	Gm20744
EN09	Ccdc89
EN09	Gm16938
EN09	Coa4
EN09	Chrna10
EN09	Olfr551
EN09	Olfr638
EN09	Hpx
EN09	Rps13
EN09	Ccp110
EN09	Vwa3a
EN09	Rbbp6
EN09	Rabep2
EN09	Prss8
EN09	Cuzd1
EN09	2310057M21Rik
EN09	Fam175b
EN09	Fam196a
EN09	Ptpre
EN09	Gm6249
EN09	Olfr532
EN09	Ifitm1
EN09	Ifitm10
EN09	Osbpl5
EN09	Shank2
EN09	Fgf4
EN09	1700019B03Rik
EN09	Clec4g
EN09	Xkr5
EN09	Spag11a
EN09	Defb5
EN09	1810012K16Rik
EN09	Mir3107
EN09	Pomk
EN09	Fnta
EN09	2310008N11Rik
EN09	Chrnb3
EN09	B930018H19Rik
EN09	Adam34
EN09	Fam149a
EN09	Gm16675
EN09	Npy1r
EN09	Atp6v1b2
EN09	Pbx4
EN09	Mau2
EN09	Babam1
EN09	1700011L22Rik
EN09	Cc2d1a
EN09	Mir181d
EN09	Siah1a
EN09	Irx3
EN09	Ces1f
EN09	E2f4
EN09	Enkd1
EN09	Cdh1
EN09	Mir3108
EN09	St3gal2
EN09	Gm26994
EN09	Fam92b
EN09	Cdk10
EN09	Capn9
EN09	BC021891
EN09	Birc3
EN09	4930540M03Rik
EN09	Zfp560
EN09	Fdx1l
EN09	Zfp599
EN09	Cypt4
EN09	Ntm
EN09	Kcnj5
EN09	Hepacam
EN09	Trim29
EN09	Nectin1
EN09	Dpagt1
EN09	Nxpe2
EN09	Rexo2
EN09	Htr3b
EN09	AU019823
EN09	Alg9
EN09	Zc3h12c
EN09	1110036E04Rik
EN09	Scarletltr
EN09	Megf11
EN09	Zfp609
EN09	Herc1
EN09	Gm15511
EN09	Hcrtr2
EN09	Dppa5a
EN09	4933400C23Rik
EN09	Esyt3
EN09	Ackr4
EN09	Nek11
EN09	Tlr9
EN09	Tmem115
EN09	Bsn
EN09	Ccdc36
EN09	BC048562
EN09	Spink8
EN09	Cspg5
EN09	Prss43
EN09	Gm590
EN09	Glb1
EN09	Gorasp1
EN09	Ttc21a
EN09	A730085K08Rik
EN09	Lars2
EN09	Porcn
EN09	Xpnpep2
EN09	Mbnl3
EN09	1700080O16Rik
EN09	Mir18b
EN09	Mospd1
EN09	Atp2b3
EN09	Plxnb3
EN09	Lage3
EN09	Cldn34-ps
EN09	Prkx
EN09	Tab3
EN09	Sytl4
EN09	Zcchc16
EN09	Lrch2
EN09	Acot9
EN10	Npbwr1
EN10	Prdm14
EN10	Gm4956
EN10	Gm29669
EN10	Khdrbs2
EN10	Aff3
EN10	Kdelc1
EN10	Als2
EN10	Ica1l
EN10	Plekhm3
EN10	Cxcr2
EN10	Slc23a3
EN10	Gm17751
EN10	Tm4sf20
EN10	Ccl20
EN10	Slc16a14
EN10	Armc9
EN10	B3gnt7
EN10	Ngef
EN10	1700020N18Rik
EN10	Cdh20
EN10	Dpp10
EN10	Pfkfb2
EN10	Klhdc8a
EN10	Tmem81
EN10	Chil1
EN10	Gpr25
EN10	Nr5a2
EN10	Mir181a-1
EN10	Ptgs2os
EN10	Npl
EN10	Nphs2
EN10	Mir488
EN10	Vamp4
EN10	Fmo6
EN10	Adcy10
EN10	Mgst3
EN10	Tomm40l
EN10	Klhdc9
EN10	Marc2
EN10	9030612E09Rik
EN10	A930033H14Rik
EN10	C730027H18Rik
EN10	Susd2
EN10	Slc19a1
EN10	C2cd4c
EN10	Pip5k1c
EN10	Ckap4
EN10	1810014B01Rik
EN10	Kitl
EN10	Xrcc6bp1
EN10	Dtx3
EN10	Esyt1
EN10	Thoc5
EN10	AA413626
EN10	Npc1l1
EN10	Mir1933
EN10	Ccdc85a
EN10	Pnpt1
EN10	Mtif2
EN10	Snrnp25
EN10	Gabrg2
EN10	Atp10b
EN10	4930597A21Rik
EN10	Lsm11
EN10	Ifi47
EN10	Mir804
EN10	Sowaha
EN10	Olfr328
EN10	Snord49a
EN10	Usp43
EN10	Zbtb4
EN10	Rabep1
EN10	4933427D14Rik
EN10	Xaf1
EN10	Rilp
EN10	Coro6
EN10	BC030499
EN10	Ccl2
EN10	AA465934
EN10	Epn3
EN10	Mycbpap
EN10	Tmem92
EN10	Itga3
EN10	Phb
EN10	Stac2
EN10	1700003D09Rik
EN10	Grb7
EN10	Hcrt
EN10	Mir6928
EN10	Gm11665
EN10	Dcaf7
EN10	Snord104
EN10	Fam20a
EN10	Ush1g
EN10	Rbfox3
EN10	Nptx1
EN10	Gm11762
EN10	Myadml2
EN10	Csnk1d
EN10	Tubb2a-ps2
EN10	Kcnf1
EN10	Gm9866
EN10	Efcab10
EN10	Dgkb
EN10	3110039M20Rik
EN10	Nkx2-9
EN10	Slc25a21
EN10	Timm9
EN10	Prkch
EN10	Gphn
EN10	Tmem63c
EN10	Foxn3
EN10	Tcl1b5
EN10	Mir379
EN10	Mir496a
EN10	Mir541
EN10	Mir3072
EN10	Amn
EN10	Zfp386
EN10	Epdr1
EN10	Elmo1
EN10	Hist1h2ag
EN10	Hist1h2bc
EN10	Bphl
EN10	Iars
EN10	Nop16
EN10	Sncb
EN10	Eif4e1b
EN10	Tspan17
EN10	Dbn1
EN10	2210016F16Rik
EN10	Zfp935
EN10	Fbp1
EN10	Rsl1
EN10	Tppp
EN10	Mef2c
EN10	Tbca
EN10	1700024P04Rik
EN10	Marveld2
EN10	Htr1a
EN10	Mir449c
EN10	Hspb3
EN10	4930455B14Rik
EN10	Ear1
EN10	Psmc6
EN10	Exoc5
EN10	Slc35f4
EN10	Olfr221
EN10	Ptk2b
EN10	Reep4
EN10	Npm2
EN10	Fbxl3
EN10	Abcc4
EN10	Slc15a1
EN10	Clybl
EN10	Mroh2b
EN10	Nipal2
EN10	Zfpm2
EN10	Gm10373
EN10	Emc2
EN10	Sybu
EN10	Fam49b
EN10	Fam135b
EN10	Kcnk9
EN10	Mir1942
EN10	Hgh1
EN10	Csnk1e
EN10	Mei1
EN10	Tnfrsf13c
EN10	Pnpla3
EN10	Gtse1
EN10	Syt10
EN10	Snora2b
EN10	Wnt10b
EN10	Faim2
EN10	Grasp
EN10	Krt80
EN10	Spryd3
EN10	Gm9961
EN10	Shisa9
EN10	Mir193b
EN10	Mir365-1
EN10	Hic2
EN10	Scarf2
EN10	Mir6366
EN10	Arvcf
EN10	Tbx1
EN10	Lppos
EN10	Gm933
EN10	Ccdc14
EN10	Pla1a
EN10	Retnla
EN10	Retnlg
EN10	Col8a1
EN10	Olfr194
EN10	Pros1
EN10	D16Ertd472e
EN10	Krtap8-1
EN10	Hunk
EN10	Mrap
EN10	Kcne1
EN10	Pde10a
EN10	Vmn1r235
EN10	9330136K24Rik
EN10	Paqr4
EN10	Pdpk1
EN10	Mettl26
EN10	Rab11fip3
EN10	Rps10
EN10	Pacsin1
EN10	1810013A23Rik
EN10	Srpk1
EN10	Kank3
EN10	G6b
EN10	Ly6g6d
EN10	H2-D1
EN10	Psors1c2
EN10	Ppp1r11
EN10	Olfr111
EN10	1700071M16Rik
EN10	Rcan2
EN10	Enpp5
EN10	Tmem151b
EN10	Guca1b
EN10	Crim1
EN10	Galm
EN10	Kcnk12
EN10	Ccny
EN10	Wdr36
EN10	Pcdha6
EN10	Pcdhb11
EN10	Ppp2r2b
EN10	Fbn2
EN10	Mir6982
EN10	Rnf165
EN10	Mbp
EN10	Cbln2
EN10	Gstp1
EN10	Catsper1
EN10	Mir5046
EN10	Olfr76
EN10	Mpeg1
EN10	Tjp2
EN10	Vldlr
