Exp100-Sample1.all_Tn5-AAAGAA_BC00115_N02	CLP-like-2
Exp100-Sample1.all_Tn5-AAAGAA_BC01204_N01	CD34-like
Exp100-Sample1.all_Tn5-AAAGAA_BC01327_N01	B-like-2
Exp100-Sample1.all_Tn5-AAAGAA_BC01383_N04	CD8-like
Exp100-Sample1.all_Tn5-AAAGAA_BC01540_N02	CD4-like
Exp100-Sample1.all_Tn5-AAAGAA_BC01556_N01	CD4-like
Exp100-Sample1.all_Tn5-AAAGAA_BC01638_N01	NK-like
Exp100-Sample1.all_Tn5-AAAGAA_BC01785_N02	CD8-like
Exp100-Sample1.all_Tn5-AAAGAA_BC01804_N02	mDC-like
Exp100-Sample1.all_Tn5-AAAGAA_BC01871_N02	NK-like
Exp100-Sample1.all_Tn5-AAAGAA_BC01933_N01	CD4-like
Exp100-Sample1.all_Tn5-AAAGAA_BC02247_N02	B-like-2
Exp100-Sample1.all_Tn5-AAAGAA_BC02255_N03	mDC-like
Exp100-Sample1.all_Tn5-AAAGAA_BC02266_N03	CLP-like-2
Exp100-Sample1.all_Tn5-AAAGAA_BC02318_N02	CD4-like
Exp100-Sample1.all_Tn5-AAAGAA_BC02365_N02	CD4-like
Exp100-Sample1.all_Tn5-AAAGAA_BC02403_N02	CD8-like
Exp100-Sample1.all_Tn5-AAAGAA_BC02517_N03	NK-like
Exp100-Sample1.all_Tn5-AAAGAA_BC02530_N03	B-like-2
Exp100-Sample1.all_Tn5-AAAGAA_BC02562_N02	Mono-like
Exp100-Sample1.all_Tn5-AAAGAA_BC02613_N01	NK-like
Exp100-Sample1.all_Tn5-AAAGAA_BC02619_N01	CD4-like
Exp100-Sample1.all_Tn5-AAAGAA_BC02705_N03	NK-like
Exp100-Sample1.all_Tn5-AAAGAA_BC02764_N05	CD34-like
Exp100-Sample1.all_Tn5-AAAGAA_BC02811_N02	CD4-like
Exp100-Sample1.all_Tn5-AAAGAA_BC02863_N03	CD4-like
Exp100-Sample1.all_Tn5-AAAGAA_BC02922_N03	CD4-like
Exp100-Sample1.all_Tn5-AAAGAA_BC02970_N02	CD8-like
Exp100-Sample1.all_Tn5-AAAGAA_BC03053_N01	B-like-2
Exp100-Sample1.all_Tn5-AAAGAA_BC03140_N01	pDC-like
Exp100-Sample1.all_Tn5-AAAGAA_BC03266_N03	CD8-like
Exp100-Sample1.all_Tn5-AAAGAA_BC03272_N03	CD4-like
Exp100-Sample1.all_Tn5-AAAGAA_BC03310_N03	CD4-like
Exp100-Sample1.all_Tn5-AAAGAA_BC03338_N01	CD8-like
Exp100-Sample1.all_Tn5-AAAGAA_BC03346_N03	Mono-like
Exp100-Sample1.all_Tn5-AAAGAA_BC03391_N03	B-like-2
Exp100-Sample1.all_Tn5-AAAGAA_BC03470_N04	B-like-2
Exp100-Sample1.all_Tn5-AAAGAA_BC03485_N01	CD4-like
Exp100-Sample1.all_Tn5-AAAGAA_BC03528_N01	NK-like
Exp100-Sample1.all_Tn5-AAAGAA_BC03570_N03	CD4-like
Exp100-Sample1.all_Tn5-AAAGAA_BC03687_N03	CD4-like
Exp100-Sample1.all_Tn5-AAAGAA_BC03861_N05	CLP-like-2
Exp100-Sample1.all_Tn5-AAAGAA_BC03897_N04	CD4-like
Exp100-Sample1.all_Tn5-AAAGAA_BC03962_N03	CD4-like
Exp100-Sample1.all_Tn5-AAAGAA_BC04093_N05	mDC-like
Exp100-Sample1.all_Tn5-AAAGAA_BC04121_N05	CD4-like
Exp100-Sample1.all_Tn5-AAAGAA_BC04324_N03	NK-like
Exp100-Sample1.all_Tn5-AAAGAA_BC04379_N05	CD8-like
Exp100-Sample1.all_Tn5-AAAGAA_BC04512_N04	NK-like
Exp100-Sample1.all_Tn5-AAAGAA_BC04534_N04	CD4-like
Exp100-Sample1.all_Tn5-AAAGAA_BC04612_N03	CD4-like
Exp100-Sample1.all_Tn5-AAAGAA_BC04623_N03	B-like-1
Exp100-Sample1.all_Tn5-AAAGAA_BC04636_N05	CD8-like
Exp100-Sample1.all_Tn5-AAAGAA_BC04642_N06	Mono-like
Exp100-Sample1.all_Tn5-AAAGAA_BC04841_N04	CD4-like
Exp100-Sample1.all_Tn5-AAAGAA_BC04870_N04	CD4-like
Exp100-Sample1.all_Tn5-AAAGAA_BC04986_N02	CD4-like
Exp100-Sample1.all_Tn5-AACAGC_BC00081_N03	CLP-like-2
Exp100-Sample1.all_Tn5-AACAGC_BC00111_N02	mDC-like
Exp100-Sample1.all_Tn5-AACAGC_BC00343_N01	mDC-like
Exp100-Sample1.all_Tn5-AACAGC_BC00652_N02	CD34-like
Exp100-Sample1.all_Tn5-AACAGC_BC00680_N03	CD34-like
Exp100-Sample1.all_Tn5-AACAGC_BC00757_N01	Mono-like
Exp100-Sample1.all_Tn5-AACAGC_BC01039_N02	B-like-2
Exp100-Sample1.all_Tn5-AACAGC_BC01343_N03	CLP-like-2
Exp100-Sample1.all_Tn5-AACAGC_BC01410_N03	B-like-2
Exp100-Sample1.all_Tn5-AACAGC_BC01484_N02	CD4-like
Exp100-Sample1.all_Tn5-AACAGC_BC01682_N02	Mono-like
Exp100-Sample1.all_Tn5-AACAGC_BC01741_N03	B-like-1
Exp100-Sample1.all_Tn5-AACAGC_BC01778_N02	NK-like
Exp100-Sample1.all_Tn5-AACAGC_BC01801_N02	CD4-like
Exp100-Sample1.all_Tn5-AACAGC_BC01955_N02	CD4-like
Exp100-Sample1.all_Tn5-AACAGC_BC01960_N01	CD4-like
Exp100-Sample1.all_Tn5-AACAGC_BC02055_N03	CD4-like
Exp100-Sample1.all_Tn5-AACAGC_BC02137_N02	CD4-like
Exp100-Sample1.all_Tn5-AACAGC_BC02182_N01	B-like-2
Exp100-Sample1.all_Tn5-AACAGC_BC02191_N02	B-like-2
Exp100-Sample1.all_Tn5-AACAGC_BC02249_N01	CD4-like
