cell_ID	tSNE1	tSNE2	cellType
Exp47_CD19_merged_all_BC1277_N01	3.90	26.37	CD19
Exp47_CD19_merged_all_BC1278_N01	2.46	27.67	CD19
Exp47_CD19_merged_all_BC1279_N01	3.35	27.33	CD19
Exp47_CD19_merged_all_BC1280_N01	-1.15	31.79	CD19
Exp47_CD19_merged_all_BC1281_N01	0.34	27.87	CD19
Exp47_CD19_merged_all_BC1282_N01	-0.70	25.71	CD19
Exp47_CD19_merged_all_BC1283_N01	-17.94	-18.49	CD19
Exp47_CD19_merged_all_BC1284_N01	0.98	28.86	CD19
Exp47_CD19_merged_all_BC1285_N01	-4.11	24.99	CD19
Exp47_CD19_merged_all_BC1286_N01	1.49	32.80	CD19
Exp47_CD19_merged_all_BC1287_N01	0.37	27.82	CD19
Exp47_CD19_merged_all_BC1288_N01	-25.99	-20.53	CD19
Exp47_CD19_merged_all_BC1289_N01	2.36	29.21	CD19
Exp47_CD19_merged_all_BC1290_N01	-1.55	26.55	CD19
Exp47_CD19_merged_all_BC1291_N01	4.26	23.71	CD19
Exp47_CD19_merged_all_BC1292_N01	-4.07	29.62	CD19
Exp47_CD19_merged_all_BC1293_N01	-0.71	26.06	CD19
Exp47_CD19_merged_all_BC1294_N01	3.80	27.57	CD19
Exp47_CD19_merged_all_BC1295_N01	1.45	31.09	CD19
Exp47_CD19_merged_all_BC1296_N02	4.41	28.47	CD19
Exp47_CD19_merged_all_BC1297_N01	-3.20	24.54	CD19
Exp47_CD19_merged_all_BC1298_N01	1.70	23.88	CD19
Exp47_CD19_merged_all_BC1299_N01	-3.12	28.11	CD19
Exp47_CD19_merged_all_BC1300_N01	-2.34	25.81	CD19
Exp47_CD19_merged_all_BC1301_N01	-2.00	29.95	CD19
Exp47_CD19_merged_all_BC1302_N01	1.49	27.08	CD19
Exp47_CD19_merged_all_BC1303_N01	1.02	29.74	CD19
Exp47_CD19_merged_all_BC1304_N01	3.57	24.46	CD19
Exp47_CD19_merged_all_BC1305_N01	-2.94	33.32	CD19
Exp47_CD19_merged_all_BC1306_N01	1.69	23.06	CD19
Exp47_CD19_merged_all_BC1307_N01	-2.36	25.47	CD19
Exp47_CD19_merged_all_BC1308_N01	0.43	28.78	CD19
Exp47_CD19_merged_all_BC1309_N01	-1.50	27.61	CD19
Exp47_CD19_merged_all_BC1310_N01	-1.25	34.10	CD19
Exp47_CD19_merged_all_BC1311_N01	-1.44	26.81	CD19
Exp47_CD19_merged_all_BC1312_N01	-2.41	31.79	CD19
Exp47_CD19_merged_all_BC1313_N01	-3.05	30.66	CD19
Exp47_CD19_merged_all_BC1314_N02	2.47	24.42	CD19
Exp47_CD19_merged_all_BC1315_N01	-1.84	30.00	CD19
Exp47_CD19_merged_all_BC1316_N01	-1.95	25.02	CD19
Exp47_CD19_merged_all_BC1317_N01	-0.92	27.78	CD19
Exp47_CD19_merged_all_BC1318_N01	0.50	34.17	CD19
Exp47_CD19_merged_all_BC1319_N01	2.03	27.83	CD19
Exp47_CD19_merged_all_BC1320_N01	-0.87	33.54	CD19
Exp47_CD19_merged_all_BC1321_N01	1.47	26.27	CD19
Exp47_CD19_merged_all_BC1322_N01	-3.83	29.75	CD19
Exp47_CD19_merged_all_BC1323_N01	-3.46	26.38	CD19
Exp47_CD19_merged_all_BC1324_N01	-2.51	27.02	CD19
Exp47_CD19_merged_all_BC1325_N01	-3.16	26.96	CD19
Exp47_CD19_merged_all_BC1326_N01	1.31	26.17	CD19
Exp47_CD19_merged_all_BC1327_N01	0.07	32.31	CD19
Exp47_CD19_merged_all_BC1328_N01	3.20	20.16	CD19
Exp47_CD19_merged_all_BC1329_N01	-4.56	24.34	CD19
Exp47_CD19_merged_all_BC1330_N01	-0.42	23.78	CD19
Exp47_CD19_merged_all_BC1331_N01	-1.95	32.04	CD19
Exp47_CD19_merged_all_BC1332_N01	-1.50	17.46	CD19
Exp47_CD19_merged_all_BC1333_N01	-1.24	29.59	CD19
Exp47_CD19_merged_all_BC1334_N01	1.45	33.08	CD19
Exp47_CD19_merged_all_BC1335_N01	-0.33	23.19	CD19
Exp47_CD19_merged_all_BC1336_N01	-1.08	23.30	CD19
Exp47_CD19_merged_all_BC1337_N01	-0.71	25.31	CD19
Exp47_CD19_merged_all_BC1338_N01	-3.40	33.09	CD19
Exp47_CD19_merged_all_BC1339_N01	2.32	24.34	CD19
Exp47_CD19_merged_all_BC1340_N01	2.51	28.46	CD19
Exp47_CD19_merged_all_BC1341_N01	-3.24	31.33	CD19
Exp47_CD19_merged_all_BC1342_N01	-1.58	29.27	CD19
Exp47_CD19_merged_all_BC1343_N01	-2.53	24.45	CD19
Exp47_CD19_merged_all_BC1344_N02	1.90	14.35	CD19
Exp47_CD19_merged_all_BC1345_N01	3.05	27.01	CD19
Exp47_CD19_merged_all_BC1346_N01	1.71	23.34	CD19
Exp47_CD19_merged_all_BC1347_N01	-0.36	23.13	CD19
Exp47_CD19_merged_all_BC1348_N01	-2.30	32.03	CD19
Exp47_CD19_merged_all_BC1349_N01	-3.33	32.37	CD19
Exp47_CD19_merged_all_BC1350_N01	2.55	23.93	CD19
Exp47_CD19_merged_all_BC1351_N01	1.49	23.91	CD19
Exp47_CD19_merged_all_BC1352_N01	1.76	30.66	CD19
Exp47_CD19_merged_all_BC1353_N01	-0.80	22.94	CD19
Exp47_CD19_merged_all_BC1354_N01	4.29	23.64	CD19
Exp47_CD19_merged_all_BC1355_N01	1.74	23.71	CD19
Exp47_CD19_merged_all_BC1356_N01	-1.56	28.10	CD19
Exp47_CD19_merged_all_BC1357_N01	-1.53	34.35	CD19
Exp47_CD19_merged_all_BC1358_N01	-0.09	24.53	CD19
Exp47_CD19_merged_all_BC1359_N01	0.81	28.54	CD19
Exp47_CD19_merged_all_BC1360_N01	-3.09	27.94	CD19
Exp47_CD19_merged_all_BC1361_N01	0.77	31.61	CD19
Exp47_CD19_merged_all_BC1362_N01	-2.46	25.30	CD19
Exp47_CD19_merged_all_BC1363_N01	-0.18	23.06	CD19
Exp47_CD19_merged_all_BC1364_N01	0.42	30.80	CD19
Exp47_CD19_merged_all_BC1365_N01	-3.42	30.32	CD19
Exp47_CD19_merged_all_BC1366_N01	-3.88	29.24	CD19
Exp47_CD19_merged_all_BC1367_N01	-0.01	34.03	CD19
Exp47_CD19_merged_all_BC1368_N02	0.44	24.61	CD19
Exp47_CD19_merged_all_BC1369_N01	2.52	25.33	CD19
Exp47_CD19_merged_all_BC1370_N01	-3.83	25.68	CD19
Exp47_CD19_merged_all_BC1371_N01	3.90	23.71	CD19
Exp47_CD19_merged_all_BC1372_N01	-0.04	27.68	CD19
Exp47_CD19_merged_all_BC1373_N01	-0.35	24.66	CD19
Exp47_CD19_merged_all_BC1374_N01	2.33	23.37	CD19
Exp47_CD19_merged_all_BC1375_N01	2.72	27.95	CD19
Exp47_CD19_merged_all_BC1376_N01	-2.31	25.05	CD19
Exp47_CD19_merged_all_BC1377_N01	-2.05	24.73	CD19
Exp47_CD19_merged_all_BC1378_N01	3.43	28.14	CD19
Exp47_CD19_merged_all_BC1379_N01	-0.59	25.51	CD19
Exp47_CD19_merged_all_BC1380_N01	0.74	23.86	CD19
Exp47_CD19_merged_all_BC1381_N01	-1.12	32.83	CD19
Exp47_CD19_merged_all_BC1382_N01	2.51	23.07	CD19
Exp47_CD19_merged_all_BC1383_N01	-0.62	31.93	CD19
Exp47_CD19_merged_all_BC1384_N01	1.75	32.77	CD19
Exp47_CD19_merged_all_BC1385_N01	2.73	23.06	CD19
Exp47_CD19_merged_all_BC1386_N02	2.81	26.25	CD19
Exp47_CD19_merged_all_BC1387_N01	0.90	27.60	CD19
Exp47_CD19_merged_all_BC1388_N01	1.37	28.38	CD19
Exp47_CD19_merged_all_BC1389_N01	-1.50	23.44	CD19
Exp47_CD19_merged_all_BC1390_N01	-30.20	5.78	CD19
Exp47_CD19_merged_all_BC1391_N01	-3.24	24.10	CD19
Exp47_CD19_merged_all_BC1392_N01	2.64	26.64	CD19
Exp47_CD19_merged_all_BC1393_N01	-0.96	28.64	CD19
Exp47_CD19_merged_all_BC1394_N01	-3.22	27.40	CD19
Exp47_CD19_merged_all_BC1395_N01	4.08	23.08	CD19
Exp47_CD19_merged_all_BC1396_N01	1.23	31.93	CD19
Exp47_CD19_merged_all_BC1397_N01	-3.40	30.94	CD19
Exp47_CD19_merged_all_BC1399_N01	4.20	25.54	CD19
Exp47_CD19_merged_all_BC1400_N01	1.56	29.17	CD19
Exp47_CD19_merged_all_BC1401_N02	-2.90	28.54	CD19
Exp47_CD19_merged_all_BC1402_N01	0.74	31.77	CD19
Exp47_CD19_merged_all_BC1403_N01	0.98	23.85	CD19
Exp47_CD19_merged_all_BC1404_N01	3.00	21.80	CD19
Exp47_CD19_merged_all_BC1405_N01	-4.21	24.78	CD19
Exp47_CD19_merged_all_BC1406_N01	1.41	27.48	CD19
Exp47_CD19_merged_all_BC1407_N01	1.17	26.27	CD19
Exp47_CD19_merged_all_BC1408_N01	-0.01	32.30	CD19
Exp47_CD19_merged_all_BC1409_N01	-2.50	32.13	CD19
Exp47_CD19_merged_all_BC1410_N01	3.38	27.53	CD19
Exp47_CD19_merged_all_BC1411_N01	1.88	25.86	CD19
Exp47_CD19_merged_all_BC1412_N01	-0.77	32.48	CD19
Exp47_CD19_merged_all_BC1413_N01	-0.14	26.45	CD19
Exp47_CD19_merged_all_BC1414_N01	4.17	25.11	CD19
Exp47_CD19_merged_all_BC1415_N01	-1.54	27.73	CD19
Exp47_CD19_merged_all_BC1416_N01	4.19	23.22	CD19
Exp47_CD19_merged_all_BC1417_N01	0.02	30.63	CD19
Exp47_CD19_merged_all_BC1418_N01	4.25	26.10	CD19
Exp47_CD19_merged_all_BC1419_N01	1.03	30.54	CD19
Exp47_CD19_merged_all_BC1420_N01	-3.84	27.73	CD19
Exp47_CD19_merged_all_BC1421_N01	-2.96	27.64	CD19
Exp47_CD19_merged_all_BC1422_N01	-1.24	33.56	CD19
Exp47_CD19_merged_all_BC1423_N01	-0.76	29.58	CD19
Exp47_CD19_merged_all_BC1424_N01	-0.13	26.23	CD19
Exp47_CD19_merged_all_BC1425_N01	0.83	20.61	CD19
Exp47_CD19_merged_all_BC1426_N01	-3.11	27.26	CD19
Exp47_CD19_merged_all_BC1427_N01	-2.05	24.47	CD19
Exp47_CD19_merged_all_BC1428_N01	2.07	31.00	CD19
Exp47_CD19_merged_all_BC1429_N01	1.63	32.07	CD19
Exp47_CD19_merged_all_BC1430_N01	-4.58	26.43	CD19
Exp47_CD19_merged_all_BC1431_N01	-2.06	31.08	CD19
Exp47_CD19_merged_all_BC1432_N01	-0.02	29.61	CD19
Exp47_CD19_merged_all_BC1433_N01	-3.64	33.35	CD19
Exp47_CD19_merged_all_BC1434_N01	1.06	27.50	CD19
Exp47_CD19_merged_all_BC1435_N01	1.62	22.78	CD19
Exp47_CD19_merged_all_BC1436_N01	-0.98	29.88	CD19
Exp47_CD19_merged_all_BC1437_N01	3.35	22.12	CD19
Exp47_CD19_merged_all_BC1438_N01	0.78	27.39	CD19
Exp47_CD19_merged_all_BC1439_N01	-3.69	26.64	CD19
Exp47_CD19_merged_all_BC1440_N01	-3.92	29.81	CD19
Exp47_CD19_merged_all_BC1441_N01	-1.73	26.50	CD19
Exp47_CD19_merged_all_BC1442_N01	1.28	27.15	CD19
Exp47_CD19_merged_all_BC1443_N01	-0.08	26.96	CD19
Exp47_CD19_merged_all_BC1444_N01	2.48	25.72	CD19
Exp47_CD19_merged_all_BC1445_N01	-0.47	32.21	CD19
Exp47_CD19_merged_all_BC1446_N01	2.00	30.60	CD19
Exp47_CD19_merged_all_BC1447_N01	2.62	25.45	CD19
Exp47_CD19_merged_all_BC1448_N01	2.72	25.90	CD19
Exp47_CD19_merged_all_BC1449_N01	3.06	28.66	CD19
Exp47_CD19_merged_all_BC1450_N01	-2.28	27.04	CD19
Exp47_CD19_merged_all_BC1451_N01	4.31	26.77	CD19
Exp47_CD19_merged_all_BC1452_N01	0.17	25.55	CD19
Exp47_CD19_merged_all_BC1453_N01	1.09	22.74	CD19
Exp47_CD19_merged_all_BC1454_N01	2.71	28.23	CD19
Exp47_CD19_merged_all_BC1455_N01	0.80	24.03	CD19
Exp47_CD19_merged_all_BC1456_N01	-2.69	22.16	CD19
Exp47_CD19_merged_all_BC1457_N01	-1.02	30.78	CD19
Exp47_CD19_merged_all_BC1458_N01	2.30	23.53	CD19
Exp47_CD19_merged_all_BC1459_N01	-3.30	30.40	CD19
Exp47_CD19_merged_all_BC1460_N01	1.27	23.87	CD19
Exp47_CD19_merged_all_BC1461_N01	-1.34	34.22	CD19
Exp47_CD19_merged_all_BC1462_N01	1.73	25.69	CD19
Exp47_CD19_merged_all_BC1463_N01	-0.44	28.74	CD19
Exp47_CD19_merged_all_BC1464_N01	0.31	32.13	CD19
Exp47_CD19_merged_all_BC1465_N01	-1.71	23.48	CD19
Exp47_CD19_merged_all_BC1466_N01	-2.28	24.38	CD19
Exp47_CD19_merged_all_BC1467_N01	3.52	22.40	CD19
Exp47_CD19_merged_all_BC1468_N01	3.42	26.46	CD19
Exp47_CD19_merged_all_BC1469_N01	0.08	21.53	CD19
Exp47_CD19_merged_all_BC1470_N01	-1.27	25.88	CD19
Exp47_CD19_merged_all_BC1471_N01	2.50	22.75	CD19
Exp47_CD19_merged_all_BC1472_N01	-0.98	30.78	CD19
Exp47_CD19_merged_all_BC1473_N01	-23.96	-15.89	CD19
Exp47_CD19_merged_all_BC1474_N01	2.58	30.57	CD19
Exp47_CD19_merged_all_BC1475_N01	-0.44	23.13	CD19
Exp47_CD19_merged_all_BC1476_N01	-1.53	27.41	CD19
Exp47_CD19_merged_all_BC1477_N01	-2.47	28.83	CD19
Exp47_CD19_merged_all_BC1478_N01	2.52	27.33	CD19
Exp47_CD19_merged_all_BC1479_N01	1.21	30.68	CD19
Exp47_CD19_merged_all_BC1480_N02	-0.51	25.81	CD19
Exp47_CD19_merged_all_BC1481_N01	3.25	24.15	CD19
Exp47_CD19_merged_all_BC1482_N01	2.80	21.73	CD19
Exp47_CD19_merged_all_BC1483_N01	2.53	22.82	CD19
Exp47_CD19_merged_all_BC1484_N01	1.75	25.67	CD19
Exp47_CD19_merged_all_BC1485_N01	-0.74	24.93	CD19
Exp47_CD19_merged_all_BC1486_N01	-30.98	-0.16	CD19
Exp47_CD19_merged_all_BC1487_N01	-3.03	26.02	CD19
Exp47_CD19_merged_all_BC1488_N01	-1.98	30.46	CD19
Exp47_CD19_merged_all_BC1489_N01	0.54	22.60	CD19
Exp47_CD19_merged_all_BC1490_N01	1.95	31.39	CD19
Exp47_CD19_merged_all_BC1491_N01	1.28	21.12	CD19
Exp47_CD19_merged_all_BC1492_N01	1.31	26.34	CD19
Exp47_CD19_merged_all_BC1493_N01	-3.64	32.11	CD19
Exp47_CD19_merged_all_BC1494_N01	-0.63	26.06	CD19
Exp47_CD19_merged_all_BC1495_N01	-14.82	-12.07	CD19
Exp47_CD19_merged_all_BC1496_N01	2.67	26.10	CD19
Exp47_CD19_merged_all_BC1497_N01	-2.26	31.24	CD19
Exp47_CD19_merged_all_BC1498_N01	-3.05	24.17	CD19
Exp47_CD19_merged_all_BC1499_N01	-3.74	26.20	CD19
Exp47_CD19_merged_all_BC1500_N01	-4.50	-13.94	CD19
Exp47_CD19_merged_all_BC1501_N01	-3.75	25.44	CD19
Exp47_CD19_merged_all_BC1502_N01	-1.48	33.11	CD19
Exp47_CD19_merged_all_BC1503_N01	-2.65	22.29	CD19
Exp47_CD19_merged_all_BC1504_N01	0.94	28.47	CD19
Exp47_CD19_merged_all_BC1505_N01	0.78	33.43	CD19
Exp47_CD19_merged_all_BC1506_N01	0.30	29.88	CD19
Exp47_CD19_merged_all_BC1507_N01	0.91	23.54	CD19
Exp47_CD19_merged_all_BC1508_N01	0.20	24.48	CD19
Exp47_CD19_merged_all_BC1509_N01	2.83	23.54	CD19
Exp47_CD19_merged_all_BC1510_N01	-0.91	29.67	CD19
Exp47_CD19_merged_all_BC1511_N01	-2.26	26.17	CD19
Exp47_CD19_merged_all_BC1512_N01	0.41	22.87	CD19
Exp47_CD19_merged_all_BC1513_N01	-2.67	21.03	CD19
Exp47_CD19_merged_all_BC1514_N01	-2.43	19.34	CD19
Exp47_CD19_merged_all_BC1515_N01	-2.45	33.53	CD19
Exp47_CD19_merged_all_BC1516_N01	0.62	34.40	CD19
Exp47_CD19_merged_all_BC1517_N01	-0.97	22.23	CD19
Exp47_CD19_merged_all_BC1518_N01	-0.94	28.73	CD19
Exp47_CD19_merged_all_BC1519_N01	3.20	23.03	CD19
Exp47_CD19_merged_all_BC1520_N01	1.69	31.54	CD19
Exp47_CD19_merged_all_BC1521_N01	0.52	26.68	CD19
Exp47_CD19_merged_all_BC1522_N01	-3.09	23.52	CD19
Exp47_CD19_merged_all_BC1523_N01	2.29	29.17	CD19
Exp47_CD19_merged_all_BC1524_N01	1.50	28.61	CD19
Exp47_CD19_merged_all_BC1525_N01	-1.81	27.50	CD19
Exp47_CD19_merged_all_BC1526_N01	1.82	24.49	CD19
Exp47_CD19_merged_all_BC1527_N01	1.43	22.23	CD19
Exp47_CD19_merged_all_BC1528_N01	2.65	22.80	CD19
Exp47_CD19_merged_all_BC1529_N01	0.88	28.20	CD19
Exp47_CD19_merged_all_BC1530_N01	1.36	32.38	CD19
Exp47_CD19_merged_all_BC1531_N01	-0.40	28.81	CD19
Exp47_CD19_merged_all_BC1532_N01	3.08	29.44	CD19
Exp47_CD19_merged_all_BC1533_N01	1.47	33.56	CD19
Exp47_CD19_merged_all_BC1534_N01	-0.94	24.49	CD19
Exp47_CD19_merged_all_BC1535_N01	-2.24	31.77	CD19
Exp47_CD19_merged_all_BC1536_N01	-3.43	26.37	CD19
Exp47_CD19_merged_all_BC1537_N01	2.38	24.69	CD19
Exp47_CD19_merged_all_BC1538_N01	-1.12	21.05	CD19
Exp47_CD19_merged_all_BC1539_N01	-2.38	24.00	CD19
Exp47_CD19_merged_all_BC1540_N01	-1.95	22.69	CD19
Exp47_CD19_merged_all_BC1541_N01	-3.26	24.63	CD19
Exp47_CD19_merged_all_BC1542_N01	-2.65	24.63	CD19
Exp47_CD19_merged_all_BC1543_N01	-3.49	28.84	CD19
Exp47_CD19_merged_all_BC1544_N01	2.94	26.49	CD19
Exp47_CD19_merged_all_BC1545_N01	-3.85	25.89	CD19
Exp47_CD19_merged_all_BC1546_N01	1.46	27.25	CD19
Exp47_CD19_merged_all_BC1547_N01	2.56	22.93	CD19
Exp47_CD19_merged_all_BC1548_N01	-2.11	30.66	CD19
Exp47_CD19_merged_all_BC1549_N01	3.75	27.90	CD19
Exp47_CD19_merged_all_BC1550_N01	-4.09	28.47	CD19
Exp47_CD19_merged_all_BC1551_N01	-1.03	28.44	CD19
Exp47_CD19_merged_all_BC1552_N01	-2.10	22.57	CD19
Exp47_CD19_merged_all_BC1553_N01	2.48	30.15	CD19
Exp47_CD19_merged_all_BC1554_N01	-1.50	32.91	CD19
Exp47_CD19_merged_all_BC1555_N01	2.68	27.89	CD19
Exp47_CD19_merged_all_BC1556_N01	-0.99	26.32	CD19
Exp47_CD19_merged_all_BC1557_N01	-9.06	-16.28	CD19
Exp47_CD19_merged_all_BC1558_N01	0.99	20.71	CD19
Exp47_CD19_merged_all_BC1559_N01	-0.27	26.40	CD19
Exp47_CD19_merged_all_BC1560_N01	-23.64	-16.75	CD19
Exp47_CD19_merged_all_BC1561_N01	-4.30	27.78	CD19
Exp47_CD19_merged_all_BC1562_N01	-1.24	25.77	CD19
Exp47_CD19_merged_all_BC1563_N01	3.79	27.28	CD19
Exp47_CD19_merged_all_BC1564_N01	1.51	30.81	CD19
Exp47_CD19_merged_all_BC1565_N01	1.32	24.85	CD19
Exp47_CD19_merged_all_BC1566_N01	1.90	29.17	CD19
Exp47_CD19_merged_all_BC1567_N01	0.66	27.78	CD19
Exp47_CD19_merged_all_BC1568_N01	-1.09	25.56	CD19
Exp47_CD19_merged_all_BC1569_N01	-1.93	27.28	CD19
Exp47_CD19_merged_all_BC1570_N01	3.13	20.85	CD19
Exp47_CD19_merged_all_BC1571_N01	-0.06	23.23	CD19
Exp47_CD19_merged_all_BC1572_N01	-3.54	24.72	CD19
Exp47_CD19_merged_all_BC1573_N01	3.36	22.24	CD19
Exp47_CD19_merged_all_BC1574_N01	-2.90	32.50	CD19
Exp47_CD19_merged_all_BC1575_N01	0.59	27.23	CD19
Exp47_CD19_merged_all_BC1576_N01	1.55	22.79	CD19
Exp47_CD19_merged_all_BC1577_N01	2.66	17.84	CD19
Exp47_CD19_merged_all_BC1578_N01	2.25	25.55	CD19
Exp47_CD19_merged_all_BC1579_N01	1.25	31.34	CD19
Exp47_CD19_merged_all_BC1580_N01	-1.93	26.73	CD19
Exp47_CD19_merged_all_BC1581_N01	-3.95	23.83	CD19
Exp47_CD19_merged_all_BC1582_N01	-3.82	24.74	CD19
Exp47_CD19_merged_all_BC1583_N01	-4.06	28.70	CD19
Exp47_CD19_merged_all_BC1584_N01	-4.30	30.82	CD19
Exp47_CD19_merged_all_BC1585_N01	2.51	23.09	CD19
Exp47_CD19_merged_all_BC1586_N01	0.04	30.75	CD19
Exp47_CD19_merged_all_BC1587_N01	0.92	24.63	CD19
Exp47_CD19_merged_all_BC1588_N01	-0.17	27.46	CD19
Exp47_CD19_merged_all_BC1589_N01	-0.86	28.17	CD19
Exp47_CD19_merged_all_BC1590_N01	1.75	31.17	CD19
Exp47_CD19_merged_all_BC1591_N01	-4.14	29.37	CD19
Exp47_CD19_merged_all_BC1592_N01	-1.87	32.06	CD19
Exp47_CD19_merged_all_BC1593_N01	-1.35	29.57	CD19
Exp47_CD19_merged_all_BC1594_N01	-0.28	22.98	CD19
Exp47_CD19_merged_all_BC1595_N01	-1.99	26.64	CD19
Exp47_CD19_merged_all_BC1596_N01	4.04	25.36	CD19
Exp47_CD19_merged_all_BC1597_N01	-0.32	21.05	CD19
Exp47_CD19_merged_all_BC1598_N01	-2.72	20.62	CD19
Exp47_CD19_merged_all_BC1599_N01	-5.67	23.76	CD19
Exp47_CD19_merged_all_BC1600_N01	-3.87	29.38	CD19
Exp47_CD19_merged_all_BC1601_N01	0.44	23.90	CD19
Exp47_CD19_merged_all_BC1602_N01	-1.14	25.68	CD19
Exp47_CD19_merged_all_BC1603_N01	1.86	27.44	CD19
Exp47_CD19_merged_all_BC1604_N01	0.43	33.78	CD19
Exp47_CD19_merged_all_BC1605_N01	2.82	30.11	CD19
Exp47_CD19_merged_all_BC1606_N01	-0.95	32.05	CD19
Exp47_CD19_merged_all_BC1607_N01	-0.87	23.39	CD19
Exp47_CD19_merged_all_BC1608_N01	-1.05	24.54	CD19
Exp47_CD19_merged_all_BC1609_N01	-3.65	25.68	CD19
Exp47_CD19_merged_all_BC1610_N01	3.58	24.33	CD19
Exp47_CD19_merged_all_BC1611_N01	-3.05	26.28	CD19
Exp47_CD19_merged_all_BC1612_N01	-2.27	34.12	CD19
Exp47_CD19_merged_all_BC1613_N01	-1.17	25.21	CD19
Exp47_CD19_merged_all_BC1614_N01	2.07	23.31	CD19
Exp47_CD19_merged_all_BC1615_N01	-1.28	32.64	CD19
Exp47_CD19_merged_all_BC1616_N01	-0.99	24.46	CD19
Exp47_CD19_merged_all_BC1617_N01	-1.00	23.99	CD19
Exp47_CD19_merged_all_BC1618_N01	3.60	27.69	CD19
Exp47_CD19_merged_all_BC1619_N01	2.92	29.00	CD19
Exp47_CD19_merged_all_BC1620_N01	2.59	25.41	CD19
Exp47_CD19_merged_all_BC1621_N01	0.35	22.75	CD19
Exp47_CD19_merged_all_BC1622_N01	0.24	31.02	CD19
Exp47_CD19_merged_all_BC1623_N01	-1.19	24.06	CD19
Exp47_CD19_merged_all_BC1624_N01	0.92	22.22	CD19
Exp47_CD19_merged_all_BC1625_N01	-0.28	26.93	CD19
Exp47_CD19_merged_all_BC1626_N01	4.31	29.78	CD19
Exp47_CD19_merged_all_BC1627_N01	-3.85	29.44	CD19
Exp47_CD19_merged_all_BC1628_N01	-1.15	28.22	CD19
Exp47_CD19_merged_all_BC1629_N01	-0.81	28.39	CD19
Exp47_CD19_merged_all_BC1630_N01	1.17	22.19	CD19
Exp47_CD19_merged_all_BC1631_N01	2.47	25.30	CD19
Exp47_CD19_merged_all_BC1632_N01	2.57	22.95	CD19
Exp47_CD19_merged_all_BC1633_N01	-0.59	24.70	CD19
Exp47_CD19_merged_all_BC1634_N01	-3.41	33.31	CD19
Exp47_CD19_merged_all_BC1635_N01	0.23	22.73	CD19
Exp47_CD19_merged_all_BC1636_N01	-1.02	30.30	CD19
Exp47_CD19_merged_all_BC1637_N01	-4.00	30.38	CD19
Exp47_CD19_merged_all_BC1638_N01	-3.09	29.53	CD19
Exp47_CD19_merged_all_BC1639_N01	-1.02	22.76	CD19
Exp47_CD19_merged_all_BC1640_N01	2.13	31.91	CD19
Exp47_CD19_merged_all_BC1641_N01	1.77	31.52	CD19
Exp47_CD19_merged_all_BC1642_N01	1.85	23.51	CD19
Exp47_CD19_merged_all_BC1643_N01	0.39	31.01	CD19
Exp47_CD19_merged_all_BC1644_N01	-1.39	32.62	CD19
Exp47_CD19_merged_all_BC1645_N01	1.96	24.16	CD19
Exp47_CD19_merged_all_BC1646_N01	-2.45	22.08	CD19
Exp47_CD19_merged_all_BC1647_N01	4.02	23.45	CD19
Exp47_CD19_merged_all_BC1648_N01	2.58	27.51	CD19
Exp47_CD19_merged_all_BC1649_N01	1.76	23.75	CD19
Exp47_CD19_merged_all_BC1650_N01	1.08	18.05	CD19
Exp47_CD19_merged_all_BC1651_N01	-1.09	31.90	CD19
Exp47_CD19_merged_all_BC1652_N01	-1.47	23.59	CD19
Exp47_CD19_merged_all_BC1653_N01	0.14	18.94	CD19
Exp47_CD19_merged_all_BC1654_N01	-2.00	29.07	CD19
Exp47_CD19_merged_all_BC1655_N01	1.16	32.41	CD19
Exp47_CD19_merged_all_BC1656_N01	-1.15	33.99	CD19
Exp47_CD19_merged_all_BC1657_N01	2.33	27.24	CD19
Exp47_CD19_merged_all_BC1658_N01	0.98	24.07	CD19
Exp47_CD19_merged_all_BC1659_N01	-0.22	28.45	CD19
Exp47_CD19_merged_all_BC1660_N01	2.79	27.78	CD19
Exp47_CD19_merged_all_BC1661_N01	0.23	27.96	CD19
Exp47_CD19_merged_all_BC1662_N01	-2.45	34.09	CD19
Exp47_CD19_merged_all_BC1663_N01	2.48	28.69	CD19
Exp47_CD19_merged_all_BC1664_N01	0.99	24.14	CD19
Exp47_CD19_merged_all_BC1665_N01	0.90	25.89	CD19
Exp47_CD19_merged_all_BC1666_N01	3.06	25.10	CD19
Exp47_CD19_merged_all_BC1667_N01	-2.15	32.22	CD19
Exp47_CD19_merged_all_BC1668_N01	-0.40	29.78	CD19
Exp47_CD19_merged_all_BC1669_N01	-1.92	27.10	CD19
Exp47_CD19_merged_all_BC1670_N01	-4.78	23.11	CD19
Exp47_CD19_merged_all_BC1671_N01	2.69	25.36	CD19
Exp47_CD19_merged_all_BC1672_N01	-2.18	33.84	CD19
Exp47_CD19_merged_all_BC1673_N01	1.37	26.18	CD19
Exp47_CD19_merged_all_BC1674_N01	-2.53	24.24	CD19
Exp47_CD19_merged_all_BC1675_N01	-0.04	22.01	CD19
Exp47_CD19_merged_all_BC1676_N01	1.27	22.38	CD19
Exp47_CD19_merged_all_BC1677_N01	-8.57	-20.41	CD19
Exp47_CD19_merged_all_BC1678_N01	2.84	27.12	CD19
Exp47_CD19_merged_all_BC1679_N01	-1.07	33.24	CD19
Exp47_CD19_merged_all_BC1680_N01	-0.20	21.23	CD19
Exp47_CD19_merged_all_BC1681_N01	2.59	27.37	CD19
