tSNE1	tSNE2	cluster_id	cell_id
13.82	7.44	V21	N701_Exp119_sample1_S1_BC0409_N01
-1.07	35.66	V11	N701_Exp119_sample1_S1_BC0410_N02
28.07	0.7	V16	N701_Exp119_sample1_S1_BC0411_N02
-4.08	-29.47	V22	N701_Exp119_sample1_S1_BC0412_N01
15.32	6.73	V21	N701_Exp119_sample1_S1_BC0413_N02
-0.91	24.63	V4	N701_Exp119_sample1_S1_BC0414_N02
-21.6	10.45	V12	N701_Exp119_sample1_S1_BC0415_N02
16.35	-10.11	V13	N701_Exp119_sample1_S1_BC0416_N02
-26.21	5.15	V2	N701_Exp119_sample1_S1_BC0417_N01
-0.56	3.01	V25	N701_Exp119_sample1_S1_BC0418_N03
-12.33	8.3	V25	N701_Exp119_sample1_S1_BC0419_N03
14.34	-25.5	V5	N701_Exp119_sample1_S1_BC0420_N03
18.76	-13.47	V13	N701_Exp119_sample1_S1_BC0421_N03
-0.71	-20.38	V23	N701_Exp119_sample1_S1_BC0422_N02
16.65	1.08	V21	N701_Exp119_sample1_S1_BC0423_N03
10.26	8.6	V25	N701_Exp119_sample1_S1_BC0424_N02
-35.17	-8.52	V10	N701_Exp119_sample1_S1_BC0425_N02
-10.37	-0.87	V17	N701_Exp119_sample1_S1_BC0426_N02
-10.16	11.47	V25	N701_Exp119_sample1_S1_BC0427_N02
-8.48	7.55	V25	N701_Exp119_sample1_S1_BC0428_N01
0.87	-11.69	V23	N701_Exp119_sample1_S1_BC0429_N02
22.41	-7.34	V16	N701_Exp119_sample1_S1_BC0430_N01
-0.58	1.92	V25	N701_Exp119_sample1_S1_BC0431_N02
-7.62	19.04	V3	N701_Exp119_sample1_S1_BC0432_N02
-3.91	-28.77	V22	N701_Exp119_sample1_S1_BC0433_N01
-36.59	-3.67	V10	N701_Exp119_sample1_S1_BC0434_N02
13.23	4.94	V21	N701_Exp119_sample1_S1_BC0435_N03
-3.35	0.88	V25	N701_Exp119_sample1_S1_BC0436_N01
14.35	-12.34	V13	N701_Exp119_sample1_S1_BC0437_N02
8.78	-16.92	V13	N701_Exp119_sample1_S1_BC0438_N02
-7.37	4.13	V25	N701_Exp119_sample1_S1_BC0439_N01
0.61	16.45	V20	N701_Exp119_sample1_S1_BC0440_N01
10.71	4.48	V21	N701_Exp119_sample1_S1_BC0441_N02
-8.99	24.65	V3	N701_Exp119_sample1_S1_BC0442_N02
7.22	5.07	V21	N701_Exp119_sample1_S1_BC0443_N02
-11.73	22.59	V3	N701_Exp119_sample1_S1_BC0444_N02
-26.4	4.97	V2	N701_Exp119_sample1_S1_BC0445_N01
-6.08	1.1	V25	N701_Exp119_sample1_S1_BC0446_N01
15.49	3.49	V21	N701_Exp119_sample1_S1_BC0447_N01
-6.96	9.85	V25	N701_Exp119_sample1_S1_BC0448_N02
-37.36	-4.69	V10	N701_Exp119_sample1_S1_BC0449_N02
-11.5	9.19	V25	N701_Exp119_sample1_S1_BC0450_N02
-4.94	-11.74	V23	N701_Exp119_sample1_S1_BC0451_N02
25.89	6.8	V8	N701_Exp119_sample1_S1_BC0452_N03
14.92	0.09	V21	N701_Exp119_sample1_S1_BC0453_N02
15.44	-6.69	V13	N701_Exp119_sample1_S1_BC0454_N02
-5.76	-2.21	V25	N701_Exp119_sample1_S1_BC0455_N03
-15.06	32.05	V15	N701_Exp119_sample1_S1_BC0456_N03
-4.74	-14.88	V23	N701_Exp119_sample1_S1_BC0457_N02
26.15	-6.61	V16	N701_Exp119_sample1_S1_BC0458_N02
-1.56	-11.49	V23	N701_Exp119_sample1_S1_BC0459_N02
-8.28	11.23	V25	N701_Exp119_sample1_S1_BC0460_N02
14.06	2.21	V21	N701_Exp119_sample1_S1_BC0461_N02
-12.19	22.35	V3	N701_Exp119_sample1_S1_BC0462_N03
-13.75	28.33	V15	N701_Exp119_sample1_S1_BC0463_N02
23.86	-2.59	V21	N701_Exp119_sample1_S1_BC0464_N02
15.11	-24.65	V5	N701_Exp119_sample1_S1_BC0465_N02
16.26	-25.04	V5	N701_Exp119_sample1_S1_BC0466_N03
16.67	3.25	V21	N701_Exp119_sample1_S1_BC0467_N02
20.25	-0.04	V21	N701_Exp119_sample1_S1_BC0468_N01
2.41	10.59	V25	N701_Exp119_sample1_S1_BC0469_N02
-4.57	-3.74	V19	N701_Exp119_sample1_S1_BC0470_N02
-12.16	9.52	V25	N701_Exp119_sample1_S1_BC0471_N02
23.25	-17.14	V9	N701_Exp119_sample1_S1_BC0472_N03
19.36	-6.99	V21	N701_Exp119_sample1_S1_BC0473_N01
7.31	9.27	V25	N701_Exp119_sample1_S1_BC0474_N03
-2.46	-17.12	V23	N701_Exp119_sample1_S1_BC0475_N01
10.7	-16.11	V13	N701_Exp119_sample1_S1_BC0476_N02
19.06	-13.08	V13	N701_Exp119_sample1_S1_BC0477_N02
-4.41	0.57	V25	N701_Exp119_sample1_S1_BC0478_N02
15.29	-7	V13	N701_Exp119_sample1_S1_BC0479_N02
-26.04	5.31	V2	N701_Exp119_sample1_S1_BC0480_N02
22.69	2.5	V21	N701_Exp119_sample1_S1_BC0481_N03
-1.86	-7.51	V25	N701_Exp119_sample1_S1_BC0482_N02
-2.28	-20.96	V23	N701_Exp119_sample1_S1_BC0483_N02
-12.72	13.03	V11	N701_Exp119_sample1_S1_BC0484_N02
-8.69	22.87	V3	N701_Exp119_sample1_S1_BC0485_N03
25.1	-2.63	V21	N701_Exp119_sample1_S1_BC0486_N02
4.27	1.8	V21	N701_Exp119_sample1_S1_BC0487_N03
1.27	-35.41	V14	N701_Exp119_sample1_S1_BC0488_N01
-36.3	-4.14	V10	N701_Exp119_sample1_S1_BC0489_N03
-5.66	-19.28	V23	N701_Exp119_sample1_S1_BC0490_N02
-13.62	29.96	V15	N701_Exp119_sample1_S1_BC0491_N02
0.81	3.36	V25	N701_Exp119_sample1_S1_BC0492_N02
6.61	-33.6	V14	N701_Exp119_sample1_S1_BC0493_N02
-1.04	5.55	V25	N701_Exp119_sample1_S1_BC0494_N02
28.02	-20.94	V9	N701_Exp119_sample1_S1_BC0495_N03
14.94	-24.79	V5	N701_Exp119_sample1_S1_BC0496_N02
21.36	-4.25	V21	N701_Exp119_sample1_S1_BC0497_N01
0.87	25.73	V4	N701_Exp119_sample1_S1_BC0498_N01
3.6	-16.3	V23	N701_Exp119_sample1_S1_BC0499_N02
22.23	2.4	V21	N701_Exp119_sample1_S1_BC0500_N02
-18.85	31.31	V15	N701_Exp119_sample1_S1_BC0501_N02
-0.17	4.25	V25	N701_Exp119_sample1_S1_BC0502_N03
-4.38	-29.5	V22	N701_Exp119_sample1_S1_BC0503_N02
-33.9	-6.21	V10	N701_Exp119_sample1_S1_BC0504_N02
-0.68	-23.26	V23	N701_Exp119_sample1_S1_BC0505_N02
-6.48	21.91	V3	N701_Exp119_sample1_S1_BC0506_N02
-32.14	10.34	V24	N701_Exp119_sample1_S1_BC0507_N01
21.86	3.64	V21	N701_Exp119_sample1_S1_BC0508_N01
21.56	1.64	V21	N701_Exp119_sample1_S1_BC0509_N02
24	-23.33	V9	N701_Exp119_sample1_S1_BC0510_N03
22.5	3.52	V21	N701_Exp119_sample1_S1_BC0511_N02
-26.03	5.19	V2	N701_Exp119_sample1_S1_BC0512_N01
2.94	3.44	V25	N701_Exp119_sample1_S1_BC0513_N04
18.24	3.47	V21	N701_Exp119_sample1_S1_BC0514_N02
25.55	-17.53	V9	N701_Exp119_sample1_S1_BC0515_N02
-1.53	-14.9	V23	N701_Exp119_sample1_S1_BC0516_N01
-8.76	22.83	V3	N701_Exp119_sample1_S1_BC0517_N02
-6.86	0.97	V25	N701_Exp119_sample1_S1_BC0518_N01
-11.9	30.19	V15	N701_Exp119_sample1_S1_BC0519_N03
-12.32	22.66	V3	N701_Exp119_sample1_S1_BC0520_N03
4.6	-7.13	V15	N701_Exp119_sample1_S1_BC0521_N03
27.03	-17.98	V9	N701_Exp119_sample1_S1_BC0522_N01
-8.06	3.03	V25	N701_Exp119_sample1_S1_BC0523_N02
-12.65	13.16	V11	N701_Exp119_sample1_S1_BC0524_N02
9.73	8.61	V21	N701_Exp119_sample1_S1_BC0525_N02
-3.73	5.24	V25	N701_Exp119_sample1_S1_BC0526_N02
4.21	-16.49	V23	N701_Exp119_sample1_S1_BC0527_N03
25.92	1.47	V21	N701_Exp119_sample1_S1_BC0528_N02
10.58	12.51	V20	N701_Exp119_sample1_S1_BC0529_N02
1.5	5.56	V25	N701_Exp119_sample1_S1_BC0530_N02
2.14	-33.36	V14	N701_Exp119_sample1_S1_BC0531_N01
1.2	-20.98	V23	N701_Exp119_sample1_S1_BC0532_N02
14.54	7.93	V21	N701_Exp119_sample1_S1_BC0533_N01
24.45	-1.95	V21	N701_Exp119_sample1_S1_BC0534_N02
24.84	-19.9	V9	N701_Exp119_sample1_S1_BC0535_N02
20.58	-6.53	V21	N701_Exp119_sample1_S1_BC0536_N03
19.86	3.04	V21	N701_Exp119_sample1_S1_BC0537_N02
28.15	7.04	V8	N701_Exp119_sample1_S1_BC0538_N02
-1.45	-22.56	V23	N701_Exp119_sample1_S1_BC0539_N02
10.51	8.41	V21	N701_Exp119_sample1_S1_BC0540_N01
22.49	3.68	V21	N701_Exp119_sample1_S1_BC0541_N02
24.7	-19.36	V9	N701_Exp119_sample1_S1_BC0542_N02
8.28	19.56	V20	N701_Exp119_sample1_S1_BC0543_N02
-5.58	-14.02	V23	N701_Exp119_sample1_S1_BC0544_N02
-8.28	31.27	V15	N701_Exp119_sample1_S1_BC0545_N01
6.98	-14.73	V13	N701_Exp119_sample1_S1_BC0546_N02
8.09	-30.34	V14	N701_Exp119_sample1_S1_BC0547_N01
15.72	-17.21	V13	N701_Exp119_sample1_S1_BC0548_N02
-7.64	-2.69	V17	N701_Exp119_sample1_S1_BC0549_N02
22.82	-18.08	V9	N701_Exp119_sample1_S1_BC0550_N04
6.23	4.59	V21	N701_Exp119_sample1_S1_BC0551_N03
-13.5	30.81	V15	N701_Exp119_sample1_S1_BC0552_N02
-1.54	0.52	V25	N701_Exp119_sample1_S1_BC0553_N03
2.99	-11.81	V23	N701_Exp119_sample1_S1_BC0554_N02
-35.15	-8.5	V10	N701_Exp119_sample1_S1_BC0555_N03
3.94	-13.09	V23	N701_Exp119_sample1_S1_BC0556_N02
-3.63	-11.61	V23	N701_Exp119_sample1_S1_BC0557_N03
27.74	-20.38	V9	N701_Exp119_sample1_S1_BC0558_N02
-15.88	30.3	V15	N701_Exp119_sample1_S1_BC0559_N03
16.7	-25.21	V5	N701_Exp119_sample1_S1_BC0560_N02
7.73	19.61	V20	N701_Exp119_sample1_S1_BC0561_N01
-2.01	-23.11	V23	N701_Exp119_sample1_S1_BC0562_N01
9.77	-18.7	V13	N701_Exp119_sample1_S1_BC0563_N02
14.06	-11.76	V13	N701_Exp119_sample1_S1_BC0564_N03
14.9	-24.17	V5	N701_Exp119_sample1_S1_BC0565_N03
11.63	-23.25	V5	N701_Exp119_sample1_S1_BC0566_N02
18.38	-28.01	V5	N701_Exp119_sample1_S1_BC0567_N01
-14.95	30.04	V15	N701_Exp119_sample1_S1_BC0568_N02
-1.24	6.08	V25	N701_Exp119_sample1_S1_BC0569_N02
2.17	12.77	V25	N701_Exp119_sample1_S1_BC0570_N01
15.76	-12.88	V13	N701_Exp119_sample1_S1_BC0571_N03
21.36	0.63	V21	N701_Exp119_sample1_S1_BC0572_N02
5.15	6.22	V25	N701_Exp119_sample1_S1_BC0573_N02
24.54	3.35	V21	N701_Exp119_sample1_S1_BC0574_N03
2.88	-30.27	V14	N701_Exp119_sample1_S1_BC0575_N02
-6.09	0.43	V25	N701_Exp119_sample1_S1_BC0576_N03
2.43	25.84	V4	N701_Exp119_sample1_S1_BC0577_N02
-2.28	25.94	V4	N701_Exp119_sample1_S1_BC0578_N01
15.2	7.92	V21	N701_Exp119_sample1_S1_BC0579_N01
22.78	-9.58	V16	N701_Exp119_sample1_S1_BC0580_N02
28.95	6.44	V8	N701_Exp119_sample1_S1_BC0581_N01
-8.22	7.47	V25	N701_Exp119_sample1_S1_BC0582_N02
14.63	-15.43	V13	N701_Exp119_sample1_S1_BC0583_N03
19.05	0.98	V21	N701_Exp119_sample1_S1_BC0584_N02
-1.68	4.33	V25	N701_Exp119_sample1_S1_BC0585_N03
-6.82	11.5	V25	N701_Exp119_sample1_S1_BC0586_N02
4.98	25.49	V20	N701_Exp119_sample1_S1_BC0587_N02
-1.12	36.16	V11	N701_Exp119_sample1_S1_BC0588_N01
1.79	28.12	V4	N701_Exp119_sample1_S1_BC0589_N02
14.63	-24.59	V5	N701_Exp119_sample1_S1_BC0590_N03
3.68	-30.81	V14	N701_Exp119_sample1_S1_BC0591_N01
-4.88	-16.99	V23	N701_Exp119_sample1_S1_BC0592_N01
-5.76	-21.39	V23	N701_Exp119_sample1_S1_BC0593_N01
-4.39	-8.95	V23	N701_Exp119_sample1_S1_BC0594_N03
28.98	0.11	V16	N701_Exp119_sample1_S1_BC0595_N02
-3.42	13.15	V25	N701_Exp119_sample1_S1_BC0596_N02
-4.25	19.94	V3	N701_Exp119_sample1_S1_BC0597_N03
1.16	4.07	V25	N701_Exp119_sample1_S1_BC0598_N02
5.26	25.09	V20	N701_Exp119_sample1_S1_BC0599_N01
15.12	2.21	V21	N701_Exp119_sample1_S1_BC0600_N02
9.07	-19.11	V13	N701_Exp119_sample1_S1_BC0601_N01
-1.47	8.7	V25	N701_Exp119_sample1_S1_BC0602_N02
14.15	-8.8	V13	N701_Exp119_sample1_S1_BC0603_N04
-19.15	21.32	V12	N701_Exp119_sample1_S1_BC0604_N01
26.63	-23.56	V9	N701_Exp119_sample1_S1_BC0605_N02
2.25	-20.47	V23	N701_Exp119_sample1_S1_BC0606_N02
5.65	8.22	V25	N701_Exp119_sample1_S1_BC0607_N02
0.28	9.19	V25	N701_Exp119_sample1_S1_BC0608_N02
14.82	-6.67	V13	N701_Exp119_sample1_S1_BC0609_N03
0.19	-13.43	V23	N701_Exp119_sample1_S1_BC0610_N01
-28.84	10	V24	N701_Exp119_sample1_S1_BC0611_N03
-5.07	-22.32	V23	N701_Exp119_sample1_S1_BC0612_N02
22.35	-20.88	V9	N701_Exp119_sample1_S1_BC0613_N03
-0.88	-18.47	V23	N701_Exp119_sample1_S1_BC0614_N01
10.54	-14.16	V13	N701_Exp119_sample1_S1_BC0615_N02
-10.76	7.89	V25	N701_Exp119_sample1_S1_BC0616_N02
-9.12	30.62	V15	N701_Exp119_sample1_S1_BC0617_N01
-14.42	28.49	V15	N701_Exp119_sample1_S1_BC0618_N02
29.33	-18.89	V9	N701_Exp119_sample1_S1_BC0619_N03
15.1	7.91	V21	N701_Exp119_sample1_S1_BC0620_N01
21.66	1.04	V21	N701_Exp119_sample1_S1_BC0621_N02
9.59	8.26	V21	N701_Exp119_sample1_S1_BC0622_N01
-10.35	-1.33	V17	N701_Exp119_sample1_S1_BC0623_N02
3.01	4.82	V25	N701_Exp119_sample1_S1_BC0624_N02
-6.42	10.87	V25	N701_Exp119_sample1_S1_BC0625_N03
-37.59	-4.72	V10	N701_Exp119_sample1_S1_BC0626_N03
10.72	8.27	V21	N701_Exp119_sample1_S1_BC0627_N03
17.02	-24.69	V5	N701_Exp119_sample1_S1_BC0628_N03
13.21	-10.69	V13	N701_Exp119_sample1_S1_BC0629_N02
13.76	-7.96	V13	N701_Exp119_sample1_S1_BC0630_N03
21.21	-3.55	V21	N701_Exp119_sample1_S1_BC0631_N02
19.37	-2.4	V21	N701_Exp119_sample1_S1_BC0632_N01
25.35	3.48	V21	N701_Exp119_sample1_S1_BC0633_N03
5.9	-28.95	V14	N701_Exp119_sample1_S1_BC0634_N02
21.46	-4.07	V21	N701_Exp119_sample1_S1_BC0635_N02
-7.58	19.57	V3	N701_Exp119_sample1_S1_BC0636_N02
5.75	25.61	V20	N701_Exp119_sample1_S1_BC0637_N02
1.1	-13.82	V23	N701_Exp119_sample1_S1_BC0638_N03
-3.68	-4.46	V19	N701_Exp119_sample1_S1_BC0639_N01
16.15	8.6	V21	N701_Exp119_sample1_S1_BC0640_N02
16.99	-27.67	V5	N701_Exp119_sample1_S1_BC0641_N02
6.65	-16.64	V13	N701_Exp119_sample1_S1_BC0642_N03
25.34	3.79	V21	N701_Exp119_sample1_S1_BC0643_N04
23.64	-24.31	V9	N701_Exp119_sample1_S1_BC0644_N02
21.09	-3.74	V21	N701_Exp119_sample1_S1_BC0645_N02
0.64	8.06	V25	N701_Exp119_sample1_S1_BC0646_N03
17.69	8.26	V21	N701_Exp119_sample1_S1_BC0647_N02
28.96	-4.25	V16	N701_Exp119_sample1_S1_BC0648_N02
-11.46	6.25	V25	N701_Exp119_sample1_S1_BC0649_N03
26.57	-1.91	V16	N701_Exp119_sample1_S1_BC0650_N04
7.79	-10.32	V25	N701_Exp119_sample1_S1_BC0651_N02
25.35	-17.54	V9	N701_Exp119_sample1_S1_BC0652_N03
0.29	8.54	V25	N701_Exp119_sample1_S1_BC0653_N02
6.79	-15.19	V13	N701_Exp119_sample1_S1_BC0654_N04
-11.88	9.78	V25	N701_Exp119_sample1_S1_BC0655_N03
5.15	7.52	V25	N701_Exp119_sample1_S1_BC0656_N03
8.13	4.29	V21	N701_Exp119_sample1_S1_BC0657_N03
11.85	-12.17	V13	N701_Exp119_sample1_S1_BC0658_N03
-1.03	27.75	V4	N701_Exp119_sample1_S1_BC0659_N01
20.21	-27.31	V5	N701_Exp119_sample1_S1_BC0660_N01
24.15	1.6	V21	N701_Exp119_sample1_S1_BC0661_N03
21.47	-4.25	V16	N701_Exp119_sample1_S1_BC0662_N03
18.53	1.53	V21	N701_Exp119_sample1_S1_BC0663_N02
19.3	-12.81	V13	N701_Exp119_sample1_S1_BC0664_N03
10.88	6.71	V21	N701_Exp119_sample1_S1_BC0665_N02
16.02	-7.01	V13	N701_Exp119_sample1_S1_BC0666_N02
-21.62	22.98	V12	N701_Exp119_sample1_S1_BC0667_N01
-3.35	5.09	V25	N701_Exp119_sample1_S1_BC0668_N03
12.03	2.72	V21	N701_Exp119_sample1_S1_BC0669_N01
21.76	-6.66	V16	N701_Exp119_sample1_S1_BC0670_N02
-14.1	30.25	V15	N701_Exp119_sample1_S1_BC0671_N03
21.22	-18.94	V9	N701_Exp119_sample1_S1_BC0672_N03
26.21	-7.92	V16	N701_Exp119_sample1_S1_BC0673_N02
29.35	-18.72	V9	N701_Exp119_sample1_S1_BC0674_N02
24.87	2.59	V21	N701_Exp119_sample1_S1_BC0675_N03
27.83	0.53	V16	N701_Exp119_sample1_S1_BC0676_N02
24.55	-17.98	V9	N701_Exp119_sample1_S1_BC0677_N02
-2.16	6.3	V25	N701_Exp119_sample1_S1_BC0678_N02
-1.16	20.1	V11	N701_Exp119_sample1_S1_BC0679_N04
-26.91	-1.11	V2	N701_Exp119_sample1_S1_BC0680_N01
6.44	-10.36	V25	N701_Exp119_sample1_S1_BC0681_N01
-8.71	-2.86	V17	N701_Exp119_sample1_S1_BC0682_N03
-5.61	-15.78	V23	N701_Exp119_sample1_S1_BC0683_N03
-12.69	14.82	V11	N701_Exp119_sample1_S1_BC0684_N02
-10.19	-1.94	V17	N701_Exp119_sample1_S1_BC0685_N02
29.48	9.87	V8	N701_Exp119_sample1_S1_BC0686_N02
23.22	-1.64	V21	N701_Exp119_sample1_S1_BC0687_N03
-10.46	-1.7	V17	N701_Exp119_sample1_S1_BC0688_N02
4.97	8.75	V25	N701_Exp119_sample1_S1_BC0689_N04
16.39	-24.35	V5	N701_Exp119_sample1_S1_BC0690_N03
7.92	13.48	V20	N701_Exp119_sample1_S1_BC0691_N01
0.48	10.82	V21	N701_Exp119_sample1_S1_BC0692_N03
-0.91	6.13	V25	N701_Exp119_sample1_S1_BC0693_N02
3.85	-17.63	V23	N701_Exp119_sample1_S1_BC0694_N03
-20.11	-0.21	V2	N701_Exp119_sample1_S1_BC0695_N02
-12.4	-1.86	V18	N701_Exp119_sample1_S1_BC0696_N03
-10.27	-2.03	V17	N701_Exp119_sample1_S1_BC0697_N02
23.09	-3.22	V21	N701_Exp119_sample1_S1_BC0698_N03
7.67	9	V25	N701_Exp119_sample1_S1_BC0699_N03
-1.18	-20.75	V23	N701_Exp119_sample1_S1_BC0700_N01
-20.5	21.99	V12	N701_Exp119_sample1_S1_BC0701_N01
-20.48	-0.69	V2	N701_Exp119_sample1_S1_BC0702_N02
25.21	3.41	V21	N701_Exp119_sample1_S1_BC0703_N02
5.29	25.08	V20	N701_Exp119_sample1_S1_BC0704_N02
22.31	-7.76	V16	N701_Exp119_sample1_S1_BC0705_N01
6.48	-26.81	V14	N701_Exp119_sample1_S1_BC0706_N03
18.77	-0.66	V21	N701_Exp119_sample1_S1_BC0707_N04
4.86	25.33	V20	N701_Exp119_sample1_S1_BC0708_N02
18.46	3.06	V21	N701_Exp119_sample1_S1_BC0709_N03
3.93	-21.29	V23	N701_Exp119_sample1_S1_BC0710_N03
13.88	7.61	V21	N701_Exp119_sample1_S1_BC0711_N03
6.98	14.24	V20	N701_Exp119_sample1_S1_BC0712_N02
-24.94	5.23	V2	N701_Exp119_sample1_S1_BC0713_N02
22.81	-2.82	V21	N701_Exp119_sample1_S1_BC0714_N03
-25.23	5.45	V2	N701_Exp119_sample1_S1_BC0715_N01
-20.52	22.22	V12	N701_Exp119_sample1_S1_BC0716_N02
-4.09	20.3	V3	N701_Exp119_sample1_S1_BC0717_N03
-34.53	9.79	V24	N701_Exp119_sample1_S1_BC0718_N02
24.85	2.36	V21	N701_Exp119_sample1_S1_BC0719_N03
-4.38	-28.72	V22	N701_Exp119_sample1_S1_BC0720_N02
8.61	-18.01	V13	N701_Exp119_sample1_S1_BC0721_N03
28.68	6.18	V8	N701_Exp119_sample1_S1_BC0722_N02
3.96	-20.15	V23	N701_Exp119_sample1_S1_BC0723_N03
-0.16	27.29	V4	N701_Exp119_sample1_S1_BC0724_N02
6.93	23.19	V20	N701_Exp119_sample1_S1_BC0725_N01
-8.61	20.95	V3	N701_Exp119_sample1_S1_BC0726_N03
-2.42	7.58	V25	N701_Exp119_sample1_S1_BC0727_N03
9.98	10.36	V8	N701_Exp119_sample1_S1_BC0728_N02
0.55	11.95	V25	N701_Exp119_sample1_S1_BC0729_N02
-10.37	-2.1	V17	N701_Exp119_sample1_S1_BC0730_N03
-11.23	18.54	V3	N701_Exp119_sample1_S1_BC0731_N02
-7.08	-8.33	V23	N701_Exp119_sample1_S1_BC0732_N01
14.11	-8.46	V13	N701_Exp119_sample1_S1_BC0733_N03
-25.25	5.27	V2	N701_Exp119_sample1_S1_BC0734_N01
16.34	-27.96	V5	N701_Exp119_sample1_S1_BC0735_N02
8.94	-29.6	V14	N701_Exp119_sample1_S1_BC0736_N03
-36.23	-3.57	V10	N701_Exp119_sample1_S1_BC0737_N03
8.15	9.14	V21	N701_Exp119_sample1_S1_BC0738_N02
4.52	-17.93	V23	N701_Exp119_sample1_S1_BC0739_N03
-7.49	-0.52	V25	N701_Exp119_sample1_S1_BC0740_N03
-9.55	-1.95	V17	N701_Exp119_sample1_S1_BC0741_N02
-5.69	-7.95	V23	N701_Exp119_sample1_S1_BC0742_N02
8.15	13.84	V20	N701_Exp119_sample1_S1_BC0743_N02
28.84	6.6	V8	N701_Exp119_sample1_S1_BC0744_N03
23.62	-1.07	V21	N701_Exp119_sample1_S1_BC0745_N03
-26.81	3.44	V2	N701_Exp119_sample1_S1_BC0746_N01
-4.1	-21.31	V23	N701_Exp119_sample1_S1_BC0747_N03
15.2	-10.02	V13	N701_Exp119_sample1_S1_BC0748_N02
14.03	-9.91	V13	N701_Exp119_sample1_S1_BC0749_N01
9.48	3.91	V21	N701_Exp119_sample1_S1_BC0750_N03
-25.17	-1.69	V2	N701_Exp119_sample1_S1_BC0751_N02
26.95	-3.31	V16	N701_Exp119_sample1_S1_BC0752_N02
-12.77	13.09	V11	N701_Exp119_sample1_S1_BC0753_N03
-3.88	-14.44	V23	N701_Exp119_sample1_S1_BC0754_N01
-1.24	19.78	V11	N701_Exp119_sample1_S1_BC0755_N03
25.04	-6.16	V16	N701_Exp119_sample1_S1_BC0756_N02
-0.58	8.22	V25	N701_Exp119_sample1_S1_BC0757_N02
26.03	24.2	V26	N701_Exp119_sample1_S1_BC0758_N01
-26.28	1.62	V2	N701_Exp119_sample1_S1_BC0759_N01
28.08	6.81	V8	N701_Exp119_sample1_S1_BC0760_N02
-20.75	0.02	V2	N701_Exp119_sample1_S1_BC0761_N02
-5.39	-2.32	V25	N701_Exp119_sample1_S1_BC0762_N03
-16.27	31.38	V15	N701_Exp119_sample1_S1_BC0763_N01
22.24	-17.15	V9	N701_Exp119_sample1_S1_BC0764_N03
-12.66	0	V18	N701_Exp119_sample1_S1_BC0765_N02
-26.85	-1.38	V2	N701_Exp119_sample1_S1_BC0766_N02
-21.32	21.33	V12	N701_Exp119_sample1_S1_BC0767_N01
28.69	10.16	V8	N701_Exp119_sample1_S1_BC0768_N03
11.64	-23.31	V5	N701_Exp119_sample1_S1_BC0769_N02
25.04	-18.9	V9	N701_Exp119_sample1_S1_BC0770_N02
-9.65	-2.18	V17	N701_Exp119_sample1_S1_BC0771_N03
-1.19	9.23	V25	N701_Exp119_sample1_S1_BC0772_N03
2.01	2.88	V25	N701_Exp119_sample1_S1_BC0773_N03
-26.19	4.72	V2	N701_Exp119_sample1_S1_BC0774_N02
19	-28.14	V5	N701_Exp119_sample1_S1_BC0775_N03
16.71	-10.74	V13	N701_Exp119_sample1_S1_BC0776_N02
0.26	-15.26	V23	N701_Exp119_sample1_S1_BC0777_N02
-9.84	19.22	V3	N701_Exp119_sample1_S1_BC0778_N02
21.82	-8.43	V16	N701_Exp119_sample1_S1_BC0779_N03
-10.65	6.46	V25	N701_Exp119_sample1_S1_BC0780_N03
-5.76	-2.57	V25	N701_Exp119_sample1_S1_BC0781_N03
25.95	-21.96	V9	N701_Exp119_sample1_S1_BC0782_N03
-27.29	-14.11	V1	N701_Exp119_sample1_S1_BC0783_N01
-4.89	-21.2	V23	N701_Exp119_sample1_S1_BC0784_N03
13.67	-24.29	V5	N701_Exp119_sample1_S1_BC0785_N02
17.73	-13.25	V13	N701_Exp119_sample1_S1_BC0786_N03
-8.75	31.48	V15	N701_Exp119_sample1_S1_BC0787_N02
7.84	15.01	V20	N701_Exp119_sample1_S1_BC0788_N03
22.09	-20.4	V9	N701_Exp119_sample1_S1_BC0789_N03
3.62	17.32	V20	N701_Exp119_sample1_S1_BC0790_N02
6.18	25.95	V20	N701_Exp119_sample1_S1_BC0791_N03
26.26	25.97	V26	N701_Exp119_sample1_S1_BC0792_N02
3.43	-12.07	V23	N701_Exp119_sample1_S1_BC0793_N02
-8.58	12.33	V25	N701_Exp119_sample1_S1_BC0794_N03
27.06	-18.96	V9	N701_Exp119_sample1_S1_BC0795_N02
8.65	-18.23	V13	N701_Exp119_sample1_S1_BC0796_N01
-5.81	-21.97	V23	N701_Exp119_sample1_S1_BC0797_N04
7.74	12.81	V20	N701_Exp119_sample1_S1_BC0798_N02
2.24	5.22	V25	N701_Exp119_sample1_S1_BC0799_N03
1.37	3.64	V25	N701_Exp119_sample1_S1_BC0800_N01
-19.15	21.09	V12	N701_Exp119_sample1_S1_BC0801_N02
27.89	0.26	V16	N701_Exp119_sample1_S1_BC0802_N03
-4.04	-28.25	V22	N701_Exp119_sample1_S1_BC0803_N03
-25.34	4.83	V2	N701_Exp119_sample1_S1_BC0804_N03
35.34	2.49	V7	N701_Exp119_sample1_S1_BC0805_N03
-6.9	1.03	V25	N701_Exp119_sample1_S1_BC0806_N02
22.54	-19.35	V9	N701_Exp119_sample1_S1_BC0807_N02
16.61	-23.91	V5	N701_Exp119_sample1_S1_BC0808_N04
