DropBarcode	Junb
N701_Exp119_sample1_S1_BC0187_N02	-2.0261743221031
N701_Exp119_sample1_S1_BC0189_N02	-1.4371718912034
N701_Exp119_sample1_S1_BC0199_N02	3.76864499645705
N701_Exp119_sample1_S1_BC0206_N01	-0.468840616224207
N701_Exp119_sample1_S1_BC0223_N01	-0.702896744262758
N701_Exp119_sample1_S1_BC0225_N02	-5.89862450401116
N701_Exp119_sample1_S1_BC0226_N02	0.214828834562836
N701_Exp119_sample1_S1_BC0238_N01	1.14118156944853
N701_Exp119_sample1_S1_BC0239_N01	-2.02679795479489
N701_Exp119_sample1_S1_BC0241_N02	-5.53624968204636
N701_Exp119_sample1_S1_BC0244_N02	0.491529377474077
N701_Exp119_sample1_S1_BC0250_N02	-1.45107572241346
N701_Exp119_sample1_S1_BC0252_N02	-3.71718902034777
N701_Exp119_sample1_S1_BC0270_N02	3.39097042207377
N701_Exp119_sample1_S1_BC0279_N02	-6.38206216914276
N701_Exp119_sample1_S1_BC0286_N02	-2.16768949629929
N701_Exp119_sample1_S1_BC0292_N02	-5.86308648132669
N701_Exp119_sample1_S1_BC0297_N02	-2.40828843088369
N701_Exp119_sample1_S1_BC0308_N01	-0.48111927092274
N701_Exp119_sample1_S1_BC0309_N02	-1.37252622960055
N701_Exp119_sample1_S1_BC0315_N02	-4.31922562019817
N701_Exp119_sample1_S1_BC0326_N02	-0.963941316692543
N701_Exp119_sample1_S1_BC0339_N02	5.2257855370029
N701_Exp119_sample1_S1_BC0352_N02	-0.570083060684305
N701_Exp119_sample1_S1_BC0356_N01	0.707698670573523
N701_Exp119_sample1_S1_BC0369_N02	-0.17961786000326
N701_Exp119_sample1_S1_BC0370_N01	-6.76828531913953
N701_Exp119_sample1_S1_BC0375_N04	0.967691672664497
N701_Exp119_sample1_S1_BC0377_N01	-4.82367163869602
N701_Exp119_sample1_S1_BC0385_N02	2.43608813939294
N701_Exp119_sample1_S1_BC0390_N02	-1.28352623838549
N701_Exp119_sample1_S1_BC0391_N03	-5.79066641057322
N701_Exp119_sample1_S1_BC0393_N03	3.60265392491928
N701_Exp119_sample1_S1_BC0401_N01	-1.30205182892326
N701_Exp119_sample1_S1_BC0404_N02	-1.59332701151405
N701_Exp119_sample1_S1_BC0418_N03	3.14245967126564
N701_Exp119_sample1_S1_BC0419_N03	-2.16910540019528
N701_Exp119_sample1_S1_BC0424_N02	-1.68079270459011
N701_Exp119_sample1_S1_BC0427_N02	-5.25379110443995
N701_Exp119_sample1_S1_BC0428_N01	-8.7078560128034
N701_Exp119_sample1_S1_BC0431_N02	1.82704720095827
N701_Exp119_sample1_S1_BC0436_N01	8.35160856395024
N701_Exp119_sample1_S1_BC0439_N01	2.64701855575362
N701_Exp119_sample1_S1_BC0446_N01	4.90898226182795
N701_Exp119_sample1_S1_BC0448_N02	-2.8916800455786
N701_Exp119_sample1_S1_BC0450_N02	-7.35779208650535
N701_Exp119_sample1_S1_BC0455_N03	13.3154784728176
N701_Exp119_sample1_S1_BC0460_N02	-2.0697965260193
N701_Exp119_sample1_S1_BC0469_N02	-0.831363706878851
N701_Exp119_sample1_S1_BC0471_N02	-5.48065044134368
N701_Exp119_sample1_S1_BC0474_N03	0.250576041821637
N701_Exp119_sample1_S1_BC0478_N02	6.00794469509592
N701_Exp119_sample1_S1_BC0482_N02	-4.54990630320048
N701_Exp119_sample1_S1_BC0492_N02	-4.71796489100202
N701_Exp119_sample1_S1_BC0494_N02	-4.8937845245567
N701_Exp119_sample1_S1_BC0502_N03	-2.85471004622484
N701_Exp119_sample1_S1_BC0513_N04	-4.88131425233506
N701_Exp119_sample1_S1_BC0518_N01	4.46441521317122
N701_Exp119_sample1_S1_BC0523_N02	5.34024680492036
N701_Exp119_sample1_S1_BC0526_N02	3.00054039113409
N701_Exp119_sample1_S1_BC0530_N02	-1.16981491929296
N701_Exp119_sample1_S1_BC0553_N03	6.94472935552898
N701_Exp119_sample1_S1_BC0569_N02	-4.73687185167178
N701_Exp119_sample1_S1_BC0570_N01	4.99947203124296
N701_Exp119_sample1_S1_BC0573_N02	5.37457416891915
N701_Exp119_sample1_S1_BC0576_N03	9.81237481035902
N701_Exp119_sample1_S1_BC0582_N02	2.39496515035453
N701_Exp119_sample1_S1_BC0585_N03	-6.09537250834685
N701_Exp119_sample1_S1_BC0586_N02	-5.50109042387151
N701_Exp119_sample1_S1_BC0596_N02	-6.36736191653924
N701_Exp119_sample1_S1_BC0598_N02	-1.77838026510622
N701_Exp119_sample1_S1_BC0602_N02	-5.87948833677229
N701_Exp119_sample1_S1_BC0607_N02	-2.46130640474129
N701_Exp119_sample1_S1_BC0608_N02	-4.63323131204666
N701_Exp119_sample1_S1_BC0616_N02	-1.84450556594331
N701_Exp119_sample1_S1_BC0624_N02	-2.57186128915587
N701_Exp119_sample1_S1_BC0625_N03	-7.83997828451079
N701_Exp119_sample1_S1_BC0646_N03	-3.97135490911388
N701_Exp119_sample1_S1_BC0649_N03	-1.40456693999962
N701_Exp119_sample1_S1_BC0651_N02	-2.34536577405131
N701_Exp119_sample1_S1_BC0653_N02	-3.09815986291394
N701_Exp119_sample1_S1_BC0655_N03	-5.03866080492888
N701_Exp119_sample1_S1_BC0656_N03	1.52556994363683
N701_Exp119_sample1_S1_BC0668_N03	0.86657109555917
N701_Exp119_sample1_S1_BC0678_N02	-0.136668362191911
N701_Exp119_sample1_S1_BC0681_N01	2.13709347190533
N701_Exp119_sample1_S1_BC0689_N04	3.30984644023814
N701_Exp119_sample1_S1_BC0693_N02	1.30711367744867
N701_Exp119_sample1_S1_BC0699_N03	2.01637304218229
N701_Exp119_sample1_S1_BC0727_N03	-5.2567874652979
N701_Exp119_sample1_S1_BC0729_N02	2.70358355294841
N701_Exp119_sample1_S1_BC0740_N03	9.51328766714984
N701_Exp119_sample1_S1_BC0757_N02	-0.416097309722058
N701_Exp119_sample1_S1_BC0762_N03	16.6315556355211
N701_Exp119_sample1_S1_BC0772_N03	-2.9021088361498
N701_Exp119_sample1_S1_BC0773_N03	-2.86335155274037
N701_Exp119_sample1_S1_BC0780_N03	1.58346263143641
N701_Exp119_sample1_S1_BC0781_N03	13.526765134287
N701_Exp119_sample1_S1_BC0794_N03	-0.634701177078025
N701_Exp119_sample1_S1_BC0799_N03	-2.66417015238837
N701_Exp119_sample1_S1_BC0800_N01	-2.33972571998872
N701_Exp119_sample1_S1_BC0806_N02	7.03242496316504
N701_Exp119_sample1_S1_BC0819_N03	-0.790302444960037
N701_Exp119_sample1_S1_BC0821_N01	1.65713177284839
N701_Exp119_sample1_S1_BC0849_N03	-0.350316457533473
N701_Exp119_sample1_S1_BC0855_N04	1.05269276187602
N701_Exp119_sample1_S1_BC0857_N03	14.108588484398
N701_Exp119_sample1_S1_BC0862_N02	-6.99570491130984
N701_Exp119_sample1_S1_BC0878_N02	-1.4733868673012
N701_Exp119_sample1_S1_BC0879_N03	-5.2637197452124
N701_Exp119_sample1_S1_BC0884_N02	-3.30716252558307
N701_Exp119_sample1_S1_BC0885_N03	-5.25246810432222
N701_Exp119_sample1_S1_BC0900_N03	-0.804027901269009
N701_Exp119_sample1_S1_BC0902_N02	3.87816165111438
N701_Exp119_sample1_S1_BC0903_N03	-2.26107069987067
N701_Exp119_sample1_S1_BC0904_N03	-5.17533888338706
N701_Exp119_sample1_S1_BC0914_N04	-6.59210094561104
N701_Exp119_sample1_S1_BC0927_N04	-2.58438617614732
N701_Exp119_sample1_S1_BC0928_N03	-1.55774689373729
N701_Exp119_sample1_S1_BC0931_N03	-0.982343458825431
N701_Exp119_sample1_S1_BC0934_N03	-7.2171843960526
N701_Exp119_sample1_S1_BC0936_N03	1.10660472507453
N701_Exp119_sample1_S1_BC0938_N02	2.82752481501507
N701_Exp119_sample1_S1_BC0942_N02	-0.490357632683456
N701_Exp119_sample1_S1_BC0949_N03	-0.646029776075549
N701_Exp119_sample1_S1_BC0956_N03	-4.55520000636234
N701_Exp119_sample1_S1_BC0963_N02	-3.82775831120619
N701_Exp119_sample1_S1_BC0972_N03	-1.56478607951614
N701_Exp119_sample1_S1_BC0973_N03	-0.813751037772313
N701_Exp119_sample1_S1_BC0984_N02	3.17438263979976
N701_Exp119_sample1_S1_BC0991_N03	1.49393974215397
N701_Exp119_sample1_S1_BC0997_N02	-4.24086609678694
N701_Exp119_sample1_S1_BC0999_N03	1.57072797016289
N701_Exp119_sample1_S1_BC1007_N03	-1.23399223669637
N701_Exp119_sample1_S1_BC1011_N01	-4.29514647319987
N701_Exp119_sample1_S1_BC1014_N03	-4.64734969514904
N701_Exp119_sample1_S1_BC1017_N02	-4.38491488916014
N701_Exp119_sample1_S1_BC1018_N03	-2.81095642620326
N701_Exp119_sample1_S1_BC1019_N03	1.37968424613105
N701_Exp119_sample1_S1_BC1021_N04	8.23624210583842
N701_Exp119_sample1_S1_BC1034_N01	-3.62797285836893
N701_Exp119_sample1_S1_BC1067_N02	5.54777220002604
N701_Exp119_sample1_S1_BC1095_N03	1.56729083655697
N701_Exp119_sample1_S1_BC1113_N03	-5.02841569630073
N701_Exp119_sample1_S1_BC1114_N04	6.42373478757708
N701_Exp119_sample1_S1_BC1127_N04	3.42237220439511
N701_Exp119_sample1_S1_BC1128_N04	1.35441092535889
N701_Exp119_sample1_S1_BC1136_N03	-4.19004247010813
N701_Exp119_sample1_S1_BC1138_N02	1.2841918780428
N701_Exp119_sample1_S1_BC1141_N02	-3.88193731132329
N701_Exp119_sample1_S1_BC1143_N03	-5.16789485414506
N701_Exp119_sample1_S1_BC1153_N03	1.11565929746573
N701_Exp119_sample1_S1_BC1154_N04	-0.398914317263581
N701_Exp119_sample1_S1_BC1159_N02	2.26809501720747
N701_Exp119_sample1_S1_BC1162_N04	6.94278464729385
N701_Exp119_sample1_S1_BC1175_N02	5.67151688940567
N701_Exp119_sample1_S1_BC1177_N01	-3.9446315348745
N701_Exp119_sample1_S1_BC1203_N03	5.85227020177706
N701_Exp119_sample1_S1_BC1206_N02	-1.55410551033341
N701_Exp119_sample1_S1_BC1207_N03	-3.51403257457639
N701_Exp119_sample1_S1_BC1213_N03	1.67746981027171
N701_Exp119_sample1_S1_BC1232_N02	4.69276482203589
N701_Exp119_sample1_S1_BC1239_N01	0.329189109753286
N701_Exp119_sample1_S1_BC1241_N02	-0.636372660570096
N701_Exp119_sample1_S1_BC1245_N03	-4.17611862120852
N701_Exp119_sample1_S1_BC1254_N02	0.733123347457679
N701_Exp119_sample1_S1_BC1256_N04	-4.89550257381407
N701_Exp119_sample1_S1_BC1263_N04	-2.3326012526239
N701_Exp119_sample1_S1_BC1266_N04	5.04504293732198
N701_Exp119_sample1_S1_BC1269_N04	8.12642548246614
N701_Exp119_sample1_S1_BC1277_N02	-2.33303691712653
N701_Exp119_sample1_S1_BC1280_N04	-1.17303177938705
N701_Exp119_sample1_S1_BC1288_N03	2.67989466405497
N701_Exp119_sample1_S1_BC1295_N02	-1.13332510203658
N701_Exp119_sample1_S1_BC1305_N03	-4.76858902029291
N701_Exp119_sample1_S1_BC1307_N03	-1.43954992263871
N701_Exp119_sample1_S1_BC1317_N04	-0.732820558023923
N701_Exp119_sample1_S1_BC1326_N04	7.76914727673912
N701_Exp119_sample1_S1_BC1331_N03	1.21742823429007
N701_Exp119_sample1_S1_BC1345_N05	1.66821632878547
N701_Exp119_sample1_S1_BC1352_N01	-1.98517497489795
N701_Exp119_sample1_S1_BC1362_N04	-0.626829568961176
N701_Exp119_sample1_S1_BC1364_N04	2.69470951924723
N701_Exp119_sample1_S1_BC1370_N05	5.27522904206095
N701_Exp119_sample1_S1_BC1388_N02	-2.29777014811721
N701_Exp119_sample1_S1_BC1393_N03	4.47041849107452
N701_Exp119_sample1_S1_BC1395_N04	0.0973751753881846
N701_Exp119_sample1_S1_BC1402_N03	-2.49765014917163
N701_Exp119_sample1_S1_BC1405_N03	-5.34201981633502
N701_Exp119_sample1_S1_BC1409_N03	2.78910929715684
N701_Exp119_sample1_S1_BC1412_N05	-3.1395717746326
N701_Exp119_sample1_S1_BC1415_N03	8.37449056495598
N701_Exp119_sample1_S1_BC1426_N04	5.49785564028094
N701_Exp119_sample1_S1_BC1437_N03	3.80677269650844
N701_Exp119_sample1_S1_BC1439_N02	2.78405610170546
N701_Exp119_sample1_S1_BC1451_N03	0.468071581450035
N701_Exp119_sample1_S1_BC1456_N02	-1.05749208541619
N701_Exp119_sample1_S1_BC1478_N03	-1.56233902064884
N701_Exp119_sample1_S1_BC1490_N02	-4.10506243906327
N701_Exp119_sample1_S1_BC1494_N03	5.04999644111976
N701_Exp119_sample1_S1_BC1533_N02	-1.20856017239807
N701_Exp119_sample1_S1_BC1537_N02	0.0369554271950312
N701_Exp119_sample1_S1_BC1546_N03	1.09304987932757
N701_Exp119_sample1_S1_BC1549_N03	3.59833127302069
N701_Exp119_sample1_S1_BC1561_N03	8.01580262410689
N701_Exp119_sample1_S1_BC1573_N01	-0.35164771055191
N701_Exp119_sample1_S1_BC1582_N03	-5.24408989423639
N701_Exp119_sample1_S1_BC1583_N04	3.89159014245838
N701_Exp119_sample1_S1_BC1595_N05	-1.19953865095679
N701_Exp119_sample1_S1_BC1608_N02	1.01955499965212
N701_Exp119_sample1_S1_BC1612_N04	0.642449490728718
N701_Exp119_sample1_S1_BC1618_N02	12.5976752228951
N701_Exp119_sample1_S1_BC1633_N04	1.34541601263454
N701_Exp119_sample1_S1_BC1638_N04	-5.86481703498067
N701_Exp119_sample1_S1_BC1677_N03	1.90121876547333
N701_Exp119_sample1_S1_BC1678_N05	-1.87783456212677
N701_Exp119_sample1_S1_BC1679_N04	-2.72991975076641
N701_Exp119_sample1_S1_BC1686_N04	2.45635601148451
N701_Exp119_sample1_S1_BC1691_N04	-3.11244367235911
N701_Exp119_sample1_S1_BC1699_N02	0.501054035281258
N701_Exp119_sample1_S1_BC1700_N05	-1.11947309193757
N701_Exp119_sample1_S1_BC1702_N04	5.19159453283488
N701_Exp119_sample1_S1_BC1707_N04	-2.78074915800112
N701_Exp119_sample1_S1_BC1725_N04	3.03012062546573
N701_Exp119_sample1_S1_BC1727_N01	-0.847557043962047
N701_Exp119_sample1_S1_BC1743_N02	-2.76359635225365
N701_Exp119_sample1_S1_BC1749_N04	-1.31470752620757
N701_Exp119_sample1_S1_BC1752_N02	0.112247051955266
N701_Exp119_sample1_S1_BC1755_N04	0.533120642944982
N701_Exp119_sample1_S1_BC1756_N04	5.67202336730612
N701_Exp119_sample1_S1_BC1758_N03	5.58020158096122
N701_Exp119_sample1_S1_BC1759_N04	-3.14567720322583
N701_Exp119_sample1_S1_BC1761_N04	2.41260753829275
N701_Exp119_sample1_S1_BC1776_N05	6.53143193318607
N701_Exp119_sample1_S1_BC1786_N03	2.13162412758355
N701_Exp119_sample1_S1_BC1794_N02	4.07438885555325
N701_Exp119_sample1_S1_BC1796_N02	3.48572848607388
N701_Exp119_sample1_S1_BC1822_N03	-1.14161972187862
N701_Exp119_sample1_S1_BC1843_N04	0.753240951492278
N701_Exp119_sample1_S1_BC1882_N04	-2.23634498598545
N701_Exp119_sample1_S1_BC1894_N03	-2.27304585548227
N701_Exp119_sample1_S1_BC1897_N05	-0.491179983224688
N701_Exp119_sample1_S1_BC1908_N05	3.2486091145749
N701_Exp119_sample1_S1_BC1925_N04	3.89665581135736
N701_Exp119_sample1_S1_BC1928_N04	-0.589797582872013
N701_Exp119_sample1_S1_BC1944_N04	-5.27586899000129
N701_Exp119_sample1_S1_BC1953_N04	-3.47873780616235
N701_Exp119_sample1_S1_BC1969_N05	-4.77172362254126
N701_Exp119_sample1_S1_BC1981_N04	2.8237654199101
N701_Exp119_sample1_S1_BC2007_N01	-3.16362685510001
N701_Exp119_sample1_S1_BC2024_N05	-1.74205419305856
N701_Exp119_sample1_S1_BC2026_N04	-4.7044042165847
N701_Exp119_sample1_S1_BC2027_N04	1.16590380588411
N701_Exp119_sample1_S1_BC2052_N05	-1.3747894740449
N701_Exp119_sample1_S1_BC2054_N05	-3.3029399556802
N701_Exp119_sample1_S1_BC2066_N03	-0.38705483702723
N701_Exp119_sample1_S1_BC2069_N05	-2.37902854464591
N701_Exp119_sample1_S1_BC2074_N05	-2.14185071830147
N701_Exp119_sample1_S1_BC2076_N01	1.61042396247718
N701_Exp119_sample1_S1_BC2077_N03	-1.54058846700272
N701_Exp119_sample1_S1_BC2082_N05	-4.41642844640608
N701_Exp119_sample1_S1_BC2097_N05	1.6228569338457
N701_Exp119_sample1_S1_BC2107_N05	2.51162634920371
N701_Exp119_sample1_S1_BC2119_N04	-1.1492479265188
N701_Exp119_sample1_S1_BC2126_N04	5.80677792006808
N701_Exp119_sample1_S1_BC2129_N03	2.43017563453041
N701_Exp119_sample1_S1_BC2137_N04	3.48940441935304
N701_Exp119_sample1_S1_BC2157_N04	-1.12616157214306
N701_Exp119_sample1_S1_BC2158_N03	-0.0511867934350649
N701_Exp119_sample1_S1_BC2161_N05	1.46989780562761
N701_Exp119_sample1_S1_BC2162_N04	8.78703151065884
N701_Exp119_sample1_S1_BC2164_N04	-1.4117207471337
N701_Exp119_sample1_S1_BC2185_N04	-2.52071776413458
N701_Exp119_sample1_S1_BC2202_N04	-0.985251696133383
N701_Exp119_sample1_S1_BC2206_N05	0.707129510750059
N701_Exp119_sample1_S1_BC2213_N02	-0.771476743800102
N701_Exp119_sample1_S1_BC2219_N05	-2.09888977993545
N701_Exp119_sample1_S1_BC2225_N05	0.662898853899151
N701_Exp119_sample1_S1_BC2226_N03	0.654494075140215
N701_Exp119_sample1_S1_BC2248_N05	0.85567444012611
N701_Exp119_sample1_S1_BC2253_N05	-0.556120615987045
N701_Exp119_sample1_S1_BC2257_N03	2.1449689172827
N701_Exp119_sample1_S1_BC2259_N02	0.635666924320897
N701_Exp119_sample1_S1_BC2260_N02	1.23062967918663
N701_Exp119_sample1_S1_BC2272_N03	-3.46954331604521
N701_Exp119_sample1_S1_BC2274_N04	2.79424305271865
N701_Exp119_sample1_S1_BC2278_N03	-2.28978428170224
N701_Exp119_sample1_S1_BC2284_N05	2.21570626847668
N701_Exp119_sample1_S1_BC2292_N01	1.76369591183253
N701_Exp119_sample1_S1_BC2305_N05	0.749647852605816
N701_Exp119_sample1_S1_BC2330_N01	2.69320491059396
N701_Exp119_sample1_S1_BC2350_N03	0.0814645116374963
N701_Exp119_sample1_S1_BC2352_N03	4.58230988160167
N701_Exp119_sample1_S1_BC2353_N04	0.493363896944532
N701_Exp119_sample1_S1_BC2355_N02	1.47381904768619
N701_Exp119_sample1_S1_BC2356_N03	-2.06963672690139
N701_Exp119_sample1_S1_BC2364_N05	-1.09412418596283
N701_Exp119_sample1_S1_BC2372_N03	2.98181424912946
N701_Exp119_sample1_S1_BC2377_N02	0.484762681142916
N701_Exp119_sample1_S1_BC2380_N02	-0.22927329391483
N701_Exp119_sample1_S1_BC2381_N04	-1.3666963803931
N701_Exp119_sample1_S1_BC2395_N03	3.76472812665304
N701_Exp119_sample1_S1_BC2402_N06	0.251996575385102
N701_Exp119_sample1_S1_BC2410_N04	4.77247625656845
N701_Exp119_sample1_S1_BC2416_N03	-2.09649594426589
N701_Exp119_sample1_S1_BC2428_N01	-0.555527472260921
N701_Exp119_sample1_S1_BC2438_N02	-0.0257694085436312
N701_Exp119_sample1_S1_BC2443_N02	0.0540631060658572
N701_Exp119_sample1_S1_BC2446_N05	-3.5702080996345
N701_Exp119_sample1_S1_BC2447_N03	-1.44310280884486
N701_Exp119_sample1_S1_BC2450_N01	-0.267628667635945
N701_Exp119_sample1_S1_BC2465_N05	-0.265278892104069
N701_Exp119_sample1_S1_BC2471_N04	-1.22135487060574
N701_Exp119_sample1_S1_BC2483_N04	0.630716706639017
N701_Exp119_sample1_S1_BC2485_N05	-2.85550048744424
N701_Exp119_sample1_S1_BC2503_N02	6.13071854810882
N701_Exp119_sample1_S1_BC2506_N04	-1.41847491267636
N701_Exp119_sample1_S1_BC2508_N04	-0.358293088272457
N701_Exp119_sample1_S1_BC2531_N01	0.453190258489292
N701_Exp119_sample1_S1_BC2532_N01	-0.0505389236592459
N701_Exp119_sample1_S1_BC2537_N06	2.66936734620643
N701_Exp119_sample1_S1_BC2545_N03	1.35939669804069
N701_Exp119_sample1_S1_BC2547_N03	2.62413589302307
N701_Exp119_sample1_S1_BC2548_N03	2.26105607039712
N701_Exp119_sample1_S1_BC2563_N04	-1.98769337659222
N701_Exp119_sample1_S1_BC2574_N03	-1.6778311994792
N701_Exp119_sample1_S1_BC2581_N03	-0.120638827044929
N701_Exp119_sample1_S1_BC2594_N02	1.03593746610522
N701_Exp119_sample1_S1_BC2610_N01	0.238606521142321
N701_Exp119_sample1_S1_BC2612_N06	4.16974626166139
N701_Exp119_sample1_S1_BC2615_N01	0.0581982497199615
N701_Exp119_sample1_S1_BC2621_N04	-2.92664155248665
N701_Exp119_sample1_S1_BC2626_N01	-1.47150839012614
N701_Exp119_sample1_S1_BC2633_N02	-2.35746430949946
N701_Exp119_sample1_S1_BC2636_N01	3.12522535716687
N701_Exp119_sample1_S1_BC2645_N04	2.51696875086493
N701_Exp119_sample1_S1_BC2646_N01	-1.06071708372951
N701_Exp119_sample1_S1_BC2647_N06	1.52039108579058
N701_Exp119_sample1_S1_BC2649_N03	-0.0412914254860468
N701_Exp119_sample1_S1_BC2650_N05	-2.40426416391281
N701_Exp119_sample1_S1_BC2652_N01	-1.43810401744656
N701_Exp119_sample1_S1_BC2654_N01	-3.53722192873293
N701_Exp119_sample1_S1_BC2661_N01	-0.092092182899329
N701_Exp119_sample1_S1_BC2662_N03	0.0210242347246443
N701_Exp119_sample1_S1_BC2666_N04	-2.94599492316179
N701_Exp119_sample1_S1_BC2674_N01	-0.775885837796524
N701_Exp119_sample1_S1_BC2675_N01	0.349997959043755
N701_Exp119_sample1_S1_BC2678_N01	-0.912711383520745
N701_Exp119_sample1_S1_BC2680_N01	-1.16668023845418
N701_Exp119_sample1_S1_BC2683_N04	0.0317961211866387
N701_Exp119_sample1_S1_BC2684_N01	-1.13160704554246
N701_Exp119_sample1_S1_BC2686_N01	-0.899543316082252
N701_Exp119_sample1_S1_BC2689_N04	-1.50809439116373
N701_Exp119_sample1_S1_BC2693_N01	0.0366932594807823
N701_Exp119_sample1_S1_BC2694_N01	-0.849838458875171
N701_Exp119_sample1_S1_BC2696_N01	1.17706806957639
N701_Exp119_sample1_S1_BC2700_N01	-1.4071115041866
N701_Exp119_sample1_S1_BC2701_N01	-1.91999207983866
N701_Exp119_sample1_S1_BC2702_N01	-0.0651401064007887
N701_Exp119_sample1_S1_BC2704_N01	-0.0894584298429961
N701_Exp119_sample1_S1_BC2705_N01	1.03752209761196
N701_Exp119_sample1_S1_BC2708_N01	0.46648701480609
N701_Exp119_sample1_S1_BC2709_N01	-0.408727138799883
N701_Exp119_sample1_S1_BC2718_N01	-0.278503592003028
N701_Exp119_sample1_S1_BC2722_N01	-0.449924245272052
N701_Exp119_sample1_S1_BC2723_N01	0.754441664237548
N701_Exp119_sample1_S1_BC2725_N04	-1.30616334659031
N701_Exp119_sample1_S1_BC2726_N01	-1.61885297699399
N701_Exp119_sample1_S1_BC2729_N01	-0.737852961342079
N701_Exp119_sample1_S1_BC2730_N04	-3.01894965010565
N701_Exp119_sample1_S1_BC2731_N01	1.13280667046434
N701_Exp119_sample1_S1_BC2732_N03	5.05877608275875
N701_Exp119_sample1_S1_BC2733_N04	2.92251983123539
N701_Exp119_sample1_S1_BC2735_N01	-0.998398762941105
N701_Exp119_sample1_S1_BC2738_N01	-0.724374210172566
N701_Exp119_sample1_S1_BC2745_N02	1.2711023379216
N701_Exp119_sample1_S1_BC2746_N01	-0.101679309233082
N701_Exp119_sample1_S1_BC2750_N01	-0.56471490567287
N701_Exp119_sample1_S1_BC2751_N01	-0.794922091486872
N701_Exp119_sample1_S1_BC2752_N01	1.73673481548454
N701_Exp119_sample1_S1_BC2756_N01	-0.353742486971251
N701_Exp119_sample1_S1_BC2757_N01	0.0216464013135531
N701_Exp119_sample1_S1_BC2758_N03	3.89487891226667
N701_Exp119_sample1_S1_BC2759_N01	-1.46005010040724
N701_Exp119_sample1_S1_BC2760_N01	-0.454730817874164
N701_Exp119_sample1_S1_BC2765_N02	1.12044603277839
N701_Exp119_sample1_S1_BC2766_N01	0.650932185127348
N701_Exp119_sample1_S1_BC2768_N01	-1.11710290047304
N701_Exp119_sample1_S1_BC2770_N01	0.471367894148038
N701_Exp119_sample1_S1_BC2771_N04	-0.429304286781162
N701_Exp119_sample1_S1_BC2776_N01	1.10725175150211
N701_Exp119_sample1_S1_BC2778_N02	2.82394461719306
N701_Exp119_sample1_S1_BC2779_N01	0.41157380459243
N701_Exp119_sample1_S1_BC2782_N01	-0.202123342671577
N701_Exp119_sample1_S1_BC2783_N01	0.403984107780443
N701_Exp119_sample1_S1_BC2784_N01	-0.834268735282301
N701_Exp119_sample1_S1_BC2785_N01	1.58352308391131
N701_Exp119_sample1_S1_BC2786_N04	-2.78379141340539
N701_Exp119_sample1_S1_BC2787_N01	-1.14564711482013
N701_Exp119_sample1_S1_BC2790_N01	0.504617548219932
N701_Exp119_sample1_S1_BC2793_N01	-3.11058549038122
N701_Exp119_sample1_S1_BC2795_N01	-2.71600224622579
N701_Exp119_sample1_S1_BC2797_N01	-0.298426006590715
N701_Exp119_sample1_S1_BC2801_N01	-1.96945240151764
