DropBarcode,FRIP,tssProportion,meanInsertSize,medianInsertSize,nHumanReads,nMouseReads,uniqueNuclearFrags,totalNuclearFrags,totalMitoFrags,totalNCfilteredFrags,duplicateProportion,librarySize
N718_Exp77_sample14_S1_BC0020_N01,0,0.071,228,208,256256,604,259342,663194,53594,221,0.609,288205
N718_Exp77_sample14_S1_BC0021_N01,0,0.3,205,191,458,253715,257666,622142,2460,458,0.586,292549
N718_Exp77_sample14_S1_BC0022_N02,0,0.235,234,214,370810,845,380601,870417,223872,361,0.563,442489
N718_Exp77_sample14_S1_BC0023_N02,0,0.299,212,196,590,351760,360284,932998,12515,575,0.614,398679
N718_Exp77_sample14_S1_BC0024_N02,0,0.264,227,211,329325,1242,340897,1075301,381082,794,0.683,358819
N718_Exp77_sample14_S1_BC0025_N01,0,0.248,213,194,534,245815,249722,823590,15970,341,0.697,260812
N718_Exp77_sample14_S1_BC0026_N01,0,0.248,229,211,244742,635,249360,624688,168097,254,0.601,279139
N718_Exp77_sample14_S1_BC0027_N01,0,0.209,217,207,242187,791,247044,606504,283604,319,0.593,278651
N718_Exp77_sample14_S1_BC0028_N01,0,0.238,223,207,242834,677,246657,577263,328246,325,0.573,283766
N718_Exp77_sample14_S1_BC0029_N01,0,0.345,212,195,578,239831,243989,697891,7697,450,0.65,262333
N718_Exp77_sample14_S1_BC0030_N01,0,0.405,210,191,475,236797,241008,714574,8516,577,0.663,256928
N718_Exp77_sample14_S1_BC0031_N01,0,0.222,220,208,233219,662,237014,465499,76844,238,0.491,301271
N718_Exp77_sample14_S1_BC0032_N01,0,0.224,242,218,231853,731,236560,559902,191152,285,0.577,270822
N718_Exp77_sample14_S1_BC0033_N02,0,0.301,200,190,551,347755,355365,974421,21849,550,0.635,386398
N718_Exp77_sample14_S1_BC0034_N01,0,0.207,236,218,229569,975,234640,524496,252153,402,0.553,275835
N718_Exp77_sample14_S1_BC0035_N03,0,0.312,211,193,473,315349,305180,756809,10477,586,0.597,342910
N718_Exp77_sample14_S1_BC0036_N01,0,0.383,208,189,383,225501,229759,585464,6648,387,0.608,255643
N718_Exp77_sample14_S1_BC0037_N01,0,0.371,217,197,441,224281,228764,616754,9101,441,0.629,249962
N718_Exp77_sample14_S1_BC0038_N01,0,0.328,206,189,588,225048,228629,658539,8266,463,0.653,245393
N718_Exp77_sample14_S1_BC0039_N01,0,0.25,220,210,224342,649,227870,487269,55092,301,0.532,274288
N718_Exp77_sample14_S1_BC0040_N01,0,0.373,205,189,587,222348,226600,696145,14489,387,0.674,239742
N718_Exp77_sample14_S1_BC0041_N01,0,0.297,189,176,410,222168,225741,584604,38367,480,0.614,249795
N718_Exp77_sample14_S1_BC0042_N02,0,0.284,216,199,531,324684,332835,869267,10754,561,0.617,367280
N718_Exp77_sample14_S1_BC0043_N01,0,0.376,206,191,470,221243,224982,609500,13400,461,0.631,245480
N718_Exp77_sample14_S1_BC0044_N02,0,0.279,216,202,244119,811,250449,596962,333994,392,0.58,285870
N718_Exp77_sample14_S1_BC0045_N01,0,0.29,209,192,479,219619,224161,654861,4317,323,0.658,239783
N718_Exp77_sample14_S1_BC0046_N01,0,0.332,211,196,414,220254,223408,514073,4692,426,0.565,258992
N718_Exp77_sample14_S1_BC0047_N02,0,0.36,207,191,439,252283,257576,617934,8851,450,0.583,293216
N718_Exp77_sample14_S1_BC0048_N01,0,0.235,233,215,217943,574,223003,505696,90346,241,0.559,260312
N718_Exp77_sample14_S1_BC0049_N01,0,0.372,200,185,413,218621,222074,508645,6780,361,0.563,258000
N718_Exp77_sample14_S1_BC0050_N02,0,0.171,223,211,361209,798,371754,887883,213656,423,0.581,423975
N718_Exp77_sample14_S1_BC0051_N02,0,0.383,210,192,768,333833,342573,956682,9797,817,0.642,370620
N718_Exp77_sample14_S1_BC0052_N01,0,0.302,208,190,456,216073,220026,583247,32951,358,0.623,241653
N718_Exp77_sample14_S1_BC0053_N01,0,0.377,201,186,478,215372,218637,561801,18060,377,0.611,242570
N718_Exp77_sample14_S1_BC0054_N01,0,0.355,219,201,212615,845,217308,455944,250084,350,0.523,264484
N718_Exp77_sample14_S1_BC0055_N02,0,0.262,231,210,312118,969,320698,747482,365150,533,0.571,369616
N718_Exp77_sample14_S1_BC0056_N02,0,0.292,201,190,671,340097,347814,860601,5297,866,0.596,391145
N718_Exp77_sample14_S1_BC0057_N01,0,0.296,214,206,211820,721,215318,535775,216694,339,0.598,241632
N718_Exp77_sample14_S1_BC0058_N02,0,0.364,204,188,538,315006,322450,817385,10863,593,0.606,359432
N718_Exp77_sample14_S1_BC0059_N01,0,0.4,214,195,464,210627,213874,603026,5606,538,0.645,230799
N718_Exp77_sample14_S1_BC0060_N01,0,0.303,225,208,207184,676,211795,642301,297775,296,0.67,224678
N718_Exp77_sample14_S1_BC0061_N02,0,0.376,204,188,577,302341,310272,796184,24256,558,0.61,344394
N718_Exp77_sample14_S1_BC0062_N02,0,0.191,234,215,312605,1057,321707,763437,582910,491,0.579,367890
N718_Exp77_sample14_S1_BC0063_N02,0,0.281,203,190,628,290145,296876,797666,7354,516,0.628,324715
N718_Exp77_sample14_S1_BC0064_N02,0,0.408,194,179,559,338677,347040,960937,18370,924,0.639,376321
N718_Exp77_sample14_S1_BC0065_N01,0,0.338,202,187,377,205763,208921,663129,4891,299,0.685,219651
N718_Exp77_sample14_S1_BC0066_N01,0,0.282,214,193,430,205200,208712,659460,16855,311,0.684,219616
N718_Exp77_sample14_S1_BC0067_N02,0,0.35,208,192,384,253809,259291,544217,11402,504,0.524,315516
N718_Exp77_sample14_S1_BC0068_N01,0,0.238,215,203,204652,832,207983,414032,334696,358,0.498,261858
N718_Exp77_sample14_S1_BC0069_N01,0,0.356,212,195,346,204720,207847,519713,3436,332,0.6,232828
N718_Exp77_sample14_S1_BC0070_N03,0,0.286,230,212,282886,1061,244718,670447,183031,368,0.635,266154
N718_Exp77_sample14_S1_BC0071_N01,0,0.376,211,194,377,201489,204569,550121,5150,350,0.628,223695
N718_Exp77_sample14_S1_BC0072_N02,0,0.308,210,193,477,220460,226889,783547,14274,748,0.71,235313
N718_Exp77_sample14_S1_BC0073_N01,0,0.343,207,190,371,199776,202837,460414,1903,348,0.559,236661
N718_Exp77_sample14_S1_BC0074_N01,0,0.32,210,189,408,198853,202449,687849,6330,358,0.706,210462
N718_Exp77_sample14_S1_BC0075_N02,0,0.297,225,202,327,201160,205463,553598,3468,233,0.629,224543
N718_Exp77_sample14_S1_BC0076_N01,0,0.395,213,195,347,198781,202064,481238,3527,424,0.58,230722
N718_Exp77_sample14_S1_BC0077_N02,0,0.301,207,193,569,290430,298790,906959,25774,709,0.671,316903
N718_Exp77_sample14_S1_BC0078_N02,0,0.258,227,207,292009,822,299184,681222,331716,489,0.561,348556
N718_Exp77_sample14_S1_BC0079_N03,0,0.288,221,202,482,291342,267063,836555,2572,307,0.681,281474
N718_Exp77_sample14_S1_BC0080_N01,0,0.361,204,191,418,197839,200922,437173,8572,218,0.54,239536
N718_Exp77_sample14_S1_BC0081_N03,0,0.335,209,192,614,311929,305902,710900,30379,586,0.57,353028
N718_Exp77_sample14_S1_BC0082_N02,0,0.257,235,216,253266,854,262286,779109,278335,420,0.663,279495
N718_Exp77_sample14_S1_BC0083_N02,0,0.328,202,190,663,293404,300203,798357,27430,494,0.624,329381
N718_Exp77_sample14_S1_BC0084_N02,0,0.302,207,189,563,274302,281666,819979,7272,740,0.656,301545
N718_Exp77_sample14_S1_BC0085_N01,0,0.235,233,217,194265,623,198000,427788,144675,277,0.537,236963
N718_Exp77_sample14_S1_BC0086_N03,0,0.232,233,211,403547,907,377436,973082,477803,551,0.612,418280
N718_Exp77_sample14_S1_BC0087_N02,0,0.356,220,200,540,245417,254291,859429,7754,558,0.704,264565
N718_Exp77_sample14_S1_BC0088_N01,0,0.288,224,208,192636,473,196786,434893,182043,200,0.548,232682
N718_Exp77_sample14_S1_BC0089_N02,0,0.414,206,188,539,239180,247981,850734,18498,594,0.709,257431
N718_Exp77_sample14_S1_BC0090_N01,0,0.386,196,183,300,193245,195858,479605,10232,317,0.592,221137
N718_Exp77_sample14_S1_BC0091_N02,0,0.252,215,198,194496,1497,198763,417540,286888,882,0.524,241738
N718_Exp77_sample14_S1_BC0092_N01,0,0.384,211,195,377,191671,194794,408235,9111,350,0.523,237246
N718_Exp77_sample14_S1_BC0093_N01,0,0.208,218,207,179409,715,194493,329707,273785,359,0.41,282272
N718_Exp77_sample14_S1_BC0094_N03,0,0.386,202,185,567,323525,321465,831460,21322,697,0.613,355867
N718_Exp77_sample14_S1_BC0095_N01,0,0.262,234,216,188678,742,193217,525330,216498,252,0.632,210601
N718_Exp77_sample14_S1_BC0096_N01,0,0.276,215,206,189614,622,193195,432421,84100,311,0.553,226964
N718_Exp77_sample14_S1_BC0097_N01,0,0.341,207,192,2343,187844,192817,487010,22501,282,0.604,215207
N718_Exp77_sample14_S1_BC0098_N01,0,0.335,192,177,355,189688,192486,618046,7709,404,0.689,201952
N718_Exp77_sample14_S1_BC0099_N02,0,0.284,204,187,477,242385,248432,706485,10352,555,0.648,267501
N718_Exp77_sample14_S1_BC0100_N01,0,0.291,222,207,188114,625,191400,493637,255156,263,0.612,212086
N718_Exp77_sample14_S1_BC0101_N01,0,0.294,228,211,187397,660,191065,553220,214858,256,0.655,204815
N718_Exp77_sample14_S1_BC0102_N01,0,0.349,212,195,383,186361,189978,428349,7110,241,0.556,222378
N718_Exp77_sample14_S1_BC0103_N01,0,0.266,224,207,186232,594,189275,423590,76879,258,0.553,222374
N718_Exp77_sample14_S1_BC0104_N01,0,0.273,222,208,185143,542,189126,448736,152901,238,0.579,216291
N718_Exp77_sample14_S1_BC0105_N02,0,0.312,202,186,514,251369,257066,694478,33227,626,0.63,280717
N718_Exp77_sample14_S1_BC0106_N02,0,0.391,216,199,567,240517,249534,846952,4674,623,0.705,259450
N718_Exp77_sample14_S1_BC0107_N02,0,0.176,147,104,269167,746,276405,890732,198614,307,0.69,289812
N718_Exp77_sample14_S1_BC0108_N02,0,0.39,208,190,656,298433,306288,781376,35033,637,0.608,340656
N718_Exp77_sample14_S1_BC0109_N02,0,0.396,209,192,505,247652,254981,684040,5826,679,0.627,279021
N718_Exp77_sample14_S1_BC0110_N02,0,0.287,228,207,233552,829,239249,549577,328473,444,0.565,277578
N718_Exp77_sample14_S1_BC0111_N01,0,0.286,213,194,379,184819,188049,510566,4459,433,0.632,205051
N718_Exp77_sample14_S1_BC0112_N02,0,0.272,224,202,404,186758,191079,588641,3088,379,0.675,202049
N718_Exp77_sample14_S1_BC0113_N05,0,0.25,225,206,300328,877,220622,675216,490941,697,0.673,233598
N718_Exp77_sample14_S1_BC0114_N02,0,0.267,222,206,238300,778,243146,546668,197055,435,0.555,285012
N718_Exp77_sample14_S1_BC0115_N01,0,0.271,223,209,183794,664,187579,391440,182456,184,0.521,229048
N718_Exp77_sample14_S1_BC0116_N01,0,0.297,222,204,183624,790,187135,487633,248438,316,0.616,206654
N718_Exp77_sample14_S1_BC0117_N02,0,0.363,199,188,480,261550,267057,699382,6436,532,0.618,294434
N718_Exp77_sample14_S1_BC0118_N02,0,0.245,219,207,299065,840,306260,783796,307529,435,0.609,340251
N718_Exp77_sample14_S1_BC0119_N01,0,0.342,205,191,274,182188,185595,407046,15381,341,0.544,220326
N718_Exp77_sample14_S1_BC0120_N01,0,0.234,233,216,181717,604,185489,423069,259378,255,0.562,215924
N718_Exp77_sample14_S1_BC0121_N01,0,0.318,210,192,354,182074,185430,526792,7016,301,0.648,199714
N718_Exp77_sample14_S1_BC0122_N03,0,0.259,213,195,627,347601,295736,1073438,13861,829,0.724,304733
N718_Exp77_sample14_S1_BC0123_N02,0,0.338,214,194,489,267079,274127,765943,26515,465,0.642,296528
N718_Exp77_sample14_S1_BC0124_N01,0,0.28,224,209,181447,546,185105,500389,238419,241,0.63,202098
N718_Exp77_sample14_S1_BC0125_N01,0,0.262,227,203,181404,664,185100,411116,177149,239,0.55,218303
N718_Exp77_sample14_S1_BC0126_N03,0,0.207,226,210,410076,852,398625,811753,178953,422,0.509,494292
N718_Exp77_sample14_S1_BC0127_N01,0,0.252,224,212,180532,473,184013,427196,198564,195,0.569,212460
N718_Exp77_sample14_S1_BC0128_N03,0,0.399,217,197,296,186548,180525,453860,7352,299,0.602,201822
N718_Exp77_sample14_S1_BC0129_N01,0,0.305,199,187,338,179884,182458,461689,6615,407,0.605,203513
N718_Exp77_sample14_S1_BC0130_N05,0,0.283,216,204,256498,959,215042,531101,318114,694,0.595,242001
N718_Exp77_sample14_S1_BC0131_N01,0,0.298,208,190,370,179155,182176,499666,34799,313,0.635,198070
N718_Exp77_sample14_S1_BC0132_N03,0,0.238,227,211,299221,882,277265,734064,306762,455,0.622,304636
N718_Exp77_sample14_S1_BC0133_N02,0,0.319,217,197,497,290005,297512,790049,5721,517,0.623,326575
N718_Exp77_sample14_S1_BC0134_N01,0,0.3,208,192,381,178078,181651,504558,6234,250,0.64,196809
N718_Exp77_sample14_S1_BC0135_N01,0,0.4,214,194,320,177786,180645,419626,3926,288,0.57,208515
N718_Exp77_sample14_S1_BC0136_N01,0,0.363,217,196,334,177792,180576,435027,2891,222,0.585,205210
N718_Exp77_sample14_S1_BC0137_N01,0,0.276,197,185,292,177914,179952,325123,3260,256,0.447,244847
N718_Exp77_sample14_S1_BC0138_N03,0,0.329,220,199,472,250732,191295,909267,24085,513,0.79,193032
N718_Exp77_sample14_S1_BC0139_N02,0,0.274,224,209,260993,892,267461,667925,430551,527,0.6,299747
N718_Exp77_sample14_S1_BC0140_N01,0,0.253,224,210,176718,492,179661,381114,138777,198,0.529,217255
N718_Exp77_sample14_S1_BC0141_N02,0,0.331,200,185,474,241230,246120,610608,19091,412,0.597,276504
N718_Exp77_sample14_S1_BC0142_N01,0,0.279,226,208,175845,553,179312,364898,204342,282,0.509,222445
N718_Exp77_sample14_S1_BC0143_N01,0,0.285,230,210,176016,478,179230,394030,207591,188,0.545,212502
N718_Exp77_sample14_S1_BC0144_N02,0,0.359,215,197,369,204456,210999,500370,5241,493,0.578,241360
N718_Exp77_sample14_S1_BC0145_N02,0,0.389,207,190,507,226109,235820,667230,11898,771,0.647,254251
N718_Exp77_sample14_S1_BC0146_N02,0,0.271,225,207,257616,850,264219,610194,214011,455,0.567,305792
N718_Exp77_sample14_S1_BC0147_N01,0,0.326,204,187,338,174033,176599,509691,2741,350,0.654,189456
N718_Exp77_sample14_S1_BC0148_N03,0,0.264,221,205,263442,875,269495,588280,196917,582,0.542,320729
N718_Exp77_sample14_S1_BC0149_N02,0,0.243,220,205,261521,679,268333,730879,193131,321,0.633,292322
N718_Exp77_sample14_S1_BC0150_N02,0,0.404,208,192,452,228031,234257,553196,15369,520,0.577,268447
N718_Exp77_sample14_S1_BC0151_N01,0,0.275,227,210,172703,626,176042,438731,213226,240,0.599,197441
N718_Exp77_sample14_S1_BC0152_N02,0,0.257,221,207,265518,662,272262,616142,356475,371,0.558,318124
N718_Exp77_sample14_S1_BC0153_N03,0,0.418,208,190,440,226960,223802,532903,14659,628,0.58,255564
N718_Exp77_sample14_S1_BC0154_N01,0,0.334,201,186,306,172088,175138,473635,9492,302,0.63,191193
N718_Exp77_sample14_S1_BC0155_N01,0,0.345,208,191,425,172095,175029,571669,10369,403,0.694,183096
N718_Exp77_sample14_S1_BC0156_N01,0,0.374,202,189,369,171970,174807,451137,1998,277,0.613,193657
N718_Exp77_sample14_S1_BC0157_N02,0,0.286,228,208,255423,984,262221,650583,441938,560,0.597,294587
N718_Exp77_sample14_S1_BC0158_N01,0,0.274,227,210,170917,472,174193,423120,191684,197,0.588,197301
N718_Exp77_sample14_S1_BC0159_N01,0,0.392,210,189,1377,169888,174048,405801,6733,362,0.571,200568
N718_Exp77_sample14_S1_BC0160_N02,0,0.388,206,190,447,193416,198379,504463,17555,459,0.607,220886
N718_Exp77_sample14_S1_BC0161_N03,0,0.26,219,206,362778,1015,342824,864300,375698,724,0.603,382885
N718_Exp77_sample14_S1_BC0162_N02,0,0.306,217,202,279184,767,286025,720179,376099,364,0.603,319596
N718_Exp77_sample14_S1_BC0163_N01,0,0.302,230,206,169581,801,173097,467572,372540,331,0.63,189030
N718_Exp77_sample14_S1_BC0164_N05,0,0.324,206,189,404,244843,98281,740572,25316,855,0.867,98334
N718_Exp77_sample14_S1_BC0165_N02,0,0.276,219,202,202715,633,206947,440245,271634,359,0.53,249840
N718_Exp77_sample14_S1_BC0166_N01,0,0.294,223,205,169582,511,172273,357903,198462,265,0.519,210931
N718_Exp77_sample14_S1_BC0167_N02,0,0.4,210,194,461,252946,258559,661323,1163,466,0.609,287315
N718_Exp77_sample14_S1_BC0168_N02,0,0.369,206,194,429,214794,220696,601030,11905,461,0.633,240438
N718_Exp77_sample14_S1_BC0169_N02,0,0.38,208,192,453,264382,270330,640733,9330,511,0.578,309298
N718_Exp77_sample14_S1_BC0170_N01,0,0.305,209,194,271,168227,170987,327276,4394,216,0.478,221575
N718_Exp77_sample14_S1_BC0171_N01,0,0.307,233,210,166956,654,170782,429394,260783,244,0.602,190925
N718_Exp77_sample14_S1_BC0172_N01,0,0.301,199,183,395,167788,170520,455118,21921,277,0.625,186887
N718_Exp77_sample14_S1_BC0173_N06,0,0.4,203,187,529,334597,190266,831904,26984,1005,0.771,192847
N718_Exp77_sample14_S1_BC0174_N02,0,0.312,207,189,457,233419,239478,682497,3789,461,0.649,257718
N718_Exp77_sample14_S1_BC0175_N01,0,0.248,223,207,166688,411,169863,352994,154403,187,0.519,207945
N718_Exp77_sample14_S1_BC0176_N03,0,0.254,220,206,338778,835,317074,853872,328665,491,0.629,346572
N718_Exp77_sample14_S1_BC0177_N01,0,0.347,200,184,361,166948,169711,557897,9204,266,0.696,177342
N718_Exp77_sample14_S1_BC0178_N02,0,0.234,223,207,286943,831,293377,640577,320709,474,0.542,349103
N718_Exp77_sample14_S1_BC0179_N01,0,0.308,229,209,166015,657,169283,510175,371274,245,0.668,179819
N718_Exp77_sample14_S1_BC0180_N01,0,0.307,209,189,368,166186,169113,408032,25964,329,0.586,192064
N718_Exp77_sample14_S1_BC0181_N02,0,0.328,208,187,404,194312,201555,704730,18438,534,0.714,208681
N718_Exp77_sample14_S1_BC0182_N01,0,0.356,209,194,378,166525,169047,461803,7195,257,0.634,184005
N718_Exp77_sample14_S1_BC0183_N02,0,0.355,211,193,316,185039,188902,420106,15905,286,0.55,222640
N718_Exp77_sample14_S1_BC0184_N02,0,0.309,206,188,304,168278,171547,477463,6549,269,0.641,185760
N718_Exp77_sample14_S1_BC0185_N01,0,0.357,209,190,294,165507,168347,553463,6281,311,0.696,175914
N718_Exp77_sample14_S1_BC0186_N01,0,0.391,197,183,308,165460,167864,431526,4670,285,0.611,186211
N718_Exp77_sample14_S1_BC0187_N01,0,0.393,203,186,312,164759,167229,425092,10178,224,0.607,186226
N718_Exp77_sample14_S1_BC0188_N01,0,0.342,220,202,163628,680,166824,482957,414973,312,0.655,178836
N718_Exp77_sample14_S1_BC0189_N02,0,0.3,216,203,265142,1029,272559,649397,329619,706,0.58,311161
N718_Exp77_sample14_S1_BC0190_N04,0,0.386,216,197,532,211250,93369,820291,29865,644,0.886,93383
N718_Exp77_sample14_S1_BC0191_N03,0,0.239,240,220,198232,651,163085,594386,255884,351,0.726,167964
N718_Exp77_sample14_S1_BC0192_N01,0,0.373,221,200,343,162042,165664,409375,8800,322,0.595,186394
N718_Exp77_sample14_S1_BC0193_N01,0,0.301,210,194,368,162702,165623,454487,29126,244,0.636,180048
N718_Exp77_sample14_S1_BC0194_N01,0,0.315,205,188,360,162946,165561,504118,6865,246,0.672,175484
N718_Exp77_sample14_S1_BC0195_N02,0,0.247,228,211,233464,570,240145,621805,353389,307,0.614,265748
N718_Exp77_sample14_S1_BC0196_N03,0,0.233,234,214,239044,645,234412,543864,292870,319,0.569,270726
N718_Exp77_sample14_S1_BC0197_N01,0,0.297,229,206,161412,602,164754,376604,226354,212,0.563,191587
N718_Exp77_sample14_S1_BC0198_N02,0,0.279,234,214,163306,472,166890,431542,233631,199,0.613,184766
N718_Exp77_sample14_S1_BC0199_N02,0,0.326,206,189,550,252744,259642,744608,20605,665,0.651,278981
N718_Exp77_sample14_S1_BC0200_N01,0,0.356,195,179,434,161697,164411,502717,12519,336,0.673,174114
N718_Exp77_sample14_S1_BC0201_N01,0,0.219,244,215,160834,447,164369,335808,171697,211,0.511,203388
N718_Exp77_sample14_S1_BC0202_N02,0,0.296,222,205,199709,772,204129,513045,328798,492,0.602,228236
N718_Exp77_sample14_S1_BC0203_N01,0,0.328,200,187,305,161160,163741,466755,19498,333,0.649,176203
N718_Exp77_sample14_S1_BC0204_N02,0,0.312,231,210,189050,728,194258,485962,206066,425,0.6,217569
N718_Exp77_sample14_S1_BC0205_N02,0,0.367,218,201,449,202144,209179,672255,19497,603,0.689,219430
N718_Exp77_sample14_S1_BC0206_N02,0,0.264,220,206,215992,595,220456,466933,275644,353,0.528,266825
N718_Exp77_sample14_S1_BC0207_N02,0,0.266,232,213,217816,681,223527,556085,269396,365,0.598,250864
N718_Exp77_sample14_S1_BC0208_N02,0,0.315,213,194,496,194192,201881,741507,30843,472,0.728,207733
N718_Exp77_sample14_S1_BC0209_N02,0,0.325,219,201,495,242099,248334,634542,37394,447,0.609,276047
N718_Exp77_sample14_S1_BC0210_N01,0,0.309,214,194,247,158744,161535,362259,4459,268,0.554,189587
N718_Exp77_sample14_S1_BC0211_N01,0,0.362,212,193,306,158432,161246,488966,8701,422,0.67,171057
N718_Exp77_sample14_S1_BC0212_N02,0,0.343,218,197,365,209851,215083,579244,18173,457,0.629,235089
N718_Exp77_sample14_S1_BC0213_N05,0,0.375,199,181,441,208055,151103,599535,16209,609,0.748,154269
N718_Exp77_sample14_S1_BC0214_N03,0,0.23,225,211,302215,760,284985,673978,373768,494,0.577,326373
N718_Exp77_sample14_S1_BC0215_N01,0,0.257,224,205,156635,490,159575,395440,192998,195,0.596,179352
N718_Exp77_sample14_S1_BC0216_N01,0,0.252,220,210,156201,371,159001,405906,156616,149,0.608,176801
N718_Exp77_sample14_S1_BC0217_N07,0,0.386,200,187,585,323071,113000,864925,24789,994,0.869,113054
N718_Exp77_sample14_S1_BC0218_N01,0,0.349,210,193,230,155922,158491,332431,2533,197,0.523,192935
N718_Exp77_sample14_S1_BC0219_N02,0,0.277,207,190,453,216201,220797,445852,10463,373,0.505,275310
N718_Exp77_sample14_S1_BC0220_N02,0,0.303,224,205,201882,606,206941,506216,268666,331,0.591,233745
N718_Exp77_sample14_S1_BC0221_N02,0,0.326,209,194,529,238477,244334,661965,6124,398,0.631,266591
N718_Exp77_sample14_S1_BC0222_N02,0,0.275,225,208,204987,664,209607,452239,192636,282,0.537,251046
N718_Exp77_sample14_S1_BC0223_N04,0,0.257,216,201,381312,1320,321098,831977,370604,919,0.614,355253
N718_Exp77_sample14_S1_BC0224_N01,0,0.35,212,198,154997,624,157714,406936,262166,288,0.612,174734
N718_Exp77_sample14_S1_BC0225_N03,0,0.324,212,197,415,246679,238856,620663,8448,447,0.615,264012
N718_Exp77_sample14_S1_BC0226_N02,0,0.336,201,186,495,244919,251424,709237,7227,578,0.646,271286
N718_Exp77_sample14_S1_BC0227_N01,0,0.318,207,191,267,154398,157106,433149,5291,257,0.637,170564
N718_Exp77_sample14_S1_BC0228_N02,0,0.382,192,184,366,156219,160020,416163,10764,305,0.615,176824
N718_Exp77_sample14_S1_BC0229_N05,0,0.285,222,207,285400,773,221800,584781,290626,563,0.621,244014
N718_Exp77_sample14_S1_BC0230_N02,0,0.276,223,207,195879,479,200140,364755,222050,287,0.451,270176
N718_Exp77_sample14_S1_BC0231_N02,0,0.394,201,182,341,154036,157241,542365,5593,280,0.71,163107
N718_Exp77_sample14_S1_BC0232_N03,0,0.392,204,186,463,235879,221715,718883,4474,507,0.692,232222
N718_Exp77_sample14_S1_BC0233_N03,0,0.301,220,206,249306,723,239771,632847,266991,450,0.621,263695
N718_Exp77_sample14_S1_BC0234_N02,0,0.338,209,191,469,234098,240568,719749,14310,567,0.666,255944
N718_Exp77_sample14_S1_BC0235_N01,0,0.323,204,188,315,152149,154361,472598,9528,271,0.673,163427
N718_Exp77_sample14_S1_BC0236_N06,0,0.286,223,206,212616,670,154195,480894,188222,418,0.679,162652
N718_Exp77_sample14_S1_BC0237_N01,0,0.322,214,192,333,151185,154043,414479,24349,301,0.628,168417
N718_Exp77_sample14_S1_BC0238_N01,0,0.344,212,195,357,150313,153876,358266,4386,225,0.57,177433
N718_Exp77_sample14_S1_BC0239_N04,0,0.355,214,195,367,219855,190222,647691,8135,654,0.706,197688
N718_Exp77_sample14_S1_BC0240_N02,0,0.336,210,191,500,221953,228445,639502,10569,570,0.643,246989
N718_Exp77_sample14_S1_BC0241_N02,0,0.271,226,208,224097,791,229279,536620,206273,529,0.573,263767
N718_Exp77_sample14_S1_BC0242_N04,0,0.303,208,191,534,304908,190732,907714,13471,804,0.79,192454
N718_Exp77_sample14_S1_BC0243_N02,0,0.246,228,212,208923,691,213654,478985,304990,310,0.554,250798
N718_Exp77_sample14_S1_BC0244_N01,0,0.311,204,189,282,149940,152413,411384,13104,255,0.63,166479
N718_Exp77_sample14_S1_BC0245_N01,0,0.326,222,205,149612,479,152243,383048,208545,215,0.603,170157
