DropBarcode,FRIP,tssProportion,meanInsertSize,medianInsertSize,nHumanReads,nMouseReads,uniqueNuclearFrags,totalNuclearFrags,totalMitoFrags,totalNCfilteredFrags,duplicateProportion,librarySize
N705_Exp28_Sample5_S1_BC131_N01,0,0.262,182,162,99,28432,28794,42110,7086,10,0.316,51648
N705_Exp28_Sample5_S1_BC132_N01,0,0.306,217,192,36,28310,28702,44065,5160,2,0.349,47444
N705_Exp28_Sample5_S1_BC133_N01,0,0.372,195,174,98,28189,28627,48050,5551,4,0.404,42016
N705_Exp28_Sample5_S1_BC134_N01,0,0.287,226,205,28030,63,28473,43630,48284,31,0.347,47205
N705_Exp28_Sample5_S1_BC135_N03,0,0.299,217,196,153,41848,38968,66171,10399,15,0.411,56449
N705_Exp28_Sample5_S1_BC136_N04,0,0.31,197,179,297,41221,38243,61868,6482,7,0.382,58710
N705_Exp28_Sample5_S1_BC137_N02,0,0.33,209,187,111,27873,28338,44534,8923,6,0.364,45250
N705_Exp28_Sample5_S1_BC138_N01,0,0.325,210,191,14811,12936,28067,39018,32835,18,0.281,55783
N705_Exp28_Sample5_S1_BC139_N01,0,0.366,202,187,27616,100,27977,41055,64631,28,0.319,49871
N705_Exp28_Sample5_S1_BC140_N01,0,0.366,205,179,116,27456,27904,43169,6109,15,0.354,45591
N705_Exp28_Sample5_S1_BC141_N01,0,0.362,201,186,27326,80,27723,41892,62874,34,0.338,46993
N705_Exp28_Sample5_S1_BC142_N01,0,0.331,194,185,19557,7915,27687,35669,38177,28,0.224,67301
N705_Exp28_Sample5_S1_BC143_N01,0,0.307,206,188,131,26957,27391,37810,3392,5,0.276,55318
N705_Exp28_Sample5_S1_BC144_N01,0,0.318,207,184,144,26860,27330,41263,5681,2,0.338,46391
N705_Exp28_Sample5_S1_BC145_N01,0,0.414,175,168,26856,211,27313,41393,69792,21,0.34,46079
N705_Exp28_Sample5_S1_BC146_N01,0,0.329,201,180,181,26758,27267,39551,3854,2,0.311,49662
N705_Exp28_Sample5_S1_BC147_N02,0,0.38,195,175,338,27048,27702,41500,5060,11,0.332,47633
N705_Exp28_Sample5_S1_BC148_N01,0,0.328,195,181,134,26551,26950,35741,5032,6,0.246,60176
N705_Exp28_Sample5_S1_BC149_N01,0,0.386,205,186,101,26471,26826,38669,4349,8,0.306,49446
N705_Exp28_Sample5_S1_BC150_N02,0,0.319,182,170,147,27032,27413,37595,6247,4,0.271,56208
N705_Exp28_Sample5_S1_BC151_N06,0,0.414,168,165,106,26358,23707,34379,1778,8,0.31,43197
N705_Exp28_Sample5_S1_BC152_N01,0,0.365,199,180,105,26255,26638,35409,2892,7,0.248,59106
N705_Exp28_Sample5_S1_BC153_N01,0,0.4,195,182,25923,189,26385,41375,81812,26,0.362,42262
N705_Exp28_Sample5_S1_BC154_N01,0,0.359,210,188,122,25796,26219,40497,3010,8,0.353,42942
N705_Exp28_Sample5_S1_BC155_N01,0,0.125,252,215,25725,143,26211,37897,12650,3,0.308,48032
N705_Exp28_Sample5_S1_BC156_N03,0,0.447,186,178,45797,205,44674,68326,107094,49,0.346,74283
N705_Exp28_Sample5_S1_BC157_N01,0,0.381,212,187,172,25378,25910,40829,3529,10,0.365,41214
N705_Exp28_Sample5_S1_BC158_N01,0,0.353,214,196,25512,103,25907,38673,65738,18,0.33,44816
N705_Exp28_Sample5_S1_BC159_N01,0,0.335,205,181,144,25405,25835,38768,2883,8,0.334,44299
N705_Exp28_Sample5_S1_BC160_N01,0,0.334,205,183,88,25378,25765,42224,4948,1,0.39,38912
N705_Exp28_Sample5_S1_BC161_N01,0,0.332,216,195,62,25310,25738,37150,4091,6,0.307,47319
N705_Exp28_Sample5_S1_BC162_N01,0,0.303,185,170,631,24854,25726,34707,8024,2,0.259,54911
N705_Exp28_Sample5_S1_BC163_N01,0,0.358,214,191,106,25228,25670,37760,3875,5,0.32,45562
N705_Exp28_Sample5_S1_BC164_N01,0,0.351,212,189,144,25229,25667,38123,4666,6,0.327,44785
N705_Exp28_Sample5_S1_BC165_N01,0,0.302,205,183,376,24732,25430,37411,6236,4,0.32,45127
N705_Exp28_Sample5_S1_BC166_N01,0,0.303,203,186,102,25071,25428,34367,3018,0,0.26,54028
N705_Exp28_Sample5_S1_BC167_N01,0,0.332,217,196,24973,101,25382,41300,45274,25,0.385,38679
N705_Exp28_Sample5_S1_BC168_N01,0,0.343,210,194,24896,138,25306,37407,75418,37,0.323,44527
N705_Exp28_Sample5_S1_BC169_N01,0,0.377,192,172,94,24866,25258,37665,5454,3,0.329,43771
N705_Exp28_Sample5_S1_BC170_N01,0,0.203,212,197,20100,4860,25228,34814,358,3,0.275,50984
N705_Exp28_Sample5_S1_BC171_N01,0,0.373,188,167,24659,126,25133,39205,7678,11,0.359,40564
N705_Exp28_Sample5_S1_BC172_N03,0,0.375,183,178,231,40082,39193,57972,1766,12,0.324,68883
N705_Exp28_Sample5_S1_BC173_N01,0,0.364,198,175,616,24008,24898,43557,10148,6,0.428,34947
N705_Exp28_Sample5_S1_BC174_N01,0,0.299,190,176,76,24582,24889,30744,3660,4,0.19,70106
N705_Exp28_Sample5_S1_BC175_N01,0,0.37,210,190,62,24480,24865,36303,9620,9,0.315,44738
N705_Exp28_Sample5_S1_BC176_N01,0,0.37,218,202,24384,118,24796,38052,56543,20,0.348,41015
N705_Exp28_Sample5_S1_BC177_N01,0,0.283,210,196,19574,4913,24780,35532,47105,22,0.303,46148
N705_Exp28_Sample5_S1_BC178_N02,0,0.388,186,163,209,34073,34673,52811,5459,16,0.343,58030
N705_Exp28_Sample5_S1_BC179_N01,0,0.274,212,193,59,24115,24469,32128,5461,2,0.238,56186
N705_Exp28_Sample5_S1_BC180_N01,0,0.366,216,198,23983,132,24409,38003,40677,24,0.358,39506
N705_Exp28_Sample5_S1_BC181_N01,0,0.292,215,190,197,23674,24351,40033,5763,6,0.392,36633
N705_Exp28_Sample5_S1_BC182_N01,0,0.347,198,187,23915,166,24332,38419,100485,42,0.367,38596
N705_Exp28_Sample5_S1_BC183_N01,0,0.329,208,188,266,23768,24296,39831,5266,8,0.39,36677
N705_Exp28_Sample5_S1_BC184_N01,0,0.249,208,186,104,23919,24287,33606,2400,4,0.277,48781
N705_Exp28_Sample5_S1_BC185_N01,0,0.365,196,174,115,23805,24226,34825,6174,6,0.304,44894
N705_Exp28_Sample5_S1_BC186_N01,0,0.236,217,199,23668,108,24068,35622,42627,23,0.324,42254
N705_Exp28_Sample5_S1_BC187_N01,0,0.344,197,178,73,23654,23990,33073,4984,10,0.275,48593
N705_Exp28_Sample5_S1_BC188_N02,0,0.36,182,169,141,40164,40718,61534,5386,9,0.338,69011
N705_Exp28_Sample5_S1_BC189_N01,0,0.355,212,197,23602,70,23926,33090,66395,34,0.277,48110
N705_Exp28_Sample5_S1_BC190_N03,0,0.325,213,196,38735,241,37556,60897,74205,37,0.383,57485
N705_Exp28_Sample5_S1_BC191_N01,0,0.363,189,177,50,23653,23919,31345,2307,8,0.237,55230
N705_Exp28_Sample5_S1_BC192_N01,0,0.362,206,183,118,23293,23728,40057,9448,6,0.408,34598
N705_Exp28_Sample5_S1_BC193_N01,0,0.356,212,189,66,23288,23661,36293,7661,6,0.348,39166
N705_Exp28_Sample5_S1_BC194_N02,0,0.305,199,180,224,23491,23970,34406,9265,6,0.303,44549
N705_Exp28_Sample5_S1_BC195_N01,0,0.328,223,205,23057,42,23421,34453,33650,15,0.32,41567
N705_Exp28_Sample5_S1_BC196_N01,0,0.368,231,210,22956,65,23376,36980,42354,25,0.368,36981
N705_Exp28_Sample5_S1_BC197_N01,0,0.384,211,194,22968,74,23330,36241,31463,14,0.356,37886
N705_Exp28_Sample5_S1_BC198_N01,0,0.367,215,201,22167,740,23194,37196,34675,17,0.376,36018
N705_Exp28_Sample5_S1_BC199_N01,0,0.352,208,189,245,22629,23076,35531,8384,5,0.351,37975
N705_Exp28_Sample5_S1_BC200_N01,0,0.308,197,182,201,22547,23032,39277,3583,5,0.414,33208
N705_Exp28_Sample5_S1_BC201_N01,0,0.297,216,198,96,22563,22913,32462,2996,3,0.294,43722
N705_Exp28_Sample5_S1_BC202_N01,0,0.347,210,190,51,22489,22790,29088,3414,6,0.217,57080
N705_Exp28_Sample5_S1_BC203_N01,0,0.359,187,175,152,22402,22718,28350,5964,10,0.199,61552
N705_Exp28_Sample5_S1_BC204_N01,0,0.323,205,183,104,22289,22681,30565,3175,1,0.258,48548
N705_Exp28_Sample5_S1_BC205_N01,0,0.402,212,194,22212,90,22597,36088,49619,18,0.374,35287
N705_Exp28_Sample5_S1_BC206_N01,0,0.388,213,197,22238,90,22586,37325,46901,18,0.395,33763
N705_Exp28_Sample5_S1_BC207_N01,0,0.314,202,179,71,21982,22351,35715,9496,2,0.374,34877
N705_Exp28_Sample5_S1_BC208_N01,0,0.349,201,180,58,21965,22281,37195,4065,4,0.401,32910
N705_Exp28_Sample5_S1_BC209_N01,0,0.185,185,158,12003,9811,22257,33508,30231,24,0.336,37957
N705_Exp28_Sample5_S1_BC210_N01,0,0.369,197,183,7653,14392,22247,29895,11610,11,0.256,47968
N705_Exp28_Sample5_S1_BC211_N01,0,0.311,211,187,86,21829,22196,35134,6850,4,0.368,35085
N705_Exp28_Sample5_S1_BC212_N01,0,0.377,198,183,21869,117,22190,34460,45389,28,0.356,36050
N705_Exp28_Sample5_S1_BC213_N02,0,0.305,197,174,107,28515,28980,44637,2023,10,0.351,47665
N705_Exp28_Sample5_S1_BC214_N03,0,0.359,208,194,38268,1031,38213,57727,80497,40,0.338,64804
N705_Exp28_Sample5_S1_BC215_N01,0,0.271,213,192,82,21719,22028,36295,7711,8,0.393,33048
N705_Exp28_Sample5_S1_BC216_N03,0,0.423,218,201,37128,161,36558,53746,43901,17,0.32,64952
N705_Exp28_Sample5_S1_BC217_N01,0,0.364,211,192,6581,15093,21948,30976,11012,16,0.291,42217
N705_Exp28_Sample5_S1_BC218_N01,0,0.383,210,190,21557,77,21925,35720,36042,13,0.386,33357
N705_Exp28_Sample5_S1_BC219_N03,0,0.357,204,193,34600,190,34164,47079,90357,58,0.274,69269
N705_Exp28_Sample5_S1_BC220_N01,0,0.386,212,192,130,21194,21646,36620,18328,14,0.409,31487
N705_Exp28_Sample5_S1_BC221_N01,0,0.177,241,211,21123,201,21605,32987,14775,4,0.345,36021
N705_Exp28_Sample5_S1_BC222_N01,0,0.363,187,171,191,21131,21517,30259,7401,4,0.289,41703
N705_Exp28_Sample5_S1_BC223_N01,0,0.347,200,186,20996,98,21398,35436,68520,26,0.396,31907
N705_Exp28_Sample5_S1_BC224_N01,0,0.441,187,178,20857,249,21316,30582,21126,12,0.303,39654
N705_Exp28_Sample5_S1_BC225_N01,0,0.426,108,95,112,20928,21186,29742,1473,4,0.288,41214
N705_Exp28_Sample5_S1_BC226_N01,0,0.227,176,162,20180,117,21171,34524,35709,18,0.387,32172
N705_Exp28_Sample5_S1_BC227_N02,0,0.308,225,207,21419,76,21800,29650,91377,44,0.265,45600
N705_Exp28_Sample5_S1_BC228_N01,0,0.352,216,193,72,20693,21088,32034,5093,13,0.342,35444
N705_Exp28_Sample5_S1_BC229_N02,0,0.361,226,203,21099,98,21542,34268,34641,13,0.371,33820
N705_Exp28_Sample5_S1_BC230_N01,0,0.249,208,200,20701,66,20972,27804,44283,27,0.246,46869
N705_Exp28_Sample5_S1_BC231_N01,0,0.354,200,190,20745,62,20970,27256,37140,15,0.231,49605
N705_Exp28_Sample5_S1_BC232_N01,0,0.335,221,203,74,20655,20943,27742,2419,5,0.245,46914
N705_Exp28_Sample5_S1_BC233_N01,0,0.301,214,195,20470,210,20923,32245,39253,15,0.351,34384
N705_Exp28_Sample5_S1_BC234_N01,0,0.324,202,178,56,20561,20839,29448,2593,5,0.292,39978
N705_Exp28_Sample5_S1_BC235_N01,0,0.283,183,163,1572,18970,20769,30971,3580,2,0.329,35991
N705_Exp28_Sample5_S1_BC236_N03,0,0.395,198,176,72,30982,30097,48502,6568,6,0.379,46438
N705_Exp28_Sample5_S1_BC237_N01,0,0.378,214,195,20213,111,20581,31981,44375,27,0.356,33406
N705_Exp28_Sample5_S1_BC238_N01,0,0.371,198,187,20081,172,20465,27718,36796,27,0.262,43253
N705_Exp28_Sample5_S1_BC239_N03,0,0.339,201,181,352,28194,27770,42327,8424,21,0.344,46425
N705_Exp28_Sample5_S1_BC240_N01,0,0.336,212,195,19837,172,20270,33121,61312,26,0.388,30726
N705_Exp28_Sample5_S1_BC241_N04,0,0.376,193,182,34197,222,31644,52020,91198,54,0.392,47608
N705_Exp28_Sample5_S1_BC242_N01,0,0.289,215,198,19829,52,20147,27071,25818,17,0.256,43448
N705_Exp28_Sample5_S1_BC243_N01,0,0.377,190,181,19763,146,20131,30852,39585,18,0.347,33367
N705_Exp28_Sample5_S1_BC244_N01,0,0.322,211,198,19761,53,20026,27750,2993,5,0.278,40091
N705_Exp28_Sample5_S1_BC245_N01,0,0.332,218,200,9361,10398,19979,25092,19313,16,0.204,52886
