DropBarcode,FRIP,tssProportion,meanInsertSize,medianInsertSize,nHumanReads,nMouseReads,uniqueNuclearFrags,totalNuclearFrags,totalMitoFrags,totalNCfilteredFrags,duplicateProportion,librarySize
N714_Exp77_sample11_S1_BC085_N01,0,0.289,217,203,235034,864,238922,741382,707259,299,0.678,252275
N714_Exp77_sample11_S1_BC086_N01,0,0.218,222,204,234911,522,237953,474483,150610,150,0.499,299247
N714_Exp77_sample11_S1_BC087_N01,0,0.372,207,191,415,233220,236784,872737,4565,272,0.729,243550
N714_Exp77_sample11_S1_BC088_N01,0,0.3,199,185,374,233359,236699,673967,23872,320,0.649,254786
N714_Exp77_sample11_S1_BC089_N01,0,0.302,199,186,297,232906,235801,592766,3189,283,0.602,263630
N714_Exp77_sample11_S1_BC090_N01,0,0.152,226,204,231825,1215,235630,731480,94218,655,0.678,248778
N714_Exp77_sample11_S1_BC091_N01,0,0.383,208,190,402,231041,234963,709156,10836,265,0.669,249508
N714_Exp77_sample11_S1_BC092_N01,0,0.329,215,197,457,230586,234367,738945,10920,345,0.683,246709
N714_Exp77_sample11_S1_BC093_N01,0,0.267,228,208,229338,725,233165,595736,317163,223,0.609,259192
N714_Exp77_sample11_S1_BC094_N01,0,0.374,181,168,443,230691,233132,688830,16956,241,0.662,248727
N714_Exp77_sample11_S1_BC095_N01,0,0.318,198,180,432,229564,232888,868416,20971,394,0.732,239231
N714_Exp77_sample11_S1_BC096_N01,0,0.355,188,177,422,229643,232341,614892,35260,361,0.622,255307
N714_Exp77_sample11_S1_BC097_N01,0,0.236,239,213,226897,904,231607,505619,355504,339,0.542,275625
N714_Exp77_sample11_S1_BC098_N01,0,0.261,221,205,227925,755,231101,486857,313015,308,0.525,280592
N714_Exp77_sample11_S1_BC099_N01,0,0.382,202,186,319,227660,230480,685789,5935,317,0.664,245509
N714_Exp77_sample11_S1_BC100_N01,0,0.3,207,188,479,226549,229888,916273,14553,384,0.749,234611
N714_Exp77_sample11_S1_BC101_N01,0,0.244,223,205,224773,581,227807,548305,273800,197,0.585,258981
N714_Exp77_sample11_S1_BC102_N01,0,0.263,224,209,222047,837,226046,593378,252190,287,0.619,249031
N714_Exp77_sample11_S1_BC103_N01,0,0.364,196,186,302,223509,226009,645227,5890,409,0.65,243117
N714_Exp77_sample11_S1_BC104_N01,0,0.393,200,184,405,223041,225918,768471,14206,370,0.706,234819
N714_Exp77_sample11_S1_BC105_N01,0,0.278,206,187,474,222577,225700,834031,23714,417,0.729,232081
N714_Exp77_sample11_S1_BC106_N01,0,0.371,210,193,366,222562,225640,565572,20435,303,0.601,252536
N714_Exp77_sample11_S1_BC107_N01,0,0.329,212,196,385,221762,224884,663502,4573,321,0.661,240006
N714_Exp77_sample11_S1_BC108_N01,0,0.268,229,213,220298,688,224100,622474,312651,286,0.64,242800
N714_Exp77_sample11_S1_BC109_N01,0,0.255,220,206,221046,482,223818,495166,198422,191,0.548,264498
N714_Exp77_sample11_S1_BC110_N01,0,0.364,207,191,340,220677,223465,611930,7169,304,0.635,243072
N714_Exp77_sample11_S1_BC111_N01,0,0.257,231,208,219681,1000,223358,581610,646246,332,0.616,246712
N714_Exp77_sample11_S1_BC112_N01,0,0.338,187,181,306,221123,223269,627666,28975,174,0.644,241123
N714_Exp77_sample11_S1_BC113_N01,0,0.354,215,198,342,219985,223110,619144,8069,373,0.64,241789
N714_Exp77_sample11_S1_BC114_N01,0,0.358,200,185,302,220303,222944,465407,31240,366,0.521,272172
N714_Exp77_sample11_S1_BC115_N02,0,0.371,212,192,452,263950,271125,999063,5130,457,0.729,278880
N714_Exp77_sample11_S1_BC116_N02,0,0.274,230,204,587,251913,260695,1058227,5604,433,0.754,265640
N714_Exp77_sample11_S1_BC117_N01,0,0.366,202,188,313,218720,221478,605578,7218,316,0.634,241013
N714_Exp77_sample11_S1_BC118_N01,0,0.308,207,190,414,218417,221394,747064,11989,183,0.704,230394
N714_Exp77_sample11_S1_BC119_N01,0,0.404,197,182,306,218596,221390,555072,7587,262,0.601,247755
N714_Exp77_sample11_S1_BC120_N01,0,0.364,203,189,435,217869,220565,716328,41572,248,0.692,230952
N714_Exp77_sample11_S1_BC121_N01,0,0.317,211,201,216470,756,220084,747885,168978,225,0.706,228789
N714_Exp77_sample11_S1_BC122_N01,0,0.214,232,207,214813,943,219833,679100,247034,361,0.676,232325
N714_Exp77_sample11_S1_BC123_N01,0,0.301,220,205,215745,780,219171,614039,245483,318,0.643,236911
N714_Exp77_sample11_S1_BC124_N01,0,0.262,224,211,215501,485,218769,547175,176135,203,0.6,245038
N714_Exp77_sample11_S1_BC125_N01,0,0.283,207,191,485,215495,218654,712330,1246,765,0.693,228830
N714_Exp77_sample11_S1_BC126_N01,0,0.305,224,202,428,214206,218310,767267,9969,304,0.715,225871
N714_Exp77_sample11_S1_BC127_N01,0,0.407,199,186,401,215303,218304,615552,8980,645,0.645,235576
N714_Exp77_sample11_S1_BC128_N01,0,0.358,210,186,406,214332,218218,890279,47751,344,0.755,222267
N714_Exp77_sample11_S1_BC129_N01,0,0.32,201,186,391,214986,218053,674839,20603,363,0.677,230360
N714_Exp77_sample11_S1_BC130_N01,0,0.222,232,207,212894,778,217266,729056,199530,278,0.702,226292
N714_Exp77_sample11_S1_BC131_N01,0,0.28,215,203,212824,741,216596,689769,278676,248,0.686,227582
N714_Exp77_sample11_S1_BC132_N02,0,0.32,192,177,635,252616,260550,1290713,30997,551,0.798,262470
N714_Exp77_sample11_S1_BC133_N01,0,0.252,222,209,212400,701,215830,537887,193920,256,0.599,242066
N714_Exp77_sample11_S1_BC134_N01,0,0.224,216,204,212739,568,215632,418483,187257,222,0.485,276500
N714_Exp77_sample11_S1_BC135_N01,0,0.33,205,190,396,212318,215130,716108,12016,352,0.7,224349
N714_Exp77_sample11_S1_BC136_N01,0,0.313,218,203,211296,804,215086,719369,369417,348,0.701,224136
N714_Exp77_sample11_S1_BC137_N01,0,0.355,199,186,369,211389,214315,740867,20201,329,0.711,222241
N714_Exp77_sample11_S1_BC138_N01,0,0.323,201,184,353,211107,214098,676185,25499,332,0.683,225301
N714_Exp77_sample11_S1_BC139_N01,0,0.288,216,202,210920,724,214080,660805,392140,293,0.676,226281
N714_Exp77_sample11_S1_BC140_N01,0,0.327,211,191,478,208366,212149,802322,14729,491,0.736,217598
N714_Exp77_sample11_S1_BC141_N01,0,0.284,225,206,208860,676,211737,521124,381301,316,0.594,238598
N714_Exp77_sample11_S1_BC142_N01,0,0.309,219,197,419,207239,211250,640388,14843,230,0.67,224119
N714_Exp77_sample11_S1_BC143_N01,0,0.088,196,195,207844,1252,211191,902051,200939,669,0.766,214381
N714_Exp77_sample11_S1_BC144_N01,0,0.325,205,187,436,207491,210525,706045,5071,356,0.702,219289
N714_Exp77_sample11_S1_BC145_N01,0,0.388,218,196,409,206909,210410,509434,13619,275,0.587,238632
N714_Exp77_sample11_S1_BC146_N01,0,0.323,209,190,388,206300,209498,715205,28713,240,0.707,217636
N714_Exp77_sample11_S1_BC147_N01,0,0.401,193,180,346,205437,208056,585353,22643,296,0.645,224647
N714_Exp77_sample11_S1_BC148_N01,0,0.317,198,183,393,205091,207616,654672,18884,258,0.683,218545
N714_Exp77_sample11_S1_BC149_N01,0,0.278,228,207,203084,690,206537,547159,328552,211,0.623,226881
N714_Exp77_sample11_S1_BC150_N01,0,0.387,213,194,396,203615,206536,685577,19584,270,0.699,215483
N714_Exp77_sample11_S1_BC151_N01,0,0.29,216,205,203193,568,205987,589442,249952,246,0.651,221450
N714_Exp77_sample11_S1_BC152_N01,0,0.314,210,190,412,202935,205942,649478,7261,424,0.683,216777
N714_Exp77_sample11_S1_BC153_N01,0,0.347,213,190,372,202138,205635,678798,5241,393,0.697,214735
N714_Exp77_sample11_S1_BC154_N01,0,0.319,201,192,202480,644,205430,367886,192320,312,0.442,281825
N714_Exp77_sample11_S1_BC155_N01,0,0.375,189,174,405,202042,204804,725454,7606,431,0.718,211679
N714_Exp77_sample11_S1_BC156_N01,0,0.29,225,206,200352,707,204425,608207,276487,199,0.664,217760
N714_Exp77_sample11_S1_BC157_N01,0,0.275,225,209,200023,615,203255,582745,293452,200,0.651,218408
N714_Exp77_sample11_S1_BC158_N01,0,0.341,206,190,329,198736,202657,457198,4074,247,0.557,237153
N714_Exp77_sample11_S1_BC159_N01,0,0.326,209,194,478,199555,202469,664997,19226,228,0.696,211603
N714_Exp77_sample11_S1_BC160_N01,0,0.328,209,191,344,198015,201020,501932,11358,250,0.6,225298
N714_Exp77_sample11_S1_BC161_N02,0,0.337,213,194,461,233811,241263,1089347,13159,305,0.779,244076
N714_Exp77_sample11_S1_BC162_N01,0,0.348,198,182,306,195136,197815,524279,3163,308,0.623,217270
N714_Exp77_sample11_S1_BC163_N01,0,0.39,211,190,333,194352,197220,520558,5063,255,0.621,216896
N714_Exp77_sample11_S1_BC164_N01,0,0.393,164,172,353,194948,196868,585652,1505,239,0.664,209716
N714_Exp77_sample11_S1_BC165_N01,0,0.424,206,190,286,194392,196795,494464,4910,238,0.602,220060
N714_Exp77_sample11_S1_BC166_N01,0,0.324,216,194,318,192556,196534,648982,11228,258,0.697,205220
N714_Exp77_sample11_S1_BC167_N01,0,0.32,192,182,289,193962,196264,547125,16570,331,0.641,212433
N714_Exp77_sample11_S1_BC168_N01,0,0.281,212,201,192610,586,195053,390209,200054,185,0.5,244747
N714_Exp77_sample11_S1_BC169_N01,0,0.288,208,191,265,192241,194906,499826,3017,350,0.61,216388
N714_Exp77_sample11_S1_BC170_N01,0,0.344,212,193,341,191954,194833,645690,20450,206,0.698,203325
N714_Exp77_sample11_S1_BC171_N01,0,0.236,212,204,191647,395,193692,389071,184792,199,0.502,242366
N714_Exp77_sample11_S1_BC172_N01,0,0.335,200,184,397,190608,193298,861072,5916,362,0.776,195701
N714_Exp77_sample11_S1_BC173_N01,0,0.289,197,182,358,190308,192893,643383,8573,334,0.7,201095
N714_Exp77_sample11_S1_BC174_N01,0,0.343,201,186,335,190579,192820,497958,16951,247,0.613,213565
N714_Exp77_sample11_S1_BC175_N01,0,0.352,205,192,231,190341,192566,465143,6082,278,0.586,218601
N714_Exp77_sample11_S1_BC176_N01,0,0.377,197,182,246,190096,192521,488225,3689,284,0.606,214570
N714_Exp77_sample11_S1_BC177_N01,0,0.29,214,200,189402,552,192502,498058,255986,188,0.613,213081
N714_Exp77_sample11_S1_BC178_N01,0,0.287,220,203,188262,572,191200,489442,217660,209,0.609,212404
N714_Exp77_sample11_S1_BC179_N01,0,0.395,203,188,311,188130,190667,589277,16779,242,0.676,201483
N714_Exp77_sample11_S1_BC180_N01,0,0.344,212,193,337,187832,190578,673637,6242,263,0.717,197030
N714_Exp77_sample11_S1_BC181_N02,0,0.399,200,188,363,240325,245546,774407,23612,607,0.683,258463
N714_Exp77_sample11_S1_BC182_N01,0,0.338,207,189,320,186353,189091,615582,12004,208,0.693,197915
N714_Exp77_sample11_S1_BC183_N02,0,0.324,211,190,536,228624,236781,1109870,25729,716,0.787,239085
N714_Exp77_sample11_S1_BC184_N01,0,0.362,208,197,184732,840,187721,365916,291896,241,0.487,239930
N714_Exp77_sample11_S1_BC185_N01,0,0.335,204,184,398,184112,187213,757835,8203,345,0.753,190808
N714_Exp77_sample11_S1_BC186_N01,0,0.335,204,188,565,184713,187063,718632,17515,291,0.74,191562
N714_Exp77_sample11_S1_BC187_N01,0,0.286,215,201,184551,637,187043,426782,316973,276,0.562,217692
N714_Exp77_sample11_S1_BC188_N01,0,0.367,200,181,376,183945,186641,627615,11295,452,0.703,194331
N714_Exp77_sample11_S1_BC189_N01,0,0.351,197,183,343,184262,186429,605717,8858,354,0.692,195195
N714_Exp77_sample11_S1_BC190_N01,0,0.351,205,187,338,183288,185930,601626,47879,255,0.691,194809
N714_Exp77_sample11_S1_BC191_N01,0,0.415,191,181,240,183792,185794,436729,4986,217,0.575,213337
N714_Exp77_sample11_S1_BC192_N01,0,0.311,203,196,182276,605,184574,456061,197568,306,0.595,207677
N714_Exp77_sample11_S1_BC193_N02,0,0.341,201,186,437,209494,215838,950901,18298,568,0.773,218664
N714_Exp77_sample11_S1_BC194_N01,0,0.298,202,190,204,182359,184260,363773,1981,285,0.493,233347
N714_Exp77_sample11_S1_BC195_N01,0,0.371,201,190,333,181694,183930,519426,19117,190,0.646,198403
N714_Exp77_sample11_S1_BC196_N01,0,0.31,216,201,180715,495,183572,483035,239390,221,0.62,202084
N714_Exp77_sample11_S1_BC197_N01,0,0.331,207,190,334,180001,182760,686028,16110,355,0.734,187603
N714_Exp77_sample11_S1_BC198_N01,0,0.31,209,198,178727,679,181457,626669,336385,223,0.71,188194
N714_Exp77_sample11_S1_BC199_N01,0,0.323,216,201,177978,588,181262,532153,219157,230,0.659,193671
N714_Exp77_sample11_S1_BC200_N01,0,0.327,214,200,178827,485,180990,466633,258331,244,0.612,200573
N714_Exp77_sample11_S1_BC201_N01,0,0.321,204,187,356,178313,180744,681753,15230,349,0.735,185438
N714_Exp77_sample11_S1_BC202_N01,0,0.288,203,187,238,178109,180261,446450,2746,261,0.596,202645
N714_Exp77_sample11_S1_BC203_N02,0,0.343,213,193,487,212981,220279,960477,6214,515,0.771,223305
N714_Exp77_sample11_S1_BC204_N02,0,0.329,216,196,415,208495,214975,876330,5209,491,0.755,218978
N714_Exp77_sample11_S1_BC205_N02,0,0.297,226,208,208473,747,214717,770930,360507,399,0.721,221543
N714_Exp77_sample11_S1_BC206_N01,0,0.291,222,207,175937,503,178854,483528,223435,164,0.63,195268
N714_Exp77_sample11_S1_BC207_N01,0,0.265,225,206,175148,662,178439,695101,431756,208,0.743,182484
N714_Exp77_sample11_S1_BC208_N01,0,0.319,225,206,174697,580,178186,578852,365613,200,0.692,186569
N714_Exp77_sample11_S1_BC209_N01,0,0.263,217,200,174316,622,177514,504547,297139,226,0.648,191165
N714_Exp77_sample11_S1_BC210_N01,0,0.361,214,191,259,174010,177505,609885,6244,224,0.709,184229
N714_Exp77_sample11_S1_BC211_N01,0,0.094,243,206,173465,914,177390,590188,131822,488,0.699,185006
N714_Exp77_sample11_S1_BC212_N01,0,0.328,199,184,250,175007,177232,426884,7276,310,0.585,201426
N714_Exp77_sample11_S1_BC213_N01,0,0.306,201,183,253,174427,177214,500857,9083,264,0.646,191119
N714_Exp77_sample11_S1_BC214_N01,0,0.35,199,185,318,173646,175877,383843,5680,238,0.542,209336
N714_Exp77_sample11_S1_BC215_N01,0,0.234,235,217,171731,558,175625,444649,204679,222,0.605,195852
N714_Exp77_sample11_S1_BC216_N01,0,0.26,221,207,172927,639,175553,485479,524609,229,0.638,190432
N714_Exp77_sample11_S1_BC217_N01,0,0.383,207,188,486,171923,175115,689831,10947,270,0.746,178899
N714_Exp77_sample11_S1_BC218_N01,0,0.321,221,204,171838,597,174580,465610,215731,211,0.625,191379
N714_Exp77_sample11_S1_BC219_N01,0,0.246,222,209,171762,405,174555,373648,164718,135,0.533,209990
N714_Exp77_sample11_S1_BC220_N01,0,0.21,232,209,170777,696,174002,469190,228633,170,0.629,190117
N714_Exp77_sample11_S1_BC221_N01,0,0.293,220,205,170451,498,173739,476686,76524,123,0.636,188879
N714_Exp77_sample11_S1_BC222_N01,0,0.34,194,183,5520,166272,173565,507348,17380,262,0.658,185635
N714_Exp77_sample11_S1_BC223_N01,0,0.331,206,190,243,170788,173101,499554,4285,987,0.653,185707
N714_Exp77_sample11_S1_BC224_N01,0,0.28,198,185,189,170753,172783,344025,2113,293,0.498,217512
N714_Exp77_sample11_S1_BC225_N01,0,0.207,218,204,170022,525,172642,752865,185682,168,0.771,175012
N714_Exp77_sample11_S1_BC226_N01,0,0.316,207,189,249,168815,171336,401575,2281,221,0.573,196986
N714_Exp77_sample11_S1_BC227_N01,0,0.318,201,185,259,169187,171196,460741,2213,301,0.628,187157
N714_Exp77_sample11_S1_BC228_N01,0,0.373,203,187,273,168916,170962,602583,3629,315,0.716,176816
N714_Exp77_sample11_S1_BC229_N01,0,0.333,203,187,274,168641,170867,673117,5197,230,0.746,174559
N714_Exp77_sample11_S1_BC230_N02,0,0.438,215,197,448,212774,218854,757475,3118,617,0.711,226909
N714_Exp77_sample11_S1_BC231_N01,0,0.315,208,198,168399,375,170577,434150,239492,151,0.607,189871
N714_Exp77_sample11_S1_BC232_N01,0,0.254,226,205,167156,343,170248,392709,117446,145,0.566,197142
N714_Exp77_sample11_S1_BC233_N01,0,0.329,207,195,167512,664,169807,469989,363313,295,0.639,184156
N714_Exp77_sample11_S1_BC234_N02,0,0.33,224,203,466,202083,210021,1028673,10977,527,0.796,211661
N714_Exp77_sample11_S1_BC235_N01,0,0.31,197,185,362,167382,169317,455150,2593,273,0.628,185168
N714_Exp77_sample11_S1_BC236_N01,0,0.394,192,181,228,167099,168881,470481,12893,168,0.641,182827
N714_Exp77_sample11_S1_BC237_N01,0,0.319,215,196,292,166265,168657,420810,4692,192,0.599,189078
N714_Exp77_sample11_S1_BC238_N01,0,0.237,232,208,165563,554,168517,541221,267211,189,0.689,176796
N714_Exp77_sample11_S1_BC239_N01,0,0.352,208,189,346,165885,168493,630202,23607,289,0.733,173025
N714_Exp77_sample11_S1_BC240_N01,0,0.34,215,198,165430,625,168357,575869,180800,244,0.708,174848
N714_Exp77_sample11_S1_BC241_N01,0,0.31,201,187,190,166004,168261,421674,4136,229,0.601,188330
N714_Exp77_sample11_S1_BC242_N01,0,0.344,206,194,165668,779,168236,436412,408537,310,0.615,186059
N714_Exp77_sample11_S1_BC243_N01,0,0.407,208,190,150,165683,167725,347009,12413,193,0.517,205891
N714_Exp77_sample11_S1_BC244_N01,0,0.308,191,180,276,165654,167514,471410,15826,266,0.645,180860
N714_Exp77_sample11_S1_BC245_N02,0,0.313,211,193,354,201193,207555,792082,12184,524,0.738,212688
N714_Exp77_sample11_S1_BC246_N01,0,0.335,178,174,314,165728,167339,439467,19052,357,0.619,184328
N714_Exp77_sample11_S1_BC247_N01,0,0.284,216,205,164461,612,166891,436524,382948,206,0.618,184073
N714_Exp77_sample11_S1_BC248_N01,0,0.284,224,203,163900,617,166569,432563,313477,269,0.615,184149
N714_Exp77_sample11_S1_BC249_N01,0,0.344,188,178,332,163536,165290,526748,4962,339,0.686,173652
N714_Exp77_sample11_S1_BC250_N01,0,0.34,196,182,327,162989,165063,568024,29543,287,0.709,171278
