DropBarcode,FRIP,tssProportion,meanInsertSize,medianInsertSize,nHumanReads,nMouseReads,uniqueNuclearFrags,totalNuclearFrags,totalMitoFrags,totalNCfilteredFrags,duplicateProportion,librarySize
N716_Exp77_sample13_S1_BC251_N01,0,0.293,147,135,113,85810,87088,141236,920,131,0.383,133272
N716_Exp77_sample13_S1_BC252_N01,0,0.334,141,123,124,85429,86906,146278,4373,107,0.406,127146
N716_Exp77_sample13_S1_BC253_N01,0,0.294,169,177,85031,224,86879,123598,73735,124,0.297,164374
N716_Exp77_sample13_S1_BC254_N01,0,0.25,183,185,85252,201,86803,144699,89299,124,0.4,128425
N716_Exp77_sample13_S1_BC255_N01,0,0.418,99,83,203,85148,86508,111562,505,73,0.225,209609
N716_Exp77_sample13_S1_BC256_N01,0,0.312,165,175,85044,257,86490,138495,136643,175,0.376,134579
N716_Exp77_sample13_S1_BC257_N01,0,0.352,170,170,135,85036,86450,139158,5147,88,0.379,133586
N716_Exp77_sample13_S1_BC258_N01,0,0.274,183,187,84288,265,85913,135699,125454,126,0.367,136211
N716_Exp77_sample13_S1_BC259_N01,0,0.302,173,181,84307,190,85795,134880,81882,125,0.364,136924
N716_Exp77_sample13_S1_BC260_N01,0,0.357,172,175,84089,335,85779,144250,158609,190,0.405,125628
N716_Exp77_sample13_S1_BC261_N01,0,0.361,153,150,119,83320,85769,141843,3022,135,0.395,128101
N716_Exp77_sample13_S1_BC262_N01,0,0.389,174,179,83945,260,85508,165554,133080,136,0.484,109840
N716_Exp77_sample13_S1_BC263_N01,0,0.425,158,149,138,83019,85108,137956,5116,114,0.383,130326
N716_Exp77_sample13_S1_BC264_N02,0,0.416,163,162,141,126178,129122,239695,11230,139,0.461,171533
N716_Exp77_sample13_S1_BC265_N01,0,0.422,161,163,126,83612,84831,144181,3595,130,0.412,122762
N716_Exp77_sample13_S1_BC266_N02,0,0.225,168,177,122513,423,125869,224849,69331,219,0.44,173083
N716_Exp77_sample13_S1_BC267_N02,0,0.399,149,148,105,125176,127839,176043,2803,190,0.274,259618
N716_Exp77_sample13_S1_BC268_N02,0,0.332,155,153,186,119557,122537,180293,2058,126,0.32,217396
N716_Exp77_sample13_S1_BC269_N02,0,0.369,167,175,133615,502,138404,242774,230341,320,0.43,193740
N716_Exp77_sample13_S1_BC270_N01,0,0.328,162,162,112,82861,84371,161881,2675,103,0.479,109128
N716_Exp77_sample13_S1_BC271_N02,0,0.27,175,187,130239,413,133980,238686,155707,304,0.439,184717
N716_Exp77_sample13_S1_BC272_N01,0,0.364,150,148,96,83078,84182,119484,3004,86,0.295,160028
N716_Exp77_sample13_S1_BC273_N02,0,0.348,175,182,89907,128,92317,175785,31554,95,0.475,120116
N716_Exp77_sample13_S1_BC274_N02,0,0.389,165,167,148,119108,122447,242726,1512,131,0.496,154621
N716_Exp77_sample13_S1_BC275_N02,0,0.377,163,164,149,123016,126718,253029,5060,202,0.499,159207
N716_Exp77_sample13_S1_BC276_N01,0,0.328,170,175,81999,259,83638,145713,118350,128,0.426,117890
N716_Exp77_sample13_S1_BC277_N01,0,0.322,178,183,82259,231,83602,130793,123591,154,0.361,134360
N716_Exp77_sample13_S1_BC278_N01,0,0.211,158,168,81974,200,83552,104584,65350,113,0.201,223853
N716_Exp77_sample13_S1_BC279_N01,0,0.344,162,172,81653,214,83245,128208,65011,138,0.351,136937
N716_Exp77_sample13_S1_BC280_N03,0,0.383,158,157,189,162567,165844,296157,3258,242,0.44,228127
N716_Exp77_sample13_S1_BC281_N02,0,0.354,174,181,118767,476,122074,221995,115027,261,0.45,165115
N716_Exp77_sample13_S1_BC282_N01,0,0.389,156,150,135,81489,82881,169626,4953,95,0.511,102439
N716_Exp77_sample13_S1_BC283_N03,0,0.383,163,170,149427,460,145836,263343,165496,354,0.446,198526
N716_Exp77_sample13_S1_BC284_N06,0,0.337,167,171,300,211857,164090,363835,6641,496,0.549,193692
N716_Exp77_sample13_S1_BC285_N01,0,0.357,165,171,80581,345,82069,131475,126522,137,0.376,127623
N716_Exp77_sample13_S1_BC286_N01,0,0.384,157,156,113,80660,81960,122981,3167,123,0.334,140550
N716_Exp77_sample13_S1_BC287_N01,0,0.42,139,127,98,76354,81960,125592,2675,147,0.347,135876
N716_Exp77_sample13_S1_BC288_N01,0,0.317,147,136,98,79330,81698,133866,1895,133,0.39,123410
N716_Exp77_sample13_S1_BC289_N01,0,0.37,161,166,79751,193,81358,132716,94809,139,0.387,123583
N716_Exp77_sample13_S1_BC290_N01,0,0.401,161,159,196,79745,81319,159677,3443,73,0.491,103382
N716_Exp77_sample13_S1_BC291_N01,0,0.315,168,176,80016,153,81286,127557,113849,122,0.363,130068
N716_Exp77_sample13_S1_BC292_N01,0,0.356,155,154,135,79610,80938,151303,3511,92,0.465,106893
N716_Exp77_sample13_S1_BC293_N01,0,0.339,178,183,79327,226,80844,134848,126806,153,0.4,119522
N716_Exp77_sample13_S1_BC294_N02,0,0.366,158,162,207,114623,120101,250478,2783,264,0.521,146705
N716_Exp77_sample13_S1_BC295_N02,0,0.314,171,178,103485,383,105899,164234,159744,252,0.355,172391
N716_Exp77_sample13_S1_BC296_N01,0,0.346,168,175,78649,268,80516,171861,134312,146,0.532,97017
N716_Exp77_sample13_S1_BC297_N01,0,0.318,159,158,106,76861,80360,134911,820,139,0.404,117917
N716_Exp77_sample13_S1_BC298_N01,0,0.317,168,168,103,79166,80282,140616,1495,62,0.429,112546
N716_Exp77_sample13_S1_BC299_N01,0,0.352,156,155,123,78334,79558,143462,5554,113,0.445,108441
N716_Exp77_sample13_S1_BC300_N01,0,0.274,167,176,77871,242,79533,113189,41793,105,0.297,150362
N716_Exp77_sample13_S1_BC301_N03,0,0.319,154,144,201,178641,174286,343948,10213,286,0.493,220777
N716_Exp77_sample13_S1_BC302_N01,0,0.3,157,160,86,78041,79251,121370,1282,78,0.347,131505
N716_Exp77_sample13_S1_BC303_N02,0,0.253,171,180,89656,196,91201,132953,56503,103,0.314,164552
N716_Exp77_sample13_S1_BC304_N02,0,0.333,153,147,109,103780,106005,172976,1398,128,0.387,160958
N716_Exp77_sample13_S1_BC305_N02,0,0.259,171,179,124456,373,127293,187904,119110,239,0.323,224521
N716_Exp77_sample13_S1_BC306_N01,0,0.338,166,174,77536,227,78879,147508,88603,124,0.465,104142
N716_Exp77_sample13_S1_BC307_N02,0,0.346,174,180,127908,451,131202,218805,130373,245,0.4,194015
N716_Exp77_sample13_S1_BC308_N01,0,0.319,170,178,77167,240,78717,124268,96726,134,0.367,124893
N716_Exp77_sample13_S1_BC309_N02,0,0.335,163,163,171,108450,111954,216243,9783,163,0.482,144069
N716_Exp77_sample13_S1_BC310_N01,0,0.354,160,160,92,76625,77643,138386,1303,124,0.439,106998
N716_Exp77_sample13_S1_BC311_N01,0,0.328,157,151,106,75654,77634,142270,1710,72,0.454,104289
N716_Exp77_sample13_S1_BC312_N02,0,0.352,161,161,213,119676,123203,238828,1793,185,0.484,158117
N716_Exp77_sample13_S1_BC313_N02,0,0.298,178,185,108788,313,113237,215746,167710,193,0.475,147267
N716_Exp77_sample13_S1_BC314_N03,0,0.418,160,161,215,144522,137982,259322,544,263,0.468,181428
N716_Exp77_sample13_S1_BC315_N01,0,0.318,153,147,75228,243,76652,100107,48168,118,0.234,178765
N716_Exp77_sample13_S1_BC316_N01,0,0.307,167,177,73392,175,76458,116539,91993,111,0.344,127816
N716_Exp77_sample13_S1_BC317_N02,0,0.362,166,175,118473,363,121564,208386,209468,279,0.417,174287
N716_Exp77_sample13_S1_BC318_N03,0,0.304,167,175,155586,512,152757,261158,230056,383,0.415,219644
N716_Exp77_sample13_S1_BC319_N02,0,0.299,179,185,113722,295,116494,199468,121184,158,0.416,167224
N716_Exp77_sample13_S1_BC320_N02,0,0.392,157,161,174,132873,135933,225865,6317,151,0.398,201883
N716_Exp77_sample13_S1_BC321_N01,0,0.382,156,157,71,74044,75341,121152,7173,67,0.378,116576
N716_Exp77_sample13_S1_BC322_N01,0,0.318,166,164,88,73617,74932,124478,1271,93,0.398,111316
N716_Exp77_sample13_S1_BC323_N03,0,0.335,163,166,303,133902,138041,254321,4502,206,0.457,184575
N716_Exp77_sample13_S1_BC324_N01,0,0.319,173,177,73148,230,74656,147137,146040,156,0.493,94659
N716_Exp77_sample13_S1_BC325_N02,0,0.334,181,184,103254,374,107004,216633,257214,293,0.506,133193
N716_Exp77_sample13_S1_BC326_N01,0,0.315,169,175,72789,242,74340,143524,148421,143,0.482,95699
N716_Exp77_sample13_S1_BC327_N01,0,0.304,153,161,72973,184,74130,133959,157657,143,0.447,100845
N716_Exp77_sample13_S1_BC328_N01,0,0.377,150,132,89,72703,73845,129056,1037,99,0.428,103754
N716_Exp77_sample13_S1_BC329_N02,0,0.296,180,184,90299,252,92850,152904,160143,209,0.393,139392
N716_Exp77_sample13_S1_BC330_N03,0,0.279,172,181,160761,369,166045,282992,145105,278,0.413,239563
N716_Exp77_sample13_S1_BC331_N01,0,0.257,164,174,72210,141,73464,122554,117656,123,0.401,108595
N716_Exp77_sample13_S1_BC332_N02,0,0.262,172,180,88678,237,91106,159552,114889,173,0.429,127738
N716_Exp77_sample13_S1_BC333_N01,0,0.317,164,168,83,71876,73078,127787,3561,93,0.428,102618
N716_Exp77_sample13_S1_BC334_N02,0,0.262,170,177,103714,228,106555,195223,164892,190,0.454,143170
N716_Exp77_sample13_S1_BC335_N01,0,0.36,140,122,59,71582,72397,99338,1955,71,0.271,148267
N716_Exp77_sample13_S1_BC336_N01,0,0.219,180,185,70758,153,72268,112403,77347,106,0.357,117139
N716_Exp77_sample13_S1_BC337_N01,0,0.36,168,175,70813,200,72186,130807,134736,154,0.448,97952
N716_Exp77_sample13_S1_BC338_N02,0,0.35,154,147,109,90351,92021,159273,9285,77,0.422,130587
N716_Exp77_sample13_S1_BC339_N01,0,0.356,162,170,69837,280,71221,110532,135284,160,0.356,115817
N716_Exp77_sample13_S1_BC340_N01,0,0.2,113,84,69914,163,71075,165410,162324,137,0.57,81972
N716_Exp77_sample13_S1_BC341_N02,0,0.376,152,139,134,110424,112860,195384,4558,186,0.422,160123
N716_Exp77_sample13_S1_BC342_N01,0,0.3,164,174,69755,240,70949,100195,63169,134,0.292,136292
N716_Exp77_sample13_S1_BC343_N03,0,0.354,158,157,235,138458,132840,276902,4734,233,0.52,162317
N716_Exp77_sample13_S1_BC344_N01,0,0.363,172,172,122,69358,70814,153907,4546,73,0.54,84475
N716_Exp77_sample13_S1_BC345_N02,0,0.397,154,151,106,86892,88528,125815,3193,110,0.296,167844
N716_Exp77_sample13_S1_BC346_N04,0,0.336,157,159,115596,358,111594,188841,92825,199,0.409,162280
N716_Exp77_sample13_S1_BC347_N01,0,0.287,179,185,69113,220,70342,110879,101071,129,0.366,111843
N716_Exp77_sample13_S1_BC348_N01,0,0.338,160,161,123,68934,70172,118461,1564,76,0.408,102320
N716_Exp77_sample13_S1_BC349_N02,0,0.331,163,170,108220,307,111041,191145,127391,229,0.419,158490
N716_Exp77_sample13_S1_BC350_N02,0,0.239,166,178,101808,190,103823,160111,128732,152,0.352,170447
N716_Exp77_sample13_S1_BC351_N01,0,0.264,151,156,67864,325,69700,77402,17665,65,0.1,362677
N716_Exp77_sample13_S1_BC352_N03,0,0.337,174,181,103211,298,100856,177721,115427,202,0.433,140538
N716_Exp77_sample13_S1_BC353_N02,0,0.305,160,165,107325,349,110663,193340,97670,227,0.428,155534
N716_Exp77_sample13_S1_BC354_N01,0,0.311,167,168,122,67848,69135,115768,1489,85,0.403,101748
N716_Exp77_sample13_S1_BC355_N03,0,0.233,160,166,109464,356,105244,212179,94144,194,0.504,131368
N716_Exp77_sample13_S1_BC356_N01,0,0.262,174,182,67685,211,69009,110635,88281,125,0.376,107207
N716_Exp77_sample13_S1_BC357_N01,0,0.355,171,175,67525,339,68974,133951,121401,173,0.485,88399
N716_Exp77_sample13_S1_BC358_N02,0,0.349,180,185,92888,310,96048,187185,92772,175,0.487,122779
N716_Exp77_sample13_S1_BC359_N01,0,0.347,154,148,118,67426,68604,94389,3583,54,0.273,139609
N716_Exp77_sample13_S1_BC360_N01,0,0.348,159,157,93,67253,68386,113378,5576,89,0.397,101833
N716_Exp77_sample13_S1_BC361_N01,0,0.335,160,159,77,67280,68360,119302,945,74,0.427,96185
N716_Exp77_sample13_S1_BC362_N02,0,0.343,173,181,92341,284,94468,149747,132910,200,0.369,149030
N716_Exp77_sample13_S1_BC363_N01,0,0.307,162,169,66784,236,68098,128169,186814,154,0.469,89434
N716_Exp77_sample13_S1_BC364_N01,0,0.265,169,177,66658,242,67994,98802,87270,134,0.312,123423
N716_Exp77_sample13_S1_BC365_N03,0,0.3,151,147,161,146391,144060,244412,2094,167,0.411,208888
N716_Exp77_sample13_S1_BC366_N01,0,0.37,153,146,100,66344,67274,98538,2724,77,0.317,120328
N716_Exp77_sample13_S1_BC367_N02,0,0.372,171,175,95327,403,97794,173291,175190,256,0.436,135526
N716_Exp77_sample13_S1_BC368_N03,0,0.365,160,166,209,147291,144012,270980,5467,247,0.469,189171
N716_Exp77_sample13_S1_BC369_N02,0,0.191,176,182,105500,253,108932,175270,90546,159,0.378,168423
N716_Exp77_sample13_S1_BC370_N02,0,0.331,159,161,91462,406,93883,154205,170335,259,0.391,141391
N716_Exp77_sample13_S1_BC371_N01,0,0.306,161,173,65632,136,66619,106114,76180,90,0.372,104401
N716_Exp77_sample13_S1_BC372_N01,0,0.31,169,176,65257,194,66550,97752,18852,70,0.319,118427
N716_Exp77_sample13_S1_BC373_N02,0,0.354,170,173,82346,249,84890,164287,113666,206,0.483,109081
N716_Exp77_sample13_S1_BC374_N01,0,0.411,169,174,64977,176,66334,111575,159762,121,0.405,97125
N716_Exp77_sample13_S1_BC375_N01,0,0.315,165,173,64857,288,66060,117520,114861,124,0.438,91200
N716_Exp77_sample13_S1_BC376_N01,0,0.303,165,166,85,64705,65736,128000,6509,77,0.486,84084
N716_Exp77_sample13_S1_BC377_N01,0,0.287,163,159,211,64378,65647,110961,2125,71,0.408,95587
N716_Exp77_sample13_S1_BC378_N02,0,0.312,171,179,79771,192,81372,140375,104039,121,0.42,115878
N716_Exp77_sample13_S1_BC379_N02,0,0.204,180,187,79135,1173,82681,161284,104093,635,0.487,105619
N716_Exp77_sample13_S1_BC380_N01,0,0.29,181,188,64030,153,65326,116949,111383,103,0.441,89646
N716_Exp77_sample13_S1_BC381_N02,0,0.339,142,126,89,75680,77340,122545,1687,88,0.369,122080
N716_Exp77_sample13_S1_BC382_N01,0,0.332,170,175,63104,238,64465,124016,121485,129,0.48,83212
N716_Exp77_sample13_S1_BC383_N02,0,0.33,175,182,72204,205,74248,119664,67882,116,0.38,114545
N716_Exp77_sample13_S1_BC384_N01,0,0.392,167,167,90,63178,64152,112747,1176,103,0.431,89627
N716_Exp77_sample13_S1_BC385_N01,0,0.336,173,176,62642,212,63836,93078,78359,119,0.314,115137
N716_Exp77_sample13_S1_BC386_N02,0,0.333,157,150,165,98445,101079,185906,7311,144,0.456,135354
N716_Exp77_sample13_S1_BC387_N01,0,0.396,157,156,88,62566,63659,88849,2076,55,0.284,125414
N716_Exp77_sample13_S1_BC388_N06,0,0.369,158,163,206,193624,166925,333879,7005,355,0.5,209479
N716_Exp77_sample13_S1_BC389_N01,0,0.326,145,144,63,62152,63141,89263,512,60,0.293,121024
N716_Exp77_sample13_S1_BC390_N02,0,0.339,162,167,77408,226,79691,140772,98146,156,0.434,110776
N716_Exp77_sample13_S1_BC391_N01,0,0.301,170,177,62031,142,63038,100708,104354,99,0.374,98393
N716_Exp77_sample13_S1_BC392_N01,0,0.285,172,176,61290,238,62508,112202,104922,124,0.443,85565
N716_Exp77_sample13_S1_BC393_N01,0,0.301,187,189,61174,234,62490,92622,89880,126,0.325,109432
N716_Exp77_sample13_S1_BC394_N01,0,0.353,157,149,127,61214,62299,129776,5325,61,0.52,76154
N716_Exp77_sample13_S1_BC395_N01,0,0.365,167,174,61044,230,62284,114071,117042,127,0.454,83713
N716_Exp77_sample13_S1_BC396_N01,0,0.304,146,131,69,61338,62203,92980,1329,56,0.331,107357
N716_Exp77_sample13_S1_BC397_N01,0,0.373,164,170,60862,235,62089,96114,110140,146,0.354,101352
N716_Exp77_sample13_S1_BC398_N02,0,0.364,155,155,165,104517,107085,186517,3920,149,0.426,150976
N716_Exp77_sample13_S1_BC399_N01,0,0.364,159,168,60672,203,61651,95106,96479,116,0.352,101163
N716_Exp77_sample13_S1_BC400_N02,0,0.348,159,157,68,69058,70790,134216,1496,84,0.473,92421
N716_Exp77_sample13_S1_BC401_N03,0,0.299,169,177,113536,332,112319,180342,229116,303,0.377,174140
N716_Exp77_sample13_S1_BC402_N02,0,0.492,133,118,90,87442,89170,147804,4795,112,0.397,132817
N716_Exp77_sample13_S1_BC403_N02,0,0.311,164,172,82029,386,84468,147454,108452,220,0.427,118816
N716_Exp77_sample13_S1_BC404_N01,0,0.319,157,150,93,59301,60354,106534,7485,73,0.433,83958
N716_Exp77_sample13_S1_BC405_N01,0,0.32,173,183,58837,206,60037,96565,119724,144,0.378,92868
N716_Exp77_sample13_S1_BC406_N04,0,0.366,158,157,147,114066,97056,196145,3382,245,0.505,120952
N716_Exp77_sample13_S1_BC407_N02,0,0.354,161,170,102247,259,105159,183476,148378,209,0.427,148002
N716_Exp77_sample13_S1_BC408_N02,0,0.423,167,173,97591,360,100569,174462,171669,278,0.424,142382
N716_Exp77_sample13_S1_BC409_N01,0,0.412,152,165,215,57675,58798,86358,1925,417,0.319,104649
N716_Exp77_sample13_S1_BC410_N02,0,0.323,168,174,75116,201,76903,128154,117280,181,0.4,113821
N716_Exp77_sample13_S1_BC411_N01,0,0.415,163,170,57530,231,58552,105299,156893,150,0.444,80009
N716_Exp77_sample13_S1_BC412_N02,0,0.325,165,173,82743,254,84925,148518,140624,222,0.428,119242
N716_Exp77_sample13_S1_BC413_N01,0,0.306,159,162,72,57689,58416,80617,1246,55,0.275,118041
N716_Exp77_sample13_S1_BC414_N01,0,0.285,177,180,57248,202,58362,102200,101302,107,0.429,81835
N716_Exp77_sample13_S1_BC415_N02,0,0.312,182,190,75970,271,77905,139530,285458,252,0.442,106864
N716_Exp77_sample13_S1_BC416_N01,0,0.333,144,130,67,57212,58126,81969,1586,65,0.291,111995
N716_Exp77_sample13_S1_BC417_N02,0,0.292,171,180,101735,297,104079,165045,162559,212,0.369,164105
N716_Exp77_sample13_S1_BC418_N01,0,0.385,175,178,56413,208,57815,102446,165128,145,0.436,80124
N716_Exp77_sample13_S1_BC419_N01,0,0.281,174,181,56807,148,57601,94313,130130,115,0.389,87089
N716_Exp77_sample13_S1_BC420_N01,0,0.162,159,161,55776,270,57366,100417,60174,115,0.429,80470
N716_Exp77_sample13_S1_BC421_N01,0,0.343,165,168,97,56329,57214,97178,2701,71,0.411,82857
N716_Exp77_sample13_S1_BC422_N01,0,0.36,155,149,109,56307,57146,78849,2011,45,0.275,115526
N716_Exp77_sample13_S1_BC423_N01,0,0.349,174,178,55873,222,57013,106247,141331,120,0.463,75492
N716_Exp77_sample13_S1_BC424_N05,0,0.343,162,164,140,129432,122300,241012,6209,237,0.493,155081
N716_Exp77_sample13_S1_BC425_N01,0,0.341,165,171,55492,248,56619,108576,79238,128,0.479,73263
N716_Exp77_sample13_S1_BC426_N01,0,0.271,153,151,55140,205,56310,107603,89062,127,0.477,73063
N716_Exp77_sample13_S1_BC427_N01,0,0.315,176,179,55141,217,56297,83014,74910,117,0.322,99486
N716_Exp77_sample13_S1_BC428_N02,0,0.33,154,141,106,76862,79037,142570,2307,120,0.446,107698
N716_Exp77_sample13_S1_BC429_N02,0,0.313,172,179,78727,200,80543,141593,93366,125,0.431,112496
N716_Exp77_sample13_S1_BC430_N01,0,0.317,153,147,78,54977,55911,83357,1961,68,0.329,96927
N716_Exp77_sample13_S1_BC431_N02,0,0.314,170,176,89493,193,91456,152780,157633,166,0.401,134972
N716_Exp77_sample13_S1_BC432_N02,0,0.32,173,179,94493,310,97017,173417,118622,182,0.441,133329
N716_Exp77_sample13_S1_BC433_N02,0,0.443,160,170,438,86338,91051,187776,6445,1016,0.515,111993
N716_Exp77_sample13_S1_BC434_N02,0,0.349,168,174,66065,169,67655,114557,96705,112,0.409,98316
N716_Exp77_sample13_S1_BC435_N01,0,0.348,172,176,54048,232,55266,104283,119220,127,0.47,72431
N716_Exp77_sample13_S1_BC436_N04,0,0.291,169,180,134784,295,117654,232208,177705,274,0.493,149028
N716_Exp77_sample13_S1_BC437_N01,0,0.339,159,155,53,54385,55176,91843,766,53,0.399,81773
N716_Exp77_sample13_S1_BC438_N01,0,0.301,162,173,54021,126,55057,77214,68880,116,0.287,107337
N716_Exp77_sample13_S1_BC439_N01,0,0.341,164,172,53750,145,55006,80424,78352,104,0.316,98709
N716_Exp77_sample13_S1_BC440_N03,0,0.271,172,181,96996,204,94458,149505,101148,212,0.368,149327
N716_Exp77_sample13_S1_BC441_N02,0,0.345,174,179,90828,248,93134,166014,215495,234,0.439,128332
N716_Exp77_sample13_S1_BC442_N01,0,0.324,150,158,53242,191,54204,92900,112757,122,0.417,77728
N716_Exp77_sample13_S1_BC443_N01,0,0.326,162,168,52400,217,54114,96444,126609,162,0.439,74577
N716_Exp77_sample13_S1_BC444_N01,0,0.335,165,173,52870,216,53905,82874,81111,147,0.35,88913
N716_Exp77_sample13_S1_BC445_N02,0,0.339,167,172,87783,243,90219,134391,80391,208,0.329,156632
N716_Exp77_sample13_S1_BC446_N01,0,0.395,162,166,52366,224,53517,89046,124580,125,0.399,79352
N716_Exp77_sample13_S1_BC447_N02,0,0.236,182,185,70369,329,72461,117546,129115,231,0.384,110850
N716_Exp77_sample13_S1_BC448_N07,0,0.357,147,134,215,173250,104490,339979,3149,335,0.693,109376
N716_Exp77_sample13_S1_BC449_N01,0,0.375,156,154,89,52040,53144,88432,1775,75,0.399,78792
N716_Exp77_sample13_S1_BC450_N01,0,0.222,172,183,50589,350,52009,80035,89345,141,0.35,85661
N716_Exp77_sample13_S1_BC451_N01,0,0.061,114,90,50891,80,51972,96422,5230,17,0.461,69077
N716_Exp77_sample13_S1_BC452_N01,0,0.366,181,184,50735,153,51939,97508,119514,122,0.467,68354
N716_Exp77_sample13_S1_BC453_N02,0,0.351,156,150,234,88107,90688,151139,3716,139,0.4,134210
N716_Exp77_sample13_S1_BC454_N01,0,0.294,160,159,51031,179,51910,96354,88483,89,0.461,68966
N716_Exp77_sample13_S1_BC455_N01,0,0.378,150,149,49,50770,51581,66669,3071,69,0.226,124114
N716_Exp77_sample13_S1_BC456_N02,0,0.342,165,167,166,90606,92616,147768,1166,125,0.373,144815
N716_Exp77_sample13_S1_BC457_N01,0,0.332,156,162,49900,135,50949,81595,62522,110,0.376,79262
N716_Exp77_sample13_S1_BC458_N01,0,0.301,170,178,49656,164,50650,99303,86846,98,0.49,64463
N716_Exp77_sample13_S1_BC459_N01,0,0.319,167,174,48303,173,50156,84694,67611,91,0.408,73112
N716_Exp77_sample13_S1_BC460_N01,0,0.309,161,166,49187,98,50113,69607,41052,79,0.28,99787
N716_Exp77_sample13_S1_BC461_N01,0,0.34,159,154,73,49353,50074,83758,4660,58,0.402,73789
N716_Exp77_sample13_S1_BC462_N01,0,0.289,182,183,48029,187,49723,76461,50532,95,0.35,81988
N716_Exp77_sample13_S1_BC463_N02,0,0.272,165,175,60428,160,62088,103564,109042,156,0.4,91792
N716_Exp77_sample13_S1_BC464_N01,0,0.384,157,155,38,48585,49546,68055,351,65,0.272,101218
N716_Exp77_sample13_S1_BC465_N03,0,0.361,161,165,89048,234,89726,172675,109234,183,0.48,115787
N716_Exp77_sample13_S1_BC466_N01,0,0.31,150,136,87,48602,49290,70796,1290,69,0.304,91490
N716_Exp77_sample13_S1_BC467_N01,0,0.254,181,190,48396,89,49182,82038,158636,100,0.4,72710
N716_Exp77_sample13_S1_BC468_N01,0,0.241,177,184,47860,199,48783,71302,64737,68,0.316,87595
N716_Exp77_sample13_S1_BC469_N01,0,0.301,162,160,49,47829,48551,76592,3345,50,0.366,77108
N716_Exp77_sample13_S1_BC470_N03,0,0.37,166,162,137,102153,95884,207029,3860,180,0.537,114793
N716_Exp77_sample13_S1_BC471_N01,0,0.314,151,144,49,47602,48265,82601,944,48,0.416,69320
N716_Exp77_sample13_S1_BC472_N02,0,0.373,168,174,82029,351,84137,130971,84645,215,0.358,136213
N716_Exp77_sample13_S1_BC473_N02,0,0.155,187,190,69667,995,72747,132215,287569,652,0.45,98448
N716_Exp77_sample13_S1_BC474_N01,0,0.397,159,164,46167,208,47194,92201,192497,156,0.488,60220
N716_Exp77_sample13_S1_BC475_N01,0,0.254,165,171,46160,97,46919,98608,161110,112,0.524,57048
N716_Exp77_sample13_S1_BC476_N03,0,0.309,165,172,104937,374,103424,198194,206792,291,0.478,133899
N716_Exp77_sample13_S1_BC477_N02,0,0.364,163,171,69732,233,71562,122479,147617,197,0.416,102774
N716_Exp77_sample13_S1_BC478_N02,0,0.424,155,152,81,54368,56070,83234,4911,67,0.326,97928
N716_Exp77_sample13_S1_BC479_N01,0,0.353,173,178,44883,157,45838,80998,36495,89,0.434,63698
N716_Exp77_sample13_S1_BC480_N01,0,0.323,168,174,45016,144,45822,83820,80810,112,0.453,61653
N716_Exp77_sample13_S1_BC481_N02,0,0.336,171,174,68465,294,70747,131413,111873,210,0.462,93934
N716_Exp77_sample13_S1_BC482_N02,0,0.318,163,171,68712,248,71055,131299,191482,223,0.459,94764
N716_Exp77_sample13_S1_BC483_N01,0,0.266,152,159,44383,107,45096,56577,32515,84,0.203,119825
N716_Exp77_sample13_S1_BC484_N01,0,0.367,178,183,44315,156,45048,71819,111004,106,0.373,70510
N716_Exp77_sample13_S1_BC485_N01,0,0.369,171,174,43547,184,44808,82519,75587,102,0.457,59934
N716_Exp77_sample13_S1_BC486_N02,0,0.319,169,175,55182,158,56660,101361,141640,145,0.441,77808
N716_Exp77_sample13_S1_BC487_N01,0,0.343,170,173,42437,268,43387,73332,75884,139,0.408,63179
N716_Exp77_sample13_S1_BC488_N02,0,0.358,165,173,65540,315,67790,120638,167552,211,0.438,93558
N716_Exp77_sample13_S1_BC489_N01,0,0.275,175,182,42239,101,42963,77675,114180,88,0.447,58420
N716_Exp77_sample13_S1_BC490_N03,0,0.29,170,176,85572,384,83418,156307,117072,212,0.466,109954
N716_Exp77_sample13_S1_BC491_N02,0,0.372,163,171,67302,218,69880,119528,94753,167,0.415,100424
N716_Exp77_sample13_S1_BC492_N02,0,0.359,160,161,75,69911,71168,94888,5167,92,0.25,156633
N716_Exp77_sample13_S1_BC493_N01,0,0.385,142,124,52,40609,41291,51237,418,44,0.194,114277
N716_Exp77_sample13_S1_BC494_N01,0,0.339,157,165,40408,132,41054,57129,71656,94,0.281,81414
N716_Exp77_sample13_S1_BC495_N04,0,0.322,165,172,98788,455,89808,186611,162303,372,0.519,109949
N716_Exp77_sample13_S1_BC496_N01,0,0.364,156,150,54,40081,40732,56801,462,91,0.283,80397
N716_Exp77_sample13_S1_BC497_N01,0,0.323,163,171,39854,206,40574,68109,98440,132,0.404,59545
N716_Exp77_sample13_S1_BC498_N02,0,0.478,103,83,52200,322,53601,82114,94512,198,0.347,88899
N716_Exp77_sample13_S1_BC499_N01,0,0.294,170,174,39572,161,40313,69121,48161,76,0.417,57783
N716_Exp77_sample13_S1_BC500_N01,0,0.311,142,122,34,39570,40087,59596,1876,24,0.327,69834
N716_Exp77_sample13_S1_BC501_N01,0,0.363,135,135,38551,441,39942,87303,54816,183,0.542,47502
N716_Exp77_sample13_S1_BC502_N01,0,0.372,157,159,54,38920,39764,58551,25,52,0.321,70449
