DropBarcode,FRIP,tssProportion,meanInsertSize,medianInsertSize,nHumanReads,nMouseReads,uniqueNuclearFrags,totalNuclearFrags,totalMitoFrags,totalNCfilteredFrags,duplicateProportion,librarySize
N714_Exp28_Sample11_S1_BC045_N01,0,0.284,199,186,513,110824,112745,137109,2074,27,0.178,338590
N714_Exp28_Sample11_S1_BC046_N01,0,0.257,202,191,111211,327,112692,142046,21296,46,0.207,294497
N714_Exp28_Sample11_S1_BC047_N01,0,0.27,213,198,109273,1807,112518,148346,33222,56,0.242,255368
N714_Exp28_Sample11_S1_BC048_N01,0,0.286,187,182,383,110778,112329,140244,4308,16,0.199,303801
N714_Exp28_Sample11_S1_BC049_N01,0,0.254,196,184,318,110117,111821,148620,9787,24,0.248,248207
N714_Exp28_Sample11_S1_BC050_N01,0,0.251,216,202,109481,486,111426,143076,21570,46,0.221,273698
N714_Exp28_Sample11_S1_BC051_N01,0,0.302,161,165,399,110057,111417,128953,3477,21,0.136,430099
N714_Exp28_Sample11_S1_BC052_N01,0,0.247,190,180,306,109050,110807,130774,4618,25,0.153,383451
N714_Exp28_Sample11_S1_BC053_N01,0,0.257,203,197,106963,526,108598,137824,44229,64,0.212,277196
N714_Exp28_Sample11_S1_BC054_N01,0,0.265,194,188,106887,340,108359,126532,30781,51,0.144,397226
N714_Exp28_Sample11_S1_BC055_N01,0,0.309,175,175,106627,330,108350,127991,35269,64,0.153,373174
N714_Exp28_Sample11_S1_BC056_N01,0,0.26,200,185,349,106814,108331,132614,3046,32,0.183,316411
N714_Exp28_Sample11_S1_BC057_N01,0,0.265,206,192,284,106779,108318,135889,1834,32,0.203,287857
N714_Exp28_Sample11_S1_BC058_N01,0,0.227,205,189,339,106144,107921,132534,4146,10,0.186,311129
N714_Exp28_Sample11_S1_BC059_N01,0,0.253,209,195,105808,476,107700,137948,22484,63,0.219,266667
N714_Exp28_Sample11_S1_BC060_N01,0,0.248,192,188,105914,405,107612,135699,25270,63,0.207,280813
N714_Exp28_Sample11_S1_BC061_N01,0,0.258,191,188,103948,2633,107557,134042,27563,49,0.198,292866
N714_Exp28_Sample11_S1_BC062_N01,0,0.311,200,188,474,105774,107414,133412,3933,34,0.195,296222
N714_Exp28_Sample11_S1_BC063_N01,0,0.256,195,187,105655,301,107011,127546,27163,62,0.161,352338
N714_Exp28_Sample11_S1_BC064_N01,0,0.258,184,182,39826,65667,106628,123448,20432,34,0.136,410856
N714_Exp28_Sample11_S1_BC065_N01,0,0.259,201,188,305,104314,105805,144646,1513,24,0.269,218583
N714_Exp28_Sample11_S1_BC066_N01,0,0.252,213,194,316,103039,105176,132351,1168,28,0.205,276477
N714_Exp28_Sample11_S1_BC067_N01,0,0.29,182,178,1492,102601,105141,128177,1470,24,0.18,312456
N714_Exp28_Sample11_S1_BC068_N01,0,0.247,208,192,103254,427,104993,152312,28505,63,0.311,191181
N714_Exp28_Sample11_S1_BC069_N01,0,0.29,179,177,293,103616,104862,122590,2746,17,0.145,381926
N714_Exp28_Sample11_S1_BC070_N01,0,0.263,194,188,103430,340,104835,130656,32936,45,0.198,285403
N714_Exp28_Sample11_S1_BC071_N01,0,0.292,194,183,255,103367,104822,130497,2723,51,0.197,286537
N714_Exp28_Sample11_S1_BC072_N01,0,0.262,202,193,103313,360,104572,132562,25580,47,0.211,267963
N714_Exp28_Sample11_S1_BC073_N01,0,0.219,179,178,103224,223,104407,127729,22343,31,0.183,305755
N714_Exp28_Sample11_S1_BC074_N01,0,0.222,201,190,91595,11217,104350,138294,35040,54,0.245,233437
N714_Exp28_Sample11_S1_BC075_N01,0,0.256,164,167,289,102954,104268,115701,7482,23,0.099,546204
N714_Exp28_Sample11_S1_BC076_N01,0,0.248,209,191,102082,324,103970,136705,23689,32,0.239,237783
N714_Exp28_Sample11_S1_BC077_N01,0,0.264,185,179,43683,59059,103753,116451,10722,31,0.109,494409
N714_Exp28_Sample11_S1_BC078_N01,0,0.265,213,195,102117,334,103740,129641,19537,40,0.2,279613
N714_Exp28_Sample11_S1_BC079_N01,0,0.339,165,167,102188,447,103700,120199,39790,81,0.137,396782
N714_Exp28_Sample11_S1_BC080_N01,0,0.259,195,184,385,101932,103313,138798,5703,22,0.256,222888
N714_Exp28_Sample11_S1_BC081_N01,0,0.245,202,191,101568,287,102947,127686,17584,36,0.194,285415
N714_Exp28_Sample11_S1_BC082_N01,0,0.301,178,176,324,101188,102404,117727,4329,29,0.13,412091
N714_Exp28_Sample11_S1_BC083_N01,0,0.229,206,194,100746,341,102231,124885,19739,56,0.181,301202
N714_Exp28_Sample11_S1_BC084_N01,0,0.264,212,196,99646,506,102018,133818,27132,74,0.238,234921
N714_Exp28_Sample11_S1_BC085_N01,0,0.227,206,189,287,100623,102018,126719,3394,36,0.195,281265
N714_Exp28_Sample11_S1_BC086_N01,0,0.293,189,182,285,100427,101929,125047,4058,26,0.185,295083
N714_Exp28_Sample11_S1_BC087_N01,0,0.269,208,193,44117,55993,101548,118384,10305,40,0.142,375739
N714_Exp28_Sample11_S1_BC088_N01,0,0.269,211,195,99515,338,101367,132414,27088,47,0.234,236250
N714_Exp28_Sample11_S1_BC089_N01,0,0.264,192,184,461,99649,101173,127091,2312,25,0.204,267615
N714_Exp28_Sample11_S1_BC090_N01,0,0.248,202,194,99440,632,101151,118059,18970,34,0.143,371798
N714_Exp28_Sample11_S1_BC091_N01,0,0.283,176,176,37031,62280,100304,111916,9987,20,0.104,501332
N714_Exp28_Sample11_S1_BC092_N01,0,0.249,217,199,98384,316,100245,124926,25706,39,0.198,272984
N714_Exp28_Sample11_S1_BC093_N01,0,0.268,204,190,329,98444,100122,119116,2185,23,0.159,332642
N714_Exp28_Sample11_S1_BC094_N01,0,0.098,220,199,97863,444,99545,135280,25708,79,0.264,208641
N714_Exp28_Sample11_S1_BC095_N01,0,0.245,205,192,308,97905,99266,119638,1473,23,0.17,310170
N714_Exp28_Sample11_S1_BC096_N01,0,0.223,213,192,359,96924,98816,123416,1241,26,0.199,266910
N714_Exp28_Sample11_S1_BC097_N01,0,0.223,218,197,96813,478,98707,125769,26926,33,0.215,248623
N714_Exp28_Sample11_S1_BC098_N01,0,0.264,203,191,96834,401,98269,122024,25089,46,0.195,271252
N714_Exp28_Sample11_S1_BC099_N01,0,0.28,197,185,647,95991,97915,120832,2564,28,0.19,276851
N714_Exp28_Sample11_S1_BC100_N01,0,0.262,205,189,251,95980,97615,114114,2213,13,0.145,355597
N714_Exp28_Sample11_S1_BC101_N01,0,0.263,199,186,290,95755,97207,117933,2739,33,0.176,294940
N714_Exp28_Sample11_S1_BC102_N01,0,0.304,164,167,303,95887,97072,110903,3352,33,0.125,406843
N714_Exp28_Sample11_S1_BC103_N01,0,0.301,203,187,427,94655,96400,126947,7726,41,0.241,219510
N714_Exp28_Sample11_S1_BC104_N01,0,0.232,208,191,266,94444,96378,125587,4713,22,0.233,226263
N714_Exp28_Sample11_S1_BC105_N01,0,0.245,208,191,368,94664,96286,121233,3732,14,0.206,252600
N714_Exp28_Sample11_S1_BC106_N01,0,0.277,217,197,94313,396,96158,126214,43997,61,0.238,221011
N714_Exp28_Sample11_S1_BC107_N01,0,0.257,215,197,93900,606,95796,118898,267,25,0.194,264894
N714_Exp28_Sample11_S1_BC108_N01,0,0.225,214,194,93876,254,95212,121552,16574,38,0.217,238286
N714_Exp28_Sample11_S1_BC109_N01,0,0.271,206,195,93328,346,94953,115738,13945,58,0.18,282374
N714_Exp28_Sample11_S1_BC110_N01,0,0.243,216,198,93237,297,94903,118676,26266,43,0.2,255176
N714_Exp28_Sample11_S1_BC111_N01,0,0.272,206,192,92823,326,94470,115249,33629,57,0.18,279912
N714_Exp28_Sample11_S1_BC112_N01,0,0.262,172,165,91849,394,93439,125631,25908,56,0.256,201179
N714_Exp28_Sample11_S1_BC113_N01,0,0.257,218,199,91065,414,93000,120409,43968,60,0.228,222603
N714_Exp28_Sample11_S1_BC114_N01,0,0.295,210,192,91190,262,92632,114330,16415,34,0.19,261755
N714_Exp28_Sample11_S1_BC115_N01,0,0.284,179,178,59325,32282,92479,103631,16980,31,0.108,446299
N714_Exp28_Sample11_S1_BC116_N01,0,0.22,217,195,340,90451,92417,117462,3020,21,0.213,234720
N714_Exp28_Sample11_S1_BC117_N01,0,0.282,201,189,91153,323,92395,116529,27160,51,0.207,240969
N714_Exp28_Sample11_S1_BC118_N01,0,0.298,193,184,370,90945,92376,114358,5276,25,0.192,257981
N714_Exp28_Sample11_S1_BC119_N01,0,0.244,205,195,90713,374,92219,106662,29251,49,0.135,357431
N714_Exp28_Sample11_S1_BC120_N02,0,0.26,192,183,1372,91962,94502,119978,6696,22,0.212,240920
N714_Exp28_Sample11_S1_BC121_N01,0,0.268,220,198,89352,305,91279,114661,20775,61,0.204,241455
N714_Exp28_Sample11_S1_BC122_N01,0,0.272,189,178,475,89388,91268,118201,3140,16,0.228,218263
N714_Exp28_Sample11_S1_BC123_N01,0,0.239,214,201,89289,309,90816,108216,22303,38,0.161,299383
N714_Exp28_Sample11_S1_BC124_N01,0,0.241,202,193,89134,287,90645,107624,12903,53,0.158,304189
N714_Exp28_Sample11_S1_BC125_N01,0,0.271,219,200,88620,324,90546,113405,21273,49,0.202,242075
N714_Exp28_Sample11_S1_BC126_N01,0,0.188,208,193,89069,305,90498,111305,12465,49,0.187,259318
N714_Exp28_Sample11_S1_BC127_N01,0,0.25,208,190,335,89038,90430,116219,3227,18,0.222,221500
N714_Exp28_Sample11_S1_BC128_N01,0,0.209,183,185,89379,174,90403,102231,18857,28,0.116,407020
N714_Exp28_Sample11_S1_BC129_N01,0,0.225,204,189,347,88941,90298,111606,3801,33,0.191,253758
N714_Exp28_Sample11_S1_BC130_N01,0,0.237,212,193,88731,259,90052,112757,24310,43,0.201,240982
N714_Exp28_Sample11_S1_BC131_N01,0,0.257,198,186,285,88012,89224,107409,2715,27,0.169,280287
N714_Exp28_Sample11_S1_BC132_N01,0,0.314,201,186,363,87448,89040,123669,4587,27,0.28,177325
N714_Exp28_Sample11_S1_BC133_N01,0,0.258,210,195,87247,324,88596,111439,9971,37,0.205,233250
N714_Exp28_Sample11_S1_BC134_N01,0,0.288,209,192,86588,311,88017,108595,31650,55,0.189,249067
N714_Exp28_Sample11_S1_BC135_N01,0,0.196,225,202,85861,577,87842,116173,41736,40,0.244,197644
N714_Exp28_Sample11_S1_BC136_N01,0,0.193,201,194,86741,247,87818,102134,20620,35,0.14,329419
N714_Exp28_Sample11_S1_BC137_N02,0,0.278,190,182,379,127779,129549,158308,3650,28,0.182,381171
N714_Exp28_Sample11_S1_BC138_N01,0,0.259,197,184,274,86380,87569,110602,2146,24,0.208,227237
N714_Exp28_Sample11_S1_BC139_N01,0,0.235,203,191,793,85660,87461,103872,1715,15,0.158,293103
N714_Exp28_Sample11_S1_BC140_N02,0,0.235,205,193,304,87872,89187,108016,1706,23,0.174,272665
N714_Exp28_Sample11_S1_BC141_N01,0,0.247,203,193,85308,290,86539,99990,18975,25,0.135,337509
N714_Exp28_Sample11_S1_BC142_N01,0,0.259,204,195,84896,310,86292,103461,24838,41,0.166,276194
N714_Exp28_Sample11_S1_BC143_N01,0,0.306,187,181,357,84948,86116,114447,3146,25,0.248,191189
N714_Exp28_Sample11_S1_BC144_N01,0,0.175,216,197,84732,400,86097,105721,39601,44,0.186,248323
N714_Exp28_Sample11_S1_BC145_N01,0,0.243,217,196,414,84091,85919,108689,2603,21,0.209,221745
N714_Exp28_Sample11_S1_BC146_N01,0,0.254,204,188,333,84426,85913,114604,6295,25,0.25,188837
N714_Exp28_Sample11_S1_BC147_N01,0,0.294,183,184,48707,36269,85703,96722,20704,70,0.114,391608
N714_Exp28_Sample11_S1_BC148_N01,0,0.259,206,189,629,83838,85543,104107,5596,12,0.178,256071
N714_Exp28_Sample11_S1_BC149_N01,0,0.254,202,186,1325,82812,85443,115298,2027,21,0.259,182267
N714_Exp28_Sample11_S1_BC150_N01,0,0.045,196,184,83377,210,85307,98574,7465,36,0.135,332550
N714_Exp28_Sample11_S1_BC151_N01,0,0.28,211,193,224,83331,85077,107316,2398,19,0.207,221764
N714_Exp28_Sample11_S1_BC152_N02,0,0.269,218,196,360,83629,86086,116779,3224,24,0.263,181234
N714_Exp28_Sample11_S1_BC153_N01,0,0.231,209,200,83428,225,84590,101657,17714,29,0.168,267823
N714_Exp28_Sample11_S1_BC154_N01,0,0.229,196,191,83566,166,84509,96966,15848,36,0.128,344328
N714_Exp28_Sample11_S1_BC155_N01,0,0.047,150,122,82986,211,84379,112151,8820,20,0.248,187277
N714_Exp28_Sample11_S1_BC156_N01,0,0.292,201,188,245,83054,84195,103147,3471,15,0.184,245138
N714_Exp28_Sample11_S1_BC157_N01,0,0.278,212,193,566,82018,83990,115309,3508,26,0.272,171784
N714_Exp28_Sample11_S1_BC158_N01,0,0.245,213,194,81928,527,83652,106697,23921,35,0.216,209982
N714_Exp28_Sample11_S1_BC159_N01,0,0.248,194,186,44273,38255,83362,95705,8084,38,0.129,338399
N714_Exp28_Sample11_S1_BC160_N01,0,0.261,200,190,81982,289,83090,99504,37017,46,0.165,267434
N714_Exp28_Sample11_S1_BC161_N01,0,0.214,207,192,81712,270,82870,104079,18616,37,0.204,219354
N714_Exp28_Sample11_S1_BC162_N01,0,0.26,207,192,284,81097,82544,104633,4893,22,0.211,211551
N714_Exp28_Sample11_S1_BC163_N01,0,0.262,211,195,81226,298,82494,103178,19698,33,0.2,221657
N714_Exp28_Sample11_S1_BC164_N01,0,0.221,209,191,253,80779,82138,99594,3514,22,0.175,249843
N714_Exp28_Sample11_S1_BC165_N01,0,0.395,199,186,475,80486,82087,105465,4434,30,0.222,201257
N714_Exp28_Sample11_S1_BC166_N01,0,0.251,209,191,295,80641,82068,104963,2607,13,0.218,204170
N714_Exp28_Sample11_S1_BC167_N01,0,0.278,199,188,80828,284,81942,100312,26905,35,0.183,239312
N714_Exp28_Sample11_S1_BC168_N01,0,0.248,208,196,80331,312,81762,102481,22595,41,0.202,217992
N714_Exp28_Sample11_S1_BC169_N01,0,0.236,217,197,79721,466,81494,100192,15046,28,0.187,233882
N714_Exp28_Sample11_S1_BC170_N01,0,0.29,214,194,79431,302,81014,101202,30040,39,0.199,218668
N714_Exp28_Sample11_S1_BC171_N01,0,0.275,193,185,79785,260,80882,96643,24277,50,0.163,263121
N714_Exp28_Sample11_S1_BC172_N01,0,0.255,203,190,316,79512,80686,94040,1991,12,0.142,298968
N714_Exp28_Sample11_S1_BC173_N01,0,0.267,200,188,79054,365,80313,96049,16532,50,0.164,260154
N714_Exp28_Sample11_S1_BC174_N01,0,0.264,204,190,221,79139,80266,97660,2088,19,0.178,240536
N714_Exp28_Sample11_S1_BC175_N01,0,0.262,204,192,78913,284,80242,94169,18393,36,0.148,286136
N714_Exp28_Sample11_S1_BC176_N01,0,0.266,205,188,225,78581,79814,102694,3582,24,0.223,194784
N714_Exp28_Sample11_S1_BC177_N01,0,0.277,216,196,77744,274,79476,100656,18922,37,0.21,204296
N714_Exp28_Sample11_S1_BC178_N01,0,0.229,215,198,77802,323,79215,96276,16665,31,0.177,238503
N714_Exp28_Sample11_S1_BC179_N03,0,0.219,213,193,114139,392,113630,149685,17851,66,0.241,258508
N714_Exp28_Sample11_S1_BC180_N01,0,0.241,196,185,198,77783,78776,93687,3597,13,0.159,262185
N714_Exp28_Sample11_S1_BC181_N01,0,0.261,208,195,77167,307,78685,97729,27460,44,0.195,216999
N714_Exp28_Sample11_S1_BC182_N03,0,0.3,178,180,115217,569,114442,148397,21714,67,0.229,272653
N714_Exp28_Sample11_S1_BC183_N01,0,0.141,206,197,77370,270,78366,93605,17053,31,0.163,255352
N714_Exp28_Sample11_S1_BC184_N01,0,0.256,217,194,530,76049,78328,102120,1760,19,0.233,183603
N714_Exp28_Sample11_S1_BC185_N01,0,0.293,206,189,389,76712,78285,102371,3420,30,0.235,181888
N714_Exp28_Sample11_S1_BC186_N01,0,0.23,214,192,451,75843,78057,99812,4645,12,0.218,194325
N714_Exp28_Sample11_S1_BC187_N01,0,0.254,225,198,379,75886,77959,98413,1173,24,0.208,202666
N714_Exp28_Sample11_S1_BC188_N01,0,0.203,186,183,277,76880,77927,85859,2113,27,0.092,435602
N714_Exp28_Sample11_S1_BC189_N01,0,0.254,163,169,40553,35982,77353,84300,16259,30,0.082,482975
N714_Exp28_Sample11_S1_BC190_N01,0,0.286,206,191,75728,273,76900,91720,1061,37,0.162,252348
N714_Exp28_Sample11_S1_BC191_N01,0,0.199,220,204,75317,268,76709,97033,15467,18,0.209,198012
N714_Exp28_Sample11_S1_BC192_N01,0,0.278,202,190,276,75468,76637,91242,1080,16,0.16,253706
N714_Exp28_Sample11_S1_BC193_N01,0,0.285,205,192,74892,266,75940,93028,16212,24,0.184,221160
N714_Exp28_Sample11_S1_BC194_N01,0,0.244,202,188,461,74565,75801,93190,2430,17,0.187,217569
N714_Exp28_Sample11_S1_BC195_N01,0,0.237,190,184,278,74613,75630,91008,2810,17,0.169,238018
N714_Exp28_Sample11_S1_BC196_N01,0,0.226,223,197,73966,328,75423,93598,20360,46,0.194,208677
N714_Exp28_Sample11_S1_BC197_N01,0,0.233,204,189,549,73176,74711,89784,1726,6,0.168,236554
N714_Exp28_Sample11_S1_BC198_N01,0,0.237,213,193,242,72513,74399,100082,2569,26,0.257,159977
N714_Exp28_Sample11_S1_BC199_N01,0,0.286,199,187,422,72894,74332,88927,2105,19,0.164,240382
N714_Exp28_Sample11_S1_BC200_N01,0,0.246,193,186,306,72878,73877,85070,1174,28,0.132,294252
N714_Exp28_Sample11_S1_BC201_N01,0,0.284,212,198,72384,274,73694,91859,25278,38,0.198,200510
N714_Exp28_Sample11_S1_BC202_N02,0,0.245,182,180,116930,333,118336,136748,30477,65,0.135,461135
N714_Exp28_Sample11_S1_BC203_N01,0,0.327,203,197,72102,268,73410,86449,15300,31,0.151,256974
N714_Exp28_Sample11_S1_BC204_N01,0,0.256,191,185,65479,7046,73346,92336,17174,25,0.206,192517
N714_Exp28_Sample11_S1_BC205_N01,0,0.227,207,196,72143,243,73245,88460,23980,37,0.172,226734
N714_Exp28_Sample11_S1_BC206_N01,0,0.288,214,197,71309,238,73231,98942,28417,34,0.26,155727
N714_Exp28_Sample11_S1_BC207_N01,0,0.328,145,149,22358,49580,72824,77317,8661,35,0.058,639218
N714_Exp28_Sample11_S1_BC208_N01,0,0.235,210,192,288,71666,72784,89330,1112,20,0.185,210342
N714_Exp28_Sample11_S1_BC209_N01,0,0.245,219,197,70976,238,72534,88248,11188,21,0.178,217412
N714_Exp28_Sample11_S1_BC210_N02,0,0.3,168,170,69516,61228,132041,158851,31075,56,0.169,416010
N714_Exp28_Sample11_S1_BC211_N02,0,0.3,182,179,317,113363,114977,138410,2092,37,0.169,361197
N714_Exp28_Sample11_S1_BC212_N01,0,0.268,208,194,71161,314,72421,87468,24815,51,0.172,224146
N714_Exp28_Sample11_S1_BC213_N01,0,0.257,206,196,71319,228,72259,85195,19705,22,0.152,251360
N714_Exp28_Sample11_S1_BC214_N01,0,0.283,176,180,70656,755,72024,79478,17022,27,0.094,396787
N714_Exp28_Sample11_S1_BC215_N01,0,0.227,201,191,246,70887,71965,85509,2674,10,0.158,240601
N714_Exp28_Sample11_S1_BC216_N01,0,0.279,209,192,410,70163,71649,85203,2216,14,0.159,238575
N714_Exp28_Sample11_S1_BC217_N01,0,0.308,180,179,36012,34640,71231,80104,11221,43,0.111,334357
N714_Exp28_Sample11_S1_BC218_N01,0,0.254,207,189,188,69951,71225,86661,2185,20,0.178,213430
N714_Exp28_Sample11_S1_BC219_N01,0,0.236,203,193,70243,170,71148,81613,20574,32,0.128,290407
N714_Exp28_Sample11_S1_BC220_N01,0,0.282,213,198,69646,313,70979,87719,31348,33,0.191,199549
N714_Exp28_Sample11_S1_BC221_N02,0,0.244,166,168,699,116316,118053,137480,4942,34,0.141,439460
N714_Exp28_Sample11_S1_BC222_N01,0,0.237,210,194,68805,262,69978,88629,23093,33,0.21,179866
N714_Exp28_Sample11_S1_BC223_N01,0,0.221,201,189,268,68872,69833,82846,1317,24,0.157,235309
N714_Exp28_Sample11_S1_BC224_N01,0,0.258,201,194,68757,221,69686,81296,29634,42,0.143,256829
N714_Exp28_Sample11_S1_BC225_N02,0,0.258,199,190,126390,471,128255,157626,41212,70,0.186,368608
N714_Exp28_Sample11_S1_BC226_N01,0,0.31,198,186,331,68033,69147,82863,4342,26,0.166,221843
N714_Exp28_Sample11_S1_BC227_N01,0,0.277,200,186,374,67562,69060,88998,3897,29,0.224,167702
N714_Exp28_Sample11_S1_BC228_N01,0,0.239,204,191,236,67680,68635,82410,2222,26,0.167,218200
N714_Exp28_Sample11_S1_BC229_N01,0,0.257,196,188,31973,35907,68572,79621,8925,18,0.139,259677
N714_Exp28_Sample11_S1_BC230_N01,0,0.246,213,199,67031,252,68519,80885,20418,36,0.153,236820
N714_Exp28_Sample11_S1_BC231_N01,0,0.251,209,194,189,67403,68499,83641,2169,13,0.181,202193
N714_Exp28_Sample11_S1_BC232_N02,0,0.239,217,197,1234,67778,70262,87038,1573,17,0.193,195732
N714_Exp28_Sample11_S1_BC233_N01,0,0.243,190,183,230,67452,68334,78514,1561,20,0.13,275993
N714_Exp28_Sample11_S1_BC234_N01,0,0.248,165,171,26883,40683,68167,74960,7832,26,0.091,388204
N714_Exp28_Sample11_S1_BC235_N01,0,0.268,203,189,236,66924,68007,85266,8473,20,0.202,181122
N714_Exp28_Sample11_S1_BC236_N02,0,0.295,200,192,108027,442,109672,134542,21901,57,0.185,317539
N714_Exp28_Sample11_S1_BC237_N01,0,0.271,211,197,66521,273,67756,86186,20114,43,0.214,171631
N714_Exp28_Sample11_S1_BC238_N01,0,0.193,200,194,66936,180,67745,76787,27605,26,0.118,299915
N714_Exp28_Sample11_S1_BC239_N01,0,0.289,212,192,66265,324,67740,93173,21936,17,0.273,137945
N714_Exp28_Sample11_S1_BC240_N01,0,0.269,205,193,66337,232,67348,82392,23061,35,0.183,197227
N714_Exp28_Sample11_S1_BC241_N01,0,0.293,188,180,437,66066,67160,77546,1721,23,0.134,263024
N714_Exp28_Sample11_S1_BC242_N01,0,0.267,210,192,159,65801,66850,83791,955,15,0.202,178228
N714_Exp28_Sample11_S1_BC243_N01,0,0.157,180,179,23781,42173,66758,75299,15633,31,0.113,306320
N714_Exp28_Sample11_S1_BC244_N01,0,0.03,167,151,218,65121,66610,83156,475,19,0.199,180210
N714_Exp28_Sample11_S1_BC245_N01,0,0.238,214,203,65357,260,66434,79529,18245,21,0.165,214190
