DropBarcode,FRIP,tssProportion,meanInsertSize,medianInsertSize,nHumanReads,nMouseReads,uniqueNuclearFrags,totalNuclearFrags,totalMitoFrags,totalNCfilteredFrags,duplicateProportion,librarySize
N707_Exp28_Sample7_S1_BC030_N01,0,0.336,191,184,60089,210,60816,80535,68477,33,0.245,136346
N707_Exp28_Sample7_S1_BC031_N01,0,0.321,197,181,367,59270,60232,100016,29633,16,0.398,89523
N707_Exp28_Sample7_S1_BC032_N01,0,0.311,195,184,59275,253,60069,86130,39375,40,0.303,111875
N707_Exp28_Sample7_S1_BC033_N01,0,0.396,203,182,250,58903,59812,97613,8125,10,0.387,90803
N707_Exp28_Sample7_S1_BC034_N01,0,0.333,207,187,319,58111,59111,104818,11009,8,0.436,81862
N707_Exp28_Sample7_S1_BC035_N01,0,0.354,202,184,192,57771,58804,100603,4776,16,0.415,84488
N707_Exp28_Sample7_S1_BC036_N01,0,0.385,215,190,406,56855,58171,105588,33421,12,0.449,78814
N707_Exp28_Sample7_S1_BC037_N01,0,0.248,228,203,57097,105,58070,98223,3427,0,0.409,84488
N707_Exp28_Sample7_S1_BC038_N01,0,0.351,201,185,229,57123,57920,87284,12525,14,0.336,98619
N707_Exp28_Sample7_S1_BC039_N01,0,0.332,204,192,54809,162,55517,87633,97791,34,0.366,88098
N707_Exp28_Sample7_S1_BC040_N01,0,0.294,208,187,176,54652,55505,79329,6650,10,0.3,104041
N707_Exp28_Sample7_S1_BC041_N01,0,0.308,214,196,53951,258,54823,85633,109314,45,0.36,88311
N707_Exp28_Sample7_S1_BC042_N01,0,0.313,202,187,142,53896,54562,76362,6238,11,0.285,106848
N707_Exp28_Sample7_S1_BC043_N02,0,0.314,213,189,230,54629,55718,92226,6768,10,0.396,83131
N707_Exp28_Sample7_S1_BC044_N01,0,0.349,210,194,53543,151,54322,82512,59939,27,0.342,91313
N707_Exp28_Sample7_S1_BC045_N01,0,0.348,207,186,158,53418,54201,77577,6555,10,0.301,101305
N707_Exp28_Sample7_S1_BC046_N03,0,0.382,166,163,4071,68339,71758,92814,18047,26,0.227,172285
N707_Exp28_Sample7_S1_BC047_N01,0,0.296,219,199,52635,289,53550,89758,85625,27,0.403,78722
N707_Exp28_Sample7_S1_BC048_N01,0,0.293,186,178,1891,51041,53407,70227,8819,20,0.24,122120
N707_Exp28_Sample7_S1_BC049_N01,0,0.332,214,195,251,52294,53143,72829,2768,16,0.27,109153
N707_Exp28_Sample7_S1_BC050_N01,0,0.349,195,178,353,52188,53081,79974,7830,12,0.336,90412
N707_Exp28_Sample7_S1_BC051_N01,0,0.331,199,187,186,51699,52358,72184,6837,13,0.275,106045
N707_Exp28_Sample7_S1_BC052_N01,0,0.379,201,184,132,50500,51136,79728,6714,8,0.359,82592
N707_Exp28_Sample7_S1_BC053_N01,0,0.225,173,142,22639,27782,51106,80940,4257,5,0.369,80722
N707_Exp28_Sample7_S1_BC054_N01,0,0.334,216,194,185,49355,50282,77015,2660,14,0.347,83418
N707_Exp28_Sample7_S1_BC055_N02,0,0.35,220,197,49450,124,50248,83325,78168,27,0.397,74804
N707_Exp28_Sample7_S1_BC056_N01,0,0.303,199,184,260,49195,49914,69289,9901,4,0.28,99525
N707_Exp28_Sample7_S1_BC057_N01,0,0.27,206,189,98,49126,49760,67693,5211,11,0.265,104030
N707_Exp28_Sample7_S1_BC058_N01,0,0.306,205,185,341,48672,49600,74290,4716,4,0.332,85316
N707_Exp28_Sample7_S1_BC059_N01,0,0.334,205,187,298,48748,49562,70310,7241,5,0.295,94315
N707_Exp28_Sample7_S1_BC060_N04,0,0.281,218,198,776,84694,78765,130105,5193,13,0.395,117809
N707_Exp28_Sample7_S1_BC061_N04,0,0.34,213,197,68203,136,64438,100090,50996,31,0.356,104655
N707_Exp28_Sample7_S1_BC062_N01,0,0.362,208,192,48169,180,48972,79358,65568,18,0.383,75019
N707_Exp28_Sample7_S1_BC063_N01,0,0.362,217,196,61,48165,48791,71741,3780,12,0.32,86663
N707_Exp28_Sample7_S1_BC064_N01,0,0.367,204,184,111,47494,48200,73210,5907,12,0.342,81028
N707_Exp28_Sample7_S1_BC065_N01,0,0.384,176,162,47483,190,48186,76474,59499,41,0.37,75891
N707_Exp28_Sample7_S1_BC066_N01,0,0.28,194,167,160,46994,47946,91606,10305,9,0.477,62218
N707_Exp28_Sample7_S1_BC067_N01,0,0.248,239,214,46556,104,47472,74700,83255,34,0.364,75665
N707_Exp28_Sample7_S1_BC068_N01,0,0.285,214,194,111,46635,47297,69216,4863,8,0.317,84733
N707_Exp28_Sample7_S1_BC069_N04,0,0.336,202,189,280,68136,64295,96962,6636,28,0.337,109341
N707_Exp28_Sample7_S1_BC070_N01,0,0.295,226,198,155,45552,46469,65972,1887,6,0.296,88292
N707_Exp28_Sample7_S1_BC071_N01,0,0.085,107,82,45431,160,46045,93783,468,2,0.509,57088
N707_Exp28_Sample7_S1_BC072_N01,0,0.291,217,195,187,44203,45066,65273,10312,3,0.31,82308
N707_Exp28_Sample7_S1_BC073_N01,0,0.333,209,192,44220,104,44904,72945,53560,25,0.384,68571
N707_Exp28_Sample7_S1_BC074_N01,0,0.338,196,178,269,44059,44840,73621,5191,5,0.391,67564
N707_Exp28_Sample7_S1_BC075_N01,0,0.368,196,185,44189,232,44833,63270,47975,37,0.291,86248
N707_Exp28_Sample7_S1_BC076_N01,0,0.286,228,208,43956,115,44711,63806,50857,33,0.299,84062
N707_Exp28_Sample7_S1_BC077_N01,0,0.336,229,206,43645,307,44678,69808,34828,25,0.36,71937
N707_Exp28_Sample7_S1_BC078_N01,0,0.341,221,196,66,43681,44438,61692,3715,7,0.28,88591
N707_Exp28_Sample7_S1_BC079_N04,0,0.43,183,174,104,57254,47162,98163,4662,15,0.52,57679
N707_Exp28_Sample7_S1_BC080_N01,0,0.35,209,189,83,43583,44217,62305,6326,8,0.29,85339
N707_Exp28_Sample7_S1_BC081_N04,0,0.392,208,185,273,64704,53212,108291,7816,10,0.509,66010
N707_Exp28_Sample7_S1_BC082_N01,0,0.302,185,161,9937,33524,44033,68994,8115,4,0.362,70611
N707_Exp28_Sample7_S1_BC083_N01,0,0.31,213,190,93,43378,44016,62055,3457,6,0.291,84855
N707_Exp28_Sample7_S1_BC084_N02,0,0.32,218,198,125,44240,44961,71094,6607,8,0.368,71174
N707_Exp28_Sample7_S1_BC085_N01,0,0.359,190,179,149,42832,43387,59122,5078,9,0.266,90338
N707_Exp28_Sample7_S1_BC086_N01,0,0.329,192,180,141,42856,43375,62132,3068,4,0.302,80941
N707_Exp28_Sample7_S1_BC087_N01,0,0.344,216,199,42550,198,43238,62768,38323,24,0.311,78629
N707_Exp28_Sample7_S1_BC088_N01,0,0.344,198,178,322,42374,43165,71700,7838,13,0.398,64131
N707_Exp28_Sample7_S1_BC089_N01,0,0.305,213,199,42016,138,42631,63076,69271,34,0.324,74886
N707_Exp28_Sample7_S1_BC090_N01,0,0.355,195,186,42098,92,42558,58803,40818,28,0.276,85759
N707_Exp28_Sample7_S1_BC091_N01,0,0.317,216,195,41692,109,42374,74254,86209,27,0.429,59375
N707_Exp28_Sample7_S1_BC092_N01,0,0.337,193,175,120,41694,42241,63317,10682,6,0.333,72563
N707_Exp28_Sample7_S1_BC093_N01,0,0.34,196,175,127,40888,41538,70616,7204,7,0.412,60095
N707_Exp28_Sample7_S1_BC094_N01,0,0.409,197,178,105,40970,41525,65908,6022,18,0.37,65393
N707_Exp28_Sample7_S1_BC095_N01,0,0.34,218,200,40352,331,41152,67675,55733,25,0.392,61884
N707_Exp28_Sample7_S1_BC096_N01,0,0.335,198,182,19772,20927,41149,54045,35700,16,0.239,94407
N707_Exp28_Sample7_S1_BC097_N01,0,0.34,203,182,126,40493,41099,67305,10887,8,0.389,62126
N707_Exp28_Sample7_S1_BC098_N01,0,0.348,184,172,109,40363,40860,53985,4968,8,0.243,92187
N707_Exp28_Sample7_S1_BC099_N01,0,0.294,211,190,357,39742,40657,51022,4731,7,0.203,107923
N707_Exp28_Sample7_S1_BC100_N03,0,0.351,187,174,193,67697,65686,105757,8186,35,0.379,101472
N707_Exp28_Sample7_S1_BC101_N01,0,0.316,208,194,39658,162,40243,55162,94879,38,0.27,82616
N707_Exp28_Sample7_S1_BC102_N01,0,0.386,201,181,205,39416,40191,60258,5174,12,0.333,69015
N707_Exp28_Sample7_S1_BC103_N01,0,0.31,211,188,220,39321,40059,66728,10129,1,0.4,59319
N707_Exp28_Sample7_S1_BC104_N01,0,0.298,225,204,39365,127,39972,56904,44291,40,0.298,75524
N707_Exp28_Sample7_S1_BC105_N02,0,0.319,219,199,39615,84,40184,57202,62781,34,0.298,75934
N707_Exp28_Sample7_S1_BC106_N01,0,0.315,202,193,39066,129,39579,50051,45748,36,0.209,102268
N707_Exp28_Sample7_S1_BC107_N01,0,0.287,235,205,115,38662,39514,59825,4989,6,0.34,66769
N707_Exp28_Sample7_S1_BC108_N01,0,0.314,217,198,38728,275,39459,62126,35141,24,0.365,62843
N707_Exp28_Sample7_S1_BC109_N01,0,0.32,222,195,88,38677,39426,60219,2936,6,0.345,65694
N707_Exp28_Sample7_S1_BC110_N01,0,0.375,206,188,127,38826,39401,54107,3120,3,0.272,80538
N707_Exp28_Sample7_S1_BC111_N01,0,0.342,211,191,154,38716,39339,53262,4275,8,0.261,83217
N707_Exp28_Sample7_S1_BC112_N03,0,0.274,196,179,74,44139,44316,56833,2628,7,0.22,109288
N707_Exp28_Sample7_S1_BC113_N04,0,0.313,206,187,120,61922,57874,92173,3380,18,0.372,90712
N707_Exp28_Sample7_S1_BC114_N01,0,0.342,189,176,18874,19671,38889,48864,21010,19,0.204,102772
N707_Exp28_Sample7_S1_BC115_N01,0,0.267,213,197,79,38347,38853,49698,2230,11,0.218,96622
N707_Exp28_Sample7_S1_BC116_N01,0,0.319,193,180,167,38264,38799,53434,5494,5,0.274,78776
N707_Exp28_Sample7_S1_BC117_N01,0,0.321,225,205,38147,75,38752,63396,66762,27,0.389,58653
N707_Exp28_Sample7_S1_BC118_N01,0,0.28,231,208,93,38030,38624,51711,3764,11,0.253,84081
N707_Exp28_Sample7_S1_BC119_N01,0,0.293,209,191,292,37678,38364,57867,4896,5,0.337,65222
N707_Exp28_Sample7_S1_BC120_N04,0,0.354,194,176,210,67555,60963,112874,3634,11,0.46,81166
N707_Exp28_Sample7_S1_BC121_N01,0,0.308,156,154,37504,87,37879,53658,61909,38,0.294,72300
N707_Exp28_Sample7_S1_BC122_N03,0,0.347,193,181,168,38299,38447,55134,5369,6,0.303,71588
N707_Exp28_Sample7_S1_BC123_N01,0,0.282,214,192,160,37085,37757,58476,9317,7,0.354,61589
N707_Exp28_Sample7_S1_BC124_N01,0,0.367,214,199,37079,103,37622,57718,43422,23,0.348,62258
N707_Exp28_Sample7_S1_BC125_N01,0,0.255,226,209,37047,90,37577,55361,56496,32,0.321,66510
N707_Exp28_Sample7_S1_BC126_N01,0,0.316,213,193,36964,116,37531,56796,42010,32,0.339,63467
N707_Exp28_Sample7_S1_BC127_N01,0,0.37,207,190,37061,76,37491,53790,56160,26,0.303,69739
N707_Exp28_Sample7_S1_BC128_N01,0,0.332,201,189,36750,107,37298,49282,65040,51,0.243,84135
N707_Exp28_Sample7_S1_BC129_N01,0,0.306,216,196,185,36606,37206,52855,3561,7,0.296,70600
N707_Exp28_Sample7_S1_BC130_N01,0,0.336,186,170,8339,28106,36788,49933,34743,19,0.263,77339
N707_Exp28_Sample7_S1_BC131_N01,0,0.373,192,173,138,36209,36763,55892,4897,14,0.342,61707
N707_Exp28_Sample7_S1_BC132_N01,0,0.285,178,153,10295,25863,36598,50929,4433,6,0.281,72574
N707_Exp28_Sample7_S1_BC133_N01,0,0.304,208,185,1225,34881,36552,57132,13511,7,0.36,58823
N707_Exp28_Sample7_S1_BC134_N01,0,0.38,205,189,35806,284,36482,58793,123939,52,0.379,56288
N707_Exp28_Sample7_S1_BC135_N01,0,0.351,208,191,35783,80,36235,51056,43757,16,0.29,69939
N707_Exp28_Sample7_S1_BC136_N01,0,0.344,209,194,35711,93,36191,52671,91258,47,0.313,65503
N707_Exp28_Sample7_S1_BC137_N01,0,0.331,201,186,35567,111,35992,63274,51613,15,0.431,50270
N707_Exp28_Sample7_S1_BC138_N01,0,0.343,214,191,205,35261,35921,52706,6720,4,0.318,64046
N707_Exp28_Sample7_S1_BC139_N01,0,0.313,209,189,137,35226,35751,52661,6363,7,0.321,63299
N707_Exp28_Sample7_S1_BC140_N01,0,0.329,220,194,100,35035,35683,53549,5901,7,0.334,61179
N707_Exp28_Sample7_S1_BC141_N01,0,0.268,223,209,35262,48,35672,46676,43082,16,0.236,82732
N707_Exp28_Sample7_S1_BC142_N04,0,0.322,204,183,470,55257,46480,86631,6827,14,0.463,61537
N707_Exp28_Sample7_S1_BC143_N01,0,0.364,188,173,161,35047,35558,50990,4410,9,0.303,66211
N707_Exp28_Sample7_S1_BC144_N01,0,0.293,206,186,152,34765,35332,48216,7340,6,0.267,73307
N707_Exp28_Sample7_S1_BC145_N01,0,0.325,202,189,34783,166,35292,58776,80416,22,0.4,52272
N707_Exp28_Sample7_S1_BC146_N03,0,0.387,202,183,193,35284,35372,59980,3831,8,0.41,51320
N707_Exp28_Sample7_S1_BC147_N01,0,0.287,218,197,137,34532,35081,58162,4556,4,0.397,52238
N707_Exp28_Sample7_S1_BC148_N03,0,0.331,205,186,170,43529,42824,73066,8277,10,0.414,61710
N707_Exp28_Sample7_S1_BC149_N01,0,0.359,192,173,92,34544,35007,52123,6366,13,0.328,60824
N707_Exp28_Sample7_S1_BC150_N01,0,0.361,197,177,104,34580,35003,50135,5143,10,0.302,65330
N707_Exp28_Sample7_S1_BC151_N01,0,0.413,210,190,34212,131,34853,54535,54238,35,0.361,56001
N707_Exp28_Sample7_S1_BC152_N02,0,0.343,204,190,58815,104,59786,84259,50485,28,0.29,115341
N707_Exp28_Sample7_S1_BC153_N01,0,0.406,203,181,129,33832,34440,55450,7127,16,0.379,53203
N707_Exp28_Sample7_S1_BC154_N01,0,0.348,201,188,33931,58,34323,48436,38924,24,0.291,66035
N707_Exp28_Sample7_S1_BC155_N01,0,0.364,211,193,33865,62,34254,50102,19352,7,0.316,61426
N707_Exp28_Sample7_S1_BC156_N01,0,0.318,199,186,270,33528,34126,48971,2635,8,0.303,63457
N707_Exp28_Sample7_S1_BC157_N04,0,0.28,199,182,1637,60812,57756,92843,5461,12,0.378,89407
N707_Exp28_Sample7_S1_BC158_N01,0,0.338,212,191,141,33234,33841,46668,3197,7,0.275,68498
N707_Exp28_Sample7_S1_BC159_N01,0,0.354,188,176,11199,22363,33826,43609,35820,24,0.224,82040
N707_Exp28_Sample7_S1_BC160_N01,0,0.322,205,189,33234,135,33784,50944,44892,24,0.337,57463
N707_Exp28_Sample7_S1_BC161_N03,0,0.338,209,198,45795,136,42490,74662,79669,41,0.431,59374
N707_Exp28_Sample7_S1_BC162_N03,0,0.173,184,180,70846,140,69790,100571,39002,44,0.306,128711
N707_Exp28_Sample7_S1_BC163_N02,0,0.305,214,203,33745,205,34341,53639,130718,47,0.36,55320
N707_Exp28_Sample7_S1_BC164_N05,0,0.384,202,186,219,51743,44110,84374,13898,13,0.477,57189
N707_Exp28_Sample7_S1_BC165_N01,0,0.324,212,195,32857,211,33386,52788,69767,26,0.368,52855
N707_Exp28_Sample7_S1_BC166_N01,0,0.312,199,182,88,32925,33369,45355,5335,8,0.264,69913
N707_Exp28_Sample7_S1_BC167_N01,0,0.323,209,188,142,32784,33320,58497,8531,1,0.43,46602
N707_Exp28_Sample7_S1_BC168_N01,0,0.312,208,186,526,31968,32949,54837,7115,3,0.399,48840
N707_Exp28_Sample7_S1_BC169_N01,0,0.338,206,182,155,32124,32744,55606,7926,6,0.411,47429
N707_Exp28_Sample7_S1_BC170_N01,0,0.361,209,187,360,31995,32713,47830,8815,4,0.316,58703
N707_Exp28_Sample7_S1_BC171_N01,0,0.358,210,189,134,32128,32682,47699,6249,12,0.315,58841
N707_Exp28_Sample7_S1_BC172_N01,0,0.288,206,195,31602,383,32291,41456,36264,26,0.221,79360
N707_Exp28_Sample7_S1_BC173_N01,0,0.373,222,203,31623,79,32163,51291,28085,11,0.373,50323
N707_Exp28_Sample7_S1_BC174_N01,0,0.388,206,185,94,31444,31955,46963,3229,10,0.32,56808
N707_Exp28_Sample7_S1_BC175_N01,0,0.324,201,185,31252,104,31728,56311,34546,16,0.437,43902
N707_Exp28_Sample7_S1_BC176_N01,0,0.346,225,198,116,30996,31707,47760,2093,4,0.336,54027
N707_Exp28_Sample7_S1_BC177_N01,0,0.329,214,191,213,31019,31663,48332,3784,6,0.345,52810
N707_Exp28_Sample7_S1_BC178_N01,0,0.319,212,192,31123,144,31653,46988,35071,27,0.326,55282
N707_Exp28_Sample7_S1_BC179_N02,0,0.306,212,188,82,31845,32453,46272,5009,6,0.299,61124
N707_Exp28_Sample7_S1_BC180_N01,0,0.349,210,189,450,30630,31429,44555,2120,4,0.295,59895
N707_Exp28_Sample7_S1_BC181_N01,0,0.325,216,199,31026,58,31412,42804,50817,17,0.266,65405
N707_Exp28_Sample7_S1_BC182_N01,0,0.307,215,195,30824,78,31298,49250,77943,30,0.365,49884
N707_Exp28_Sample7_S1_BC183_N01,0,0.369,213,197,30839,131,31279,46570,48382,20,0.328,54352
N707_Exp28_Sample7_S1_BC184_N01,0,0.286,236,209,30476,253,31233,46870,41756,27,0.334,53551
N707_Exp28_Sample7_S1_BC185_N04,0,0.313,201,181,156,46433,42179,75540,17167,15,0.442,57860
N707_Exp28_Sample7_S1_BC186_N01,0,0.373,218,199,30529,98,31118,46441,38368,26,0.33,53852
N707_Exp28_Sample7_S1_BC187_N01,0,0.363,208,193,30609,95,31043,41325,53148,23,0.249,68608
N707_Exp28_Sample7_S1_BC188_N01,0,0.344,214,200,30608,95,31023,43728,49957,33,0.291,59833
N707_Exp28_Sample7_S1_BC189_N03,0,0.337,197,175,1302,30907,32430,48652,6996,7,0.333,55631
N707_Exp28_Sample7_S1_BC190_N01,0,0.279,208,189,152,30546,30968,44887,4783,3,0.31,56479
N707_Exp28_Sample7_S1_BC191_N01,0,0.333,200,188,30490,100,30842,39688,36256,21,0.223,75241
N707_Exp28_Sample7_S1_BC192_N01,0,0.383,205,193,30441,75,30825,46321,35520,17,0.335,52731
N707_Exp28_Sample7_S1_BC193_N01,0,0.289,215,199,30024,275,30617,44525,37119,16,0.312,55493
N707_Exp28_Sample7_S1_BC194_N01,0,0.297,218,196,29898,118,30463,46562,50032,24,0.346,50703
N707_Exp28_Sample7_S1_BC195_N01,0,0.32,187,165,201,29866,30389,51851,8683,6,0.414,43790
N707_Exp28_Sample7_S1_BC196_N01,0,0.372,183,170,101,29999,30380,39800,6362,6,0.237,70210
N707_Exp28_Sample7_S1_BC197_N01,0,0.311,186,171,29720,226,30343,49730,46382,13,0.39,45822
N707_Exp28_Sample7_S1_BC198_N01,0,0.319,201,180,120,29792,30278,42514,4123,6,0.288,58877
N707_Exp28_Sample7_S1_BC199_N06,0,0.369,178,175,49299,32042,75633,100693,55673,54,0.249,167117
N707_Exp28_Sample7_S1_BC200_N04,0,0.384,202,184,108,38855,36875,58082,9114,11,0.365,58693
N707_Exp28_Sample7_S1_BC201_N02,0,0.338,208,188,150,30007,30500,41587,13345,13,0.267,63410
N707_Exp28_Sample7_S1_BC202_N01,0,0.292,197,182,134,28968,29340,39085,3415,11,0.249,64724
N707_Exp28_Sample7_S1_BC203_N02,0,0.392,176,162,536,51748,52833,76385,8105,25,0.308,96825
N707_Exp28_Sample7_S1_BC204_N01,0,0.326,211,192,28807,68,29232,45779,50686,16,0.361,46911
N707_Exp28_Sample7_S1_BC205_N01,0,0.281,223,204,28618,99,29149,45610,65240,30,0.361,46836
N707_Exp28_Sample7_S1_BC206_N01,0,0.304,222,198,62,28332,28966,44652,6921,4,0.351,47583
N707_Exp28_Sample7_S1_BC207_N01,0,0.269,237,214,28252,163,28877,49070,25088,14,0.412,41799
N707_Exp28_Sample7_S1_BC208_N01,0,0.324,215,192,81,28281,28798,41354,2377,5,0.304,53476
N707_Exp28_Sample7_S1_BC209_N01,0,0.326,216,197,28257,108,28723,41451,39612,28,0.307,52826
N707_Exp28_Sample7_S1_BC210_N01,0,0.345,195,179,135,28334,28722,38243,5458,8,0.249,63444
N707_Exp28_Sample7_S1_BC211_N01,0,0.34,211,194,28075,84,28491,38858,48383,19,0.267,59196
N707_Exp28_Sample7_S1_BC212_N01,0,0.35,214,189,126,27901,28435,46110,5281,9,0.383,43520
N707_Exp28_Sample7_S1_BC213_N01,0,0.356,198,185,27850,176,28343,41010,50560,32,0.309,51865
N707_Exp28_Sample7_S1_BC214_N01,0,0.305,202,186,178,27817,28307,37224,5309,5,0.24,64717
N707_Exp28_Sample7_S1_BC215_N01,0,0.307,224,204,27782,71,28246,43746,42147,15,0.354,46074
N707_Exp28_Sample7_S1_BC216_N01,0,0.318,202,183,78,27777,28197,39105,2670,13,0.279,56343
N707_Exp28_Sample7_S1_BC217_N01,0,0.382,195,170,27632,241,28193,39772,13707,17,0.291,54280
N707_Exp28_Sample7_S1_BC218_N01,0,0.399,178,174,27632,134,27956,38986,26931,13,0.283,55176
N707_Exp28_Sample7_S1_BC219_N01,0,0.361,211,193,27546,77,27913,37817,29054,19,0.262,58950
N707_Exp28_Sample7_S1_BC220_N01,0,0.339,214,193,27480,83,27860,41025,45279,14,0.321,49355
N707_Exp28_Sample7_S1_BC221_N01,0,0.36,198,179,64,27400,27789,37209,2734,5,0.253,60476
N707_Exp28_Sample7_S1_BC222_N01,0,0.279,219,200,32,27349,27712,36304,4456,4,0.237,64048
N707_Exp28_Sample7_S1_BC223_N02,0,0.327,194,179,115,27842,28296,37502,4048,17,0.245,63292
N707_Exp28_Sample7_S1_BC224_N01,0,0.332,204,187,122,27254,27667,40338,2710,2,0.314,49908
N707_Exp28_Sample7_S1_BC225_N01,0,0.311,223,198,239,26904,27628,40041,12834,4,0.31,50399
N707_Exp28_Sample7_S1_BC226_N01,0,0.366,191,179,76,27256,27589,34987,3773,12,0.211,70604
N707_Exp28_Sample7_S1_BC227_N01,0,0.3,207,186,73,27181,27579,38301,2365,6,0.28,54937
N707_Exp28_Sample7_S1_BC228_N01,0,0.311,221,205,25282,1932,27531,39905,43007,33,0.31,50212
N707_Exp28_Sample7_S1_BC229_N01,0,0.344,189,175,82,27117,27488,36927,5887,14,0.256,59312
N707_Exp28_Sample7_S1_BC230_N03,0,0.335,197,191,41051,82,39870,59929,62601,33,0.335,68174
N707_Exp28_Sample7_S1_BC231_N01,0,0.276,200,190,27043,60,27313,36314,34424,27,0.248,60569
N707_Exp28_Sample7_S1_BC232_N01,0,0.328,223,201,26837,63,27297,42496,35471,14,0.358,44186
N707_Exp28_Sample7_S1_BC233_N04,0,0.343,213,195,48335,144,43962,77095,57027,50,0.43,61554
N707_Exp28_Sample7_S1_BC234_N01,0,0.326,200,179,88,26812,27217,42134,4549,1,0.354,44425
N707_Exp28_Sample7_S1_BC235_N01,0,0.308,223,204,26672,110,27205,40897,46936,21,0.335,46509
N707_Exp28_Sample7_S1_BC236_N04,0,0.34,216,202,49963,162,46393,75045,52835,40,0.382,71232
N707_Exp28_Sample7_S1_BC237_N01,0,0.296,225,202,26589,51,27056,41482,30691,14,0.348,44817
N707_Exp28_Sample7_S1_BC238_N02,0,0.326,221,195,125,26897,27522,42574,3327,4,0.354,44974
N707_Exp28_Sample7_S1_BC239_N01,0,0.404,160,155,73,26702,26985,34026,2957,11,0.207,70433
N707_Exp28_Sample7_S1_BC240_N01,0,0.322,226,199,121,26271,26825,40277,6446,8,0.334,45952
N707_Exp28_Sample7_S1_BC241_N04,0,0.352,196,178,240,41497,32371,76330,8465,9,0.576,37119
N707_Exp28_Sample7_S1_BC242_N01,0,0.372,195,185,26229,113,26575,35804,70290,26,0.258,56918
N707_Exp28_Sample7_S1_BC243_N04,0,0.393,183,170,157,43157,35122,72764,8169,7,0.517,43077
N707_Exp28_Sample7_S1_BC244_N01,0,0.3,202,181,97,25739,26114,36575,1903,9,0.286,51056
N707_Exp28_Sample7_S1_BC245_N01,0,0.318,228,209,25356,92,25771,39279,71776,33,0.344,43085
