DropBarcode,FRIP,tssProportion,meanInsertSize,medianInsertSize,nHumanReads,nMouseReads,uniqueNuclearFrags,totalNuclearFrags,totalMitoFrags,totalNCfilteredFrags,duplicateProportion,librarySize
N707_Exp28_Sample7_S1_BC246_N01,0,0.324,187,175,245,25280,25770,33182,3402,7,0.223,62744
N707_Exp28_Sample7_S1_BC247_N01,0,0.36,207,188,124,25243,25640,36619,11733,7,0.3,48130
N707_Exp28_Sample7_S1_BC248_N01,0,0.362,207,196,25176,103,25480,33175,24013,18,0.232,59964
N707_Exp28_Sample7_S1_BC249_N03,0,0.289,191,185,36127,198,35494,51040,42338,25,0.305,65732
N707_Exp28_Sample7_S1_BC250_N01,0,0.27,222,204,89,25052,25427,31920,2354,2,0.203,67414
N707_Exp28_Sample7_S1_BC251_N03,0,0.369,185,178,39285,146,38488,54192,63365,46,0.29,74399
N707_Exp28_Sample7_S1_BC252_N01,0,0.421,210,194,24878,72,25299,34383,27439,14,0.264,53018
N707_Exp28_Sample7_S1_BC253_N01,0,0.292,221,200,24628,276,25275,39157,46713,20,0.355,41209
N707_Exp28_Sample7_S1_BC254_N01,0,0.372,223,201,65,24698,25091,37423,2707,4,0.33,43467
N707_Exp28_Sample7_S1_BC255_N01,0,0.307,218,197,78,24441,24881,36805,4381,5,0.324,43724
N707_Exp28_Sample7_S1_BC256_N01,0,0.329,211,195,24539,72,24878,35668,32563,24,0.303,46342
N707_Exp28_Sample7_S1_BC257_N01,0,0.308,203,185,24293,113,24749,40136,52766,31,0.383,37875
N707_Exp28_Sample7_S1_BC258_N01,0,0.321,201,185,20838,3549,24732,36622,44356,30,0.325,43384
N707_Exp28_Sample7_S1_BC259_N01,0,0.405,186,178,24367,94,24668,35823,39021,9,0.311,44829
N707_Exp28_Sample7_S1_BC260_N01,0,0.34,215,195,23748,361,24487,38029,714,4,0.356,39779
N707_Exp28_Sample7_S1_BC261_N01,0,0.375,209,192,23970,116,24337,37595,43617,24,0.353,39852
N707_Exp28_Sample7_S1_BC262_N01,0,0.343,201,180,337,23656,24328,34574,2560,5,0.296,46126
N707_Exp28_Sample7_S1_BC263_N01,0,0.315,210,193,23860,70,24210,36540,43445,34,0.337,41118
N707_Exp28_Sample7_S1_BC264_N01,0,0.356,184,170,82,23920,24209,34508,4893,11,0.298,45622
N707_Exp28_Sample7_S1_BC265_N03,0,0.342,201,185,117,32772,32736,41223,4299,6,0.206,85841
N707_Exp28_Sample7_S1_BC266_N01,0,0.296,205,189,124,23713,24079,29901,2402,6,0.195,66455
N707_Exp28_Sample7_S1_BC267_N01,0,0.304,212,195,23715,59,24040,31800,33883,10,0.244,54059
N707_Exp28_Sample7_S1_BC268_N01,0,0.348,186,173,115,23658,23996,32236,960,6,0.256,51777
N707_Exp28_Sample7_S1_BC269_N02,0,0.328,188,166,3402,20598,24295,41658,3707,1,0.417,34822
N707_Exp28_Sample7_S1_BC270_N01,0,0.317,219,197,64,23544,23919,33184,1679,2,0.279,47756
N707_Exp28_Sample7_S1_BC271_N01,0,0.322,203,185,23373,79,23739,40580,43108,17,0.415,34138
N707_Exp28_Sample7_S1_BC272_N01,0,0.247,203,178,23357,78,23650,38966,12411,16,0.393,35483
N707_Exp28_Sample7_S1_BC273_N01,0,0.322,236,210,22956,94,23602,39769,90742,30,0.407,34488
N707_Exp28_Sample7_S1_BC274_N01,0,0.31,185,164,424,22904,23569,34838,4700,12,0.323,41473
N707_Exp28_Sample7_S1_BC275_N01,0,0.37,214,197,23146,95,23512,30393,29721,13,0.226,56554
N707_Exp28_Sample7_S1_BC276_N01,0,0.337,208,185,121,23064,23482,30543,3136,3,0.231,55428
N707_Exp28_Sample7_S1_BC277_N01,0,0.291,221,203,22772,417,23471,35464,60657,23,0.338,39790
N707_Exp28_Sample7_S1_BC278_N04,0,0.422,180,173,116,64342,63347,95012,5710,28,0.333,108708
N707_Exp28_Sample7_S1_BC279_N03,0,0.356,206,191,34446,670,34172,53257,53385,33,0.358,55226
N707_Exp28_Sample7_S1_BC280_N04,0,0.414,170,170,144,68905,64233,106202,3789,32,0.395,95963
N707_Exp28_Sample7_S1_BC281_N03,0,0.384,194,184,37479,146,36600,54107,79061,41,0.324,64387
N707_Exp28_Sample7_S1_BC282_N03,0,0.332,210,190,38913,238,38040,58079,54463,47,0.345,63424
N707_Exp28_Sample7_S1_BC283_N01,0,0.341,204,192,22161,80,22462,32414,33032,19,0.307,41315
N707_Exp28_Sample7_S1_BC284_N01,0,0.327,218,198,21926,74,22252,35008,47696,30,0.364,35477
N707_Exp28_Sample7_S1_BC285_N01,0,0.309,201,183,119,21855,22246,28606,4977,9,0.222,54394
N707_Exp28_Sample7_S1_BC286_N01,0,0.355,218,203,21834,66,22197,31767,32602,16,0.301,41496
N707_Exp28_Sample7_S1_BC287_N01,0,0.39,212,188,201,21578,22057,30769,4307,7,0.283,43504
N707_Exp28_Sample7_S1_BC288_N01,0,0.342,218,201,21666,41,21979,32067,38790,20,0.315,39597
N707_Exp28_Sample7_S1_BC289_N03,0,0.328,191,182,113,27079,26876,37368,3063,12,0.281,53398
N707_Exp28_Sample7_S1_BC290_N02,0,0.334,207,198,32053,99,32467,43960,50676,35,0.261,68672
N707_Exp28_Sample7_S1_BC291_N01,0,0.321,202,183,150,21485,21880,32966,5895,7,0.336,37267
N707_Exp28_Sample7_S1_BC292_N01,0,0.326,218,201,21531,62,21876,36933,49869,21,0.408,31895
N707_Exp28_Sample7_S1_BC293_N01,0,0.298,203,187,78,21525,21838,27997,2637,7,0.22,53911
N707_Exp28_Sample7_S1_BC294_N01,0,0.323,196,187,21495,84,21818,30633,47995,25,0.288,42432
N707_Exp28_Sample7_S1_BC295_N01,0,0.381,206,192,21043,510,21805,33255,46954,16,0.344,36418
N707_Exp28_Sample7_S1_BC296_N01,0,0.346,213,189,54,21388,21759,31047,3132,2,0.299,40922
N707_Exp28_Sample7_S1_BC297_N01,0,0.339,200,181,104,21340,21709,30429,5537,4,0.287,42372
N707_Exp28_Sample7_S1_BC298_N04,0,0.382,174,171,30131,95,28628,44912,40685,33,0.363,45826
N707_Exp28_Sample7_S1_BC299_N01,0,0.31,197,185,64,21380,21655,27415,3496,1,0.21,55741
N707_Exp28_Sample7_S1_BC300_N01,0,0.33,203,195,21313,104,21652,29635,37347,23,0.269,44607
N707_Exp28_Sample7_S1_BC301_N01,0,0.318,205,186,101,21238,21566,29709,2296,0,0.274,43759
N707_Exp28_Sample7_S1_BC302_N01,0,0.345,199,183,67,21278,21564,28289,2658,2,0.238,49640
N707_Exp28_Sample7_S1_BC303_N01,0,0.312,197,184,94,21215,21474,28799,3904,1,0.254,46540
N707_Exp28_Sample7_S1_BC304_N03,0,0.275,227,213,39163,126,38436,55501,44500,24,0.307,70608
N707_Exp28_Sample7_S1_BC305_N04,0,0.338,208,191,27942,134,26103,44812,59512,31,0.417,37365
N707_Exp28_Sample7_S1_BC306_N01,0,0.402,206,188,20785,143,21172,27793,34601,15,0.238,48645
N707_Exp28_Sample7_S1_BC307_N01,0,0.347,201,189,20807,139,21165,31335,84086,35,0.325,37138
N707_Exp28_Sample7_S1_BC308_N01,0,0.249,227,206,192,20582,21085,29680,3782,2,0.29,40782
N707_Exp28_Sample7_S1_BC309_N01,0,0.313,204,182,63,20612,20892,30567,3467,5,0.317,37444
N707_Exp28_Sample7_S1_BC310_N02,0,0.353,209,187,79,20872,21202,31145,4574,4,0.319,37724
N707_Exp28_Sample7_S1_BC311_N01,0,0.338,208,193,224,20221,20632,25907,2721,11,0.204,54653
N707_Exp28_Sample7_S1_BC312_N01,0,0.371,224,202,20017,56,20468,29746,20841,12,0.312,37144
N707_Exp28_Sample7_S1_BC313_N01,0,0.34,226,205,20067,89,20407,30833,35445,21,0.338,34599
N707_Exp28_Sample7_S1_BC314_N04,0,0.344,154,145,43682,1779,43774,64807,45498,52,0.325,76811
N707_Exp28_Sample7_S1_BC315_N07,0,0.376,181,168,118,44344,29904,64534,4972,11,0.537,35811
N707_Exp28_Sample7_S1_BC316_N01,0,0.353,219,197,19399,86,19736,28621,20854,9,0.31,35960
N707_Exp28_Sample7_S1_BC317_N03,0,0.34,226,202,30609,109,28168,53791,74474,28,0.476,36567
N707_Exp28_Sample7_S1_BC318_N01,0,0.31,217,197,19461,55,19721,26983,21277,10,0.269,40661
N707_Exp28_Sample7_S1_BC319_N01,0,0.351,200,182,202,19286,19714,29192,8549,6,0.325,34581
N707_Exp28_Sample7_S1_BC320_N01,0,0.365,200,186,19225,123,19574,25576,15939,13,0.235,45584
N707_Exp28_Sample7_S1_BC321_N01,0,0.344,210,194,19162,132,19518,31931,59678,26,0.389,29541
N707_Exp28_Sample7_S1_BC322_N01,0,0.27,190,179,18976,91,19421,26322,9636,17,0.262,40976
N707_Exp28_Sample7_S1_BC323_N01,0,0.331,220,202,18996,55,19317,28327,44858,25,0.318,34478
N707_Exp28_Sample7_S1_BC324_N02,0,0.334,213,186,63,19043,19435,26935,3200,3,0.278,38895
N707_Exp28_Sample7_S1_BC325_N01,0,0.324,216,202,18540,154,18930,31442,73483,34,0.398,28127
N707_Exp28_Sample7_S1_BC326_N01,0,0.322,192,169,3450,14969,18688,27524,1774,6,0.321,33095
N707_Exp28_Sample7_S1_BC327_N01,0,0.34,197,185,16046,2400,18661,25405,28222,14,0.265,38943
N707_Exp28_Sample7_S1_BC328_N01,0,0.336,219,200,18274,74,18614,29566,32043,12,0.37,29283
N707_Exp28_Sample7_S1_BC329_N01,0,0.406,204,190,18307,70,18601,25434,46396,24,0.269,38411
N707_Exp28_Sample7_S1_BC330_N01,0,0.299,188,177,153,18241,18568,23638,2356,4,0.214,46905
N707_Exp28_Sample7_S1_BC331_N01,0,0.058,213,185,18102,60,18533,32575,107210,38,0.431,25890
N707_Exp28_Sample7_S1_BC332_N04,0,0.342,204,184,355,28337,24003,45521,7764,13,0.473,31331
N707_Exp28_Sample7_S1_BC333_N01,0,0.275,215,200,17471,472,18174,31456,60183,38,0.422,25791
N707_Exp28_Sample7_S1_BC334_N01,0,0.365,214,193,17800,48,18124,30808,98,2,0.412,26224
N707_Exp28_Sample7_S1_BC335_N01,0,0.381,198,187,17846,49,18107,23197,20846,18,0.219,44805
N707_Exp28_Sample7_S1_BC336_N01,0,0.315,214,192,272,17518,18044,24233,1573,4,0.255,38964
N707_Exp28_Sample7_S1_BC337_N01,0,0.339,227,204,17676,46,18024,23990,16325,14,0.249,39852
N707_Exp28_Sample7_S1_BC338_N01,0,0.312,221,205,17582,149,17977,25008,26405,19,0.281,35675
N707_Exp28_Sample7_S1_BC339_N01,0,0.307,220,201,17672,72,17942,23891,34739,20,0.249,39626
N707_Exp28_Sample7_S1_BC340_N01,0,0.332,213,193,17636,74,17918,27157,30246,15,0.34,30225
N707_Exp28_Sample7_S1_BC341_N01,0,0.338,218,197,17515,57,17782,23694,19479,12,0.25,39201
N707_Exp28_Sample7_S1_BC342_N01,0,0.374,204,193,17486,101,17778,25758,35642,13,0.31,32449
N707_Exp28_Sample7_S1_BC343_N03,0,0.352,195,183,65,22531,22258,32019,1787,5,0.305,41189
N707_Exp28_Sample7_S1_BC344_N08,0,0.347,191,181,23971,73246,88171,136446,77540,98,0.354,143995
N707_Exp28_Sample7_S1_BC345_N03,0,0.316,216,201,30238,191,28700,46750,58691,30,0.386,43674
N707_Exp28_Sample7_S1_BC346_N01,0,0.32,212,197,17086,47,17322,23405,19848,11,0.26,36830
N707_Exp28_Sample7_S1_BC347_N01,0,0.34,220,198,16952,56,17289,25763,19780,10,0.329,29998
N707_Exp28_Sample7_S1_BC348_N01,0,0.326,184,163,54,17074,17259,22278,2701,7,0.225,41699
N707_Exp28_Sample7_S1_BC349_N01,0,0.337,191,177,386,16697,17234,22976,3780,5,0.25,37939
N707_Exp28_Sample7_S1_BC350_N02,0,0.385,197,185,25700,76,26075,37030,61807,38,0.296,49512
N707_Exp28_Sample7_S1_BC351_N01,0,0.376,209,195,16834,35,17065,23079,29631,18,0.261,36200
N707_Exp28_Sample7_S1_BC352_N01,0,0.332,212,192,16717,103,17063,25486,35985,18,0.33,29487
N707_Exp28_Sample7_S1_BC353_N03,0,0.333,194,178,361,21893,22078,29918,3419,11,0.262,46602
N707_Exp28_Sample7_S1_BC354_N02,0,0.359,218,199,115,20700,21170,27533,5764,24,0.231,49985
N707_Exp28_Sample7_S1_BC355_N01,0,0.446,181,168,16127,456,16781,24274,38306,23,0.309,30724
N707_Exp28_Sample7_S1_BC356_N01,0,0.373,212,194,16123,437,16761,26937,56644,22,0.378,25954
N707_Exp28_Sample7_S1_BC357_N01,0,0.359,218,202,16282,43,16574,22706,20878,21,0.27,34069
N707_Exp28_Sample7_S1_BC358_N01,0,0.395,213,197,16228,84,16508,24123,32956,14,0.316,29654
N707_Exp28_Sample7_S1_BC359_N01,0,0.322,212,196,16109,52,16364,23696,22738,7,0.309,29900
N707_Exp28_Sample7_S1_BC360_N01,0,0.338,213,194,33,16080,16334,20958,1609,4,0.221,40217
N707_Exp28_Sample7_S1_BC361_N01,0,0.338,201,181,53,16029,16289,23140,5757,6,0.296,30910
N707_Exp28_Sample7_S1_BC362_N01,0,0.293,218,201,15979,82,16271,22209,33164,12,0.267,33742
N707_Exp28_Sample7_S1_BC363_N01,0,0.313,213,202,15991,32,16190,19593,6718,6,0.174,49664
N707_Exp28_Sample7_S1_BC364_N07,0,0.478,115,104,114,62205,53070,85524,4401,30,0.379,81883
N707_Exp28_Sample7_S1_BC365_N03,0,0.361,199,181,188,21104,21235,26607,5720,6,0.202,56686
N707_Exp28_Sample7_S1_BC366_N02,0,0.343,204,188,24118,69,24497,34667,41606,26,0.293,46854
N707_Exp28_Sample7_S1_BC367_N01,0,0.299,214,199,15506,47,15754,21000,20275,13,0.25,34694
N707_Exp28_Sample7_S1_BC368_N01,0,0.347,190,174,60,15528,15748,20417,3925,1,0.229,37538
N707_Exp28_Sample7_S1_BC369_N01,0,0.335,214,193,15487,46,15717,20877,17791,14,0.247,34942
N707_Exp28_Sample7_S1_BC370_N01,0,0.266,204,185,15212,135,15710,25471,86439,45,0.383,24050
N707_Exp28_Sample7_S1_BC371_N01,0,0.349,226,208,15300,50,15608,21758,26531,6,0.283,30831
N707_Exp28_Sample7_S1_BC372_N01,0,0.45,195,179,15327,69,15599,23522,35645,8,0.337,26533
N707_Exp28_Sample7_S1_BC373_N03,0,0.348,205,186,23352,78,22704,37288,44800,21,0.391,34197
N707_Exp28_Sample7_S1_BC374_N01,0,0.434,218,198,15110,134,15487,23030,26941,14,0.328,26967
N707_Exp28_Sample7_S1_BC375_N01,0,0.365,198,178,15056,99,15360,24043,29200,15,0.361,24667
N707_Exp28_Sample7_S1_BC376_N03,0,0.49,187,174,31737,137,32934,53281,91589,41,0.382,50558
N707_Exp28_Sample7_S1_BC377_N03,0,0.394,203,187,25403,137,24972,36776,54865,31,0.321,44230
N707_Exp28_Sample7_S1_BC378_N01,0,0.179,158,131,8724,5776,15181,30108,57562,24,0.496,19163
N707_Exp28_Sample7_S1_BC379_N01,0,0.363,203,191,14919,62,15143,18758,10722,8,0.193,42190
N707_Exp28_Sample7_S1_BC380_N01,0,0.3,211,192,55,14810,15040,19397,1105,2,0.225,36435
N707_Exp28_Sample7_S1_BC381_N01,0,0.363,217,196,53,14717,14953,22444,2151,6,0.334,25629
N707_Exp28_Sample7_S1_BC382_N05,0,0.444,143,137,387,40991,41030,55868,1403,11,0.266,85587
N707_Exp28_Sample7_S1_BC383_N02,0,0.384,196,184,15057,57,15294,20494,27036,20,0.254,33218
N707_Exp28_Sample7_S1_BC384_N01,0,0.375,207,189,13942,615,14764,20297,21927,10,0.273,30100
N707_Exp28_Sample7_S1_BC385_N02,0,0.463,195,175,24289,120,24791,36546,76686,50,0.322,43832
N707_Exp28_Sample7_S1_BC386_N01,0,0.274,229,213,14424,45,14596,17230,11825,8,0.153,50451
N707_Exp28_Sample7_S1_BC387_N01,0,0.254,214,205,14246,153,14575,18970,30531,30,0.232,34337
N707_Exp28_Sample7_S1_BC388_N01,0,0.422,204,190,14101,176,14451,19186,27376,12,0.247,32170
N707_Exp28_Sample7_S1_BC389_N01,0,0.329,225,205,13996,116,14322,21939,50403,20,0.347,23756
N707_Exp28_Sample7_S1_BC390_N01,0,0.392,200,184,14010,74,14246,19980,34792,16,0.287,27771
N707_Exp28_Sample7_S1_BC391_N03,0,0.358,196,185,44,15291,15388,18871,744,2,0.185,44616
N707_Exp28_Sample7_S1_BC392_N01,0,0.386,217,195,20,13992,14191,18077,779,3,0.215,35775
N707_Exp28_Sample7_S1_BC393_N06,0,0.403,144,139,146,54005,51709,73476,2350,22,0.296,98071
N707_Exp28_Sample7_S1_BC394_N01,0,0.332,199,181,271,13548,13962,17934,2723,7,0.221,34258
N707_Exp28_Sample7_S1_BC395_N01,0,0.267,237,206,13171,398,13831,19688,71008,46,0.297,26137
N707_Exp28_Sample7_S1_BC396_N01,0,0.367,208,193,13387,85,13656,18638,26888,12,0.267,28325
N707_Exp28_Sample7_S1_BC397_N01,0,0.284,208,193,13377,98,13650,22358,53628,20,0.389,20628
N707_Exp28_Sample7_S1_BC398_N01,0,0.356,211,193,13354,141,13635,17515,37281,15,0.222,33449
N707_Exp28_Sample7_S1_BC399_N04,0,0.322,191,185,35800,134,32353,56349,63492,35,0.426,45616
N707_Exp28_Sample7_S1_BC400_N01,0,0.36,173,171,13215,42,13374,18802,22284,12,0.289,25937
N707_Exp28_Sample7_S1_BC401_N02,0,0.362,185,178,18739,70,19051,28794,36782,26,0.338,32282
N707_Exp28_Sample7_S1_BC402_N01,0,0.268,274,253,27,12880,13142,14807,690,6,0.112,60806
N707_Exp28_Sample7_S1_BC403_N01,0,0.262,269,244,50,12790,13043,14494,1443,4,0.1,67474
N707_Exp28_Sample7_S1_BC404_N01,0,0.305,213,194,12758,46,12991,17737,37750,17,0.268,26922
N707_Exp28_Sample7_S1_BC405_N01,0,0.321,216,196,12684,57,12956,19075,26154,22,0.321,22959
N707_Exp28_Sample7_S1_BC406_N01,0,0.286,228,203,12693,66,12927,17160,8819,4,0.247,28790
N707_Exp28_Sample7_S1_BC407_N01,0,0.334,201,179,193,12334,12682,21203,6055,2,0.402,18698
N707_Exp28_Sample7_S1_BC408_N07,0,0.405,127,116,198,45182,38024,62877,1778,13,0.395,56798
N707_Exp28_Sample7_S1_BC409_N03,0,0.332,199,181,119,23326,22816,32879,5251,7,0.306,42079
N707_Exp28_Sample7_S1_BC410_N01,0,0.362,197,179,103,12225,12440,16498,4657,6,0.246,27776
N707_Exp28_Sample7_S1_BC411_N01,0,0.36,211,196,12138,115,12413,17947,29719,18,0.308,22748
N707_Exp28_Sample7_S1_BC412_N01,0,0.353,209,194,12058,33,12242,16818,20709,9,0.272,25000
N707_Exp28_Sample7_S1_BC413_N01,0,0.268,217,194,666,11302,12110,15316,3122,2,0.209,31278
N707_Exp28_Sample7_S1_BC414_N01,0,0.318,221,200,11848,42,12064,16878,19207,15,0.285,23643
N707_Exp28_Sample7_S1_BC415_N01,0,0.351,207,183,51,11456,11657,17261,5076,0,0.325,20449
N707_Exp28_Sample7_S1_BC416_N01,0,0.475,132,107,40,11494,11629,13915,1005,4,0.164,37573
N707_Exp28_Sample7_S1_BC417_N04,0,0.429,175,174,26989,105,24281,41455,45965,36,0.414,34965
N707_Exp28_Sample7_S1_BC418_N01,0,0.343,225,206,11262,87,11506,15416,36341,21,0.254,24999
N707_Exp28_Sample7_S1_BC419_N01,0,0.331,208,200,11352,21,11499,14586,17131,13,0.212,29403
N707_Exp28_Sample7_S1_BC420_N01,0,0.286,223,206,10701,615,11479,15020,16894,10,0.236,26623
N707_Exp28_Sample7_S1_BC421_N03,0,0.43,200,185,26342,59,27459,38682,32761,25,0.29,53024
N707_Exp28_Sample7_S1_BC422_N01,0,0.343,212,198,10870,52,11050,13381,10844,8,0.174,33803
N707_Exp28_Sample7_S1_BC423_N01,0,0.347,204,186,10534,371,11033,15957,23467,12,0.309,20206
N707_Exp28_Sample7_S1_BC424_N01,0,0.343,208,198,10820,38,11000,14501,14704,9,0.241,24973
N707_Exp28_Sample7_S1_BC425_N01,0,0.39,204,191,10707,109,10957,17516,41216,12,0.374,17087
N707_Exp28_Sample7_S1_BC426_N01,0,0.329,224,206,10750,63,10952,14316,35596,17,0.235,25475
N707_Exp28_Sample7_S1_BC427_N05,0,0.402,136,129,283,35332,34244,50763,2469,9,0.325,59954
N707_Exp28_Sample7_S1_BC428_N01,0,0.399,188,172,70,10714,10878,13795,824,6,0.211,27838
N707_Exp28_Sample7_S1_BC429_N01,0,0.35,205,183,731,9993,10858,16840,7678,4,0.355,17674
N707_Exp28_Sample7_S1_BC430_N01,0,0.293,199,185,10585,40,10738,14219,19359,15,0.245,24077
N707_Exp28_Sample7_S1_BC431_N01,0,0.389,205,193,10555,9,10672,14712,20972,8,0.275,21619
N707_Exp28_Sample7_S1_BC432_N01,0,0.214,317,324,20,10348,10649,11863,530,3,0.102,53936
N707_Exp28_Sample7_S1_BC433_N01,0,0.423,184,169,10379,47,10527,15360,5882,5,0.315,18962
N707_Exp28_Sample7_S1_BC434_N02,0,0.404,208,180,97,15850,16225,22922,4520,5,0.292,31143
N707_Exp28_Sample7_S1_BC435_N01,0,0.335,197,187,10187,45,10343,13844,15625,15,0.253,22531
N707_Exp28_Sample7_S1_BC436_N01,0,0.329,261,237,10171,38,10331,11765,10742,6,0.122,44255
N707_Exp28_Sample7_S1_BC437_N01,0,0.319,200,189,10052,22,10195,13418,22080,18,0.24,23252
N707_Exp28_Sample7_S1_BC438_N02,0,0.477,195,178,16083,68,16327,22934,49587,22,0.288,31722
N707_Exp28_Sample7_S1_BC439_N01,0,0.349,218,202,9679,44,9837,13056,19295,12,0.247,21918
N707_Exp28_Sample7_S1_BC440_N01,0,0.369,196,187,9478,99,9675,12195,26088,13,0.207,25285
N707_Exp28_Sample7_S1_BC441_N01,0,0.28,189,171,24,9367,9495,12413,1343,2,0.235,22078
N707_Exp28_Sample7_S1_BC442_N01,0,0.308,233,216,6547,2821,9482,10540,13859,13,0.1,48925
N707_Exp28_Sample7_S1_BC443_N01,0,0.291,204,192,9093,105,9303,12394,24382,13,0.249,20518
N707_Exp28_Sample7_S1_BC444_N01,0,0.356,200,188,8985,16,9091,11507,19998,11,0.21,23416
N707_Exp28_Sample7_S1_BC445_N03,0,0.255,230,206,13079,50,12520,19894,29139,14,0.371,19686
N707_Exp28_Sample7_S1_BC446_N01,0,0.418,186,173,8592,59,8754,12089,24534,15,0.276,17662
N707_Exp28_Sample7_S1_BC447_N01,0,0.387,215,191,57,8440,8613,12085,2021,1,0.287,16774
N707_Exp28_Sample7_S1_BC448_N01,0,0.289,200,198,8285,23,8367,9972,9651,11,0.161,27557
N707_Exp28_Sample7_S1_BC449_N05,0,0.5,107,96,60,30567,29352,39407,897,14,0.255,63435
N707_Exp28_Sample7_S1_BC450_N01,0,0.371,190,177,2581,5596,8237,9387,2036,2,0.123,35114
N707_Exp28_Sample7_S1_BC451_N01,0,0.372,220,203,8101,34,8225,10858,14832,7,0.242,18600
N707_Exp28_Sample7_S1_BC452_N01,0,0.369,202,183,188,7821,8103,11862,3176,2,0.317,14508
N707_Exp28_Sample7_S1_BC453_N01,0,0.445,184,178,7336,34,7422,8765,7940,3,0.153,25599
N707_Exp28_Sample7_S1_BC454_N01,0,0.301,223,203,7247,20,7358,8907,6203,1,0.174,22544
N707_Exp28_Sample7_S1_BC455_N01,0,0.318,291,276,14,6882,7027,7626,517,0,0.079,45967
N707_Exp28_Sample7_S1_BC456_N01,0,0.573,104,90,6832,31,6900,9383,8259,8,0.265,14439
N707_Exp28_Sample7_S1_BC457_N01,0,0.245,182,155,2689,3996,6764,9302,540,0,0.273,13779
N707_Exp28_Sample7_S1_BC458_N01,0,0.062,181,148,33,6611,6749,11045,62,0,0.389,10210
N707_Exp28_Sample7_S1_BC459_N01,0,0.285,277,249,6236,30,6385,7120,9302,6,0.103,32069
N707_Exp28_Sample7_S1_BC460_N02,0,0.357,224,212,10694,50,10856,12284,11591,8,0.116,48656
N707_Exp28_Sample7_S1_BC461_N01,0,0.302,299,289,26,6005,6150,6668,833,5,0.078,40665
N707_Exp28_Sample7_S1_BC462_N01,0,0.367,181,168,32,5906,5981,7030,527,4,0.149,21149
N707_Exp28_Sample7_S1_BC463_N01,0,0.053,170,144,101,5696,5849,10732,26,1,0.455,7849
N707_Exp28_Sample7_S1_BC464_N01,0,0.311,194,173,5342,368,5800,8119,39844,25,0.286,11353
N707_Exp28_Sample7_S1_BC465_N04,0,0.443,176,174,16365,47,15507,23163,35380,19,0.331,26796
N707_Exp28_Sample7_S1_BC466_N01,0,0.321,211,198,5378,23,5460,6872,13362,8,0.205,14343
N707_Exp28_Sample7_S1_BC467_N01,0,0.419,187,173,5313,39,5421,8435,18432,5,0.357,8782
N707_Exp28_Sample7_S1_BC468_N01,0,0.264,287,261,5250,20,5391,6024,3830,3,0.105,26619
N707_Exp28_Sample7_S1_BC469_N01,0,0.501,159,161,45,4637,4750,5903,372,4,0.195,13071
N707_Exp28_Sample7_S1_BC470_N01,0,0.283,234,204,4377,144,4576,6106,7268,6,0.251,10050
N707_Exp28_Sample7_S1_BC471_N07,0,0.555,89,81,14450,6662,19977,27363,18033,21,0.27,41082
N707_Exp28_Sample7_S1_BC472_N01,0,0.28,211,193,45,4055,4133,5396,824,2,0.234,9648
N707_Exp28_Sample7_S1_BC473_N01,0,0.036,140,105,3932,26,3993,7598,40,0,0.474,5198
N707_Exp28_Sample7_S1_BC474_N01,0,0.294,218,190,76,3705,3844,6677,3686,2,0.424,5435
N707_Exp28_Sample7_S1_BC475_N01,0,0.278,286,269,4,3591,3669,3927,447,5,0.066,28562
N707_Exp28_Sample7_S1_BC476_N01,0,0.061,213,192,11,3583,3652,4933,0,1,0.26,7771
N707_Exp28_Sample7_S1_BC477_N01,0,0.159,238,211,3259,8,3320,5630,4827,1,0.41,4817
N707_Exp28_Sample7_S1_BC478_N01,0,0.067,177,144,3154,27,3225,5914,79,0,0.455,4330
N707_Exp28_Sample7_S1_BC479_N01,0,0.307,263,235,3085,24,3178,3710,8016,10,0.143,11667
N707_Exp28_Sample7_S1_BC480_N08,0,0.46,131,117,13180,1619,13672,21549,23794,16,0.366,21741
N707_Exp28_Sample7_S1_BC481_N01,0,0.354,204,186,2801,88,2925,3915,21024,12,0.253,6372
N707_Exp28_Sample7_S1_BC482_N01,0,0.17,118,105,2785,17,2832,4037,3055,1,0.298,5336
N707_Exp28_Sample7_S1_BC483_N01,0,0.061,141,120,63,2709,2813,5176,32,0,0.457,3765
N707_Exp28_Sample7_S1_BC484_N01,0,0.367,207,187,11,2605,2648,3102,388,1,0.146,9536
N707_Exp28_Sample7_S1_BC485_N01,0,0.176,369,382,2515,2,2629,2770,632,0,0.051,26277
N707_Exp28_Sample7_S1_BC486_N01,0,0.498,97,85,14,2457,2490,2952,67,2,0.157,8419
N707_Exp28_Sample7_S1_BC487_N01,0,0.377,137,127,288,2099,2415,2661,1125,1,0.092,13491
N707_Exp28_Sample7_S1_BC488_N01,0,0.08,172,135,81,2250,2370,4145,30,0,0.428,3327
N707_Exp28_Sample7_S1_BC489_N01,0,0.253,350,357,2264,16,2351,2524,2129,3,0.069,17561
N707_Exp28_Sample7_S1_BC490_N01,0,0.363,199,180,38,2176,2246,2885,1088,1,0.221,5511
N707_Exp28_Sample7_S1_BC491_N01,0,0.085,173,142,2196,16,2230,3331,176,0,0.331,3853
N707_Exp28_Sample7_S1_BC492_N01,0,0.317,335,340,2,2101,2201,2419,304,2,0.09,12602
N707_Exp28_Sample7_S1_BC493_N01,0,0.037,158,118,2169,6,2199,3868,2,0,0.431,3070
