DropBarcode,FRIP,tssProportion,meanInsertSize,medianInsertSize,nHumanReads,nMouseReads,uniqueNuclearFrags,totalNuclearFrags,totalMitoFrags,totalNCfilteredFrags,duplicateProportion,librarySize
N711_Exp28_Sample9_S1_BC0028_N01,0,0.29,178,176,584,92561,94077,105809,3368,25,0.111,441174
N711_Exp28_Sample9_S1_BC0029_N01,0,0.295,196,183,368,92429,93938,115626,3420,27,0.188,268336
N711_Exp28_Sample9_S1_BC0030_N01,0,0.24,208,192,92452,325,93782,115668,17736,31,0.189,265741
N711_Exp28_Sample9_S1_BC0031_N01,0,0.235,214,200,91953,299,93599,111601,17208,52,0.161,307631
N711_Exp28_Sample9_S1_BC0032_N01,0,0.226,193,188,57782,34781,93505,105577,7898,29,0.114,425760
N711_Exp28_Sample9_S1_BC0033_N01,0,0.19,194,190,90838,441,92234,104346,21406,47,0.116,413975
N711_Exp28_Sample9_S1_BC0034_N01,0,0.275,193,183,522,90497,92145,111863,1893,34,0.176,278807
N711_Exp28_Sample9_S1_BC0035_N01,0,0.253,194,189,90547,345,91913,102567,16044,67,0.104,458895
N711_Exp28_Sample9_S1_BC0036_N01,0,0.236,197,190,90437,354,91883,104421,24511,40,0.12,399276
N711_Exp28_Sample9_S1_BC0037_N01,0,0.238,207,189,89830,488,91611,108235,19982,84,0.154,315260
N711_Exp28_Sample9_S1_BC0038_N01,0,0.258,202,188,253,90064,91315,106192,1081,27,0.14,342707
N711_Exp28_Sample9_S1_BC0039_N01,0,0.242,208,195,89989,279,91244,107829,11678,34,0.154,313582
N711_Exp28_Sample9_S1_BC0040_N01,0,0.297,195,183,401,89407,90999,112820,1871,23,0.193,252691
N711_Exp28_Sample9_S1_BC0041_N01,0,0.253,201,187,371,89213,90729,116211,2998,16,0.219,224644
N711_Exp28_Sample9_S1_BC0042_N01,0,0.283,187,179,365,88982,90271,107907,3949,18,0.163,293073
N711_Exp28_Sample9_S1_BC0043_N01,0,0.241,193,187,89090,232,90096,106623,25666,44,0.155,307392
N711_Exp28_Sample9_S1_BC0044_N01,0,0.261,209,196,88615,249,89976,109000,20388,36,0.175,274762
N711_Exp28_Sample9_S1_BC0045_N01,0,0.281,188,184,88537,262,89796,102265,25014,50,0.122,384535
N711_Exp28_Sample9_S1_BC0046_N01,0,0.177,209,197,88090,230,89421,101150,13598,34,0.116,401743
N711_Exp28_Sample9_S1_BC0047_N01,0,0.242,204,188,535,87492,89166,102914,2194,13,0.134,350066
N711_Exp28_Sample9_S1_BC0048_N01,0,0.182,172,167,87239,232,88465,106016,27849,23,0.166,283782
N711_Exp28_Sample9_S1_BC0049_N01,0,0.246,196,184,905,85211,87256,96264,3272,33,0.094,481748
N711_Exp28_Sample9_S1_BC0050_N01,0,0.234,194,188,86128,276,87232,100389,19786,42,0.131,348738
N711_Exp28_Sample9_S1_BC0051_N01,0,0.244,203,189,282,85534,86963,102312,1707,14,0.15,305958
N711_Exp28_Sample9_S1_BC0052_N01,0,0.24,180,177,304,85316,86462,93472,2073,20,0.075,591619
N711_Exp28_Sample9_S1_BC0053_N01,0,0.271,189,181,240,84929,86087,102706,2332,28,0.162,282115
N711_Exp28_Sample9_S1_BC0054_N01,0,0.281,194,183,364,84502,85708,101894,1746,33,0.159,285772
N711_Exp28_Sample9_S1_BC0055_N01,0,0.312,198,185,223,84018,85236,98269,1553,20,0.133,336938
N711_Exp28_Sample9_S1_BC0056_N01,0,0.241,201,187,267,83748,85164,104848,3623,14,0.188,243071
N711_Exp28_Sample9_S1_BC0057_N01,0,0.265,217,200,82651,345,84313,101561,15297,43,0.17,264100
N711_Exp28_Sample9_S1_BC0058_N01,0,0.273,199,187,237,81926,83225,98044,2548,13,0.151,290756
N711_Exp28_Sample9_S1_BC0059_N01,0,0.249,196,189,81822,257,82941,96989,13265,36,0.145,301635
N711_Exp28_Sample9_S1_BC0060_N01,0,0.258,198,186,201,80793,81827,97572,1824,20,0.161,268844
N711_Exp28_Sample9_S1_BC0061_N01,0,0.242,196,183,300,80330,81776,101342,2817,13,0.193,227454
N711_Exp28_Sample9_S1_BC0062_N01,0,0.254,204,195,80366,329,81605,95534,15312,53,0.146,294931
N711_Exp28_Sample9_S1_BC0063_N01,0,0.266,206,192,80264,300,81584,97936,26681,44,0.167,259636
N711_Exp28_Sample9_S1_BC0064_N01,0,0.222,215,195,79720,244,81478,102165,19959,43,0.202,216928
N711_Exp28_Sample9_S1_BC0065_N01,0,0.281,196,186,486,79265,80678,95683,3366,28,0.157,272267
N711_Exp28_Sample9_S1_BC0066_N01,0,0.235,211,197,79195,243,80620,92666,17267,44,0.13,324816
N711_Exp28_Sample9_S1_BC0067_N01,0,0.287,211,192,320,78627,80269,95708,1165,25,0.161,263809
N711_Exp28_Sample9_S1_BC0068_N01,0,0.245,208,191,79004,259,80226,92652,15834,39,0.134,313792
N711_Exp28_Sample9_S1_BC0069_N01,0,0.249,190,182,255,78864,80004,92060,2352,25,0.131,320079
N711_Exp28_Sample9_S1_BC0070_N01,0,0.286,190,182,283,78521,79570,89547,1961,29,0.111,371419
N711_Exp28_Sample9_S1_BC0071_N01,0,0.257,201,187,78009,380,79229,95789,32304,51,0.173,244093
N711_Exp28_Sample9_S1_BC0072_N01,0,0.296,180,176,277,78095,79132,94912,2753,25,0.166,252832
N711_Exp28_Sample9_S1_BC0073_N01,0,0.258,206,189,328,77579,79025,99028,4668,29,0.202,210868
N711_Exp28_Sample9_S1_BC0074_N01,0,0.293,201,187,236,77660,78914,92736,3177,13,0.149,279349
N711_Exp28_Sample9_S1_BC0075_N01,0,0.246,217,198,76551,976,78824,96694,18635,49,0.185,228268
N711_Exp28_Sample9_S1_BC0076_N01,0,0.256,205,191,391,77485,78756,92379,1490,23,0.147,281600
N711_Exp28_Sample9_S1_BC0077_N01,0,0.347,200,191,77035,355,78540,97304,24669,51,0.193,218693
N711_Exp28_Sample9_S1_BC0078_N01,0,0.255,207,191,77168,202,78379,94178,15861,34,0.168,248339
N711_Exp28_Sample9_S1_BC0079_N01,0,0.242,207,194,77206,201,78290,90994,10906,39,0.14,294783
N711_Exp28_Sample9_S1_BC0080_N01,0,0.241,192,182,309,76700,78045,97677,2872,18,0.201,209206
N711_Exp28_Sample9_S1_BC0081_N01,0,0.24,215,194,76585,236,78025,93033,24911,44,0.161,256426
N711_Exp28_Sample9_S1_BC0082_N01,0,0.248,200,187,275,76813,78005,90135,2841,29,0.135,304113
N711_Exp28_Sample9_S1_BC0083_N01,0,0.253,220,195,427,75305,77550,98384,1720,27,0.212,198194
N711_Exp28_Sample9_S1_BC0084_N01,0,0.28,209,192,249,75670,77309,95084,2497,13,0.187,221522
N711_Exp28_Sample9_S1_BC0085_N01,0,0.262,187,185,76379,172,77248,85897,20490,32,0.101,397400
N711_Exp28_Sample9_S1_BC0086_N01,0,0.257,203,194,76073,291,77158,90486,13967,45,0.147,276195
N711_Exp28_Sample9_S1_BC0087_N01,0,0.266,194,187,76037,267,77016,91650,23760,41,0.16,255553
N711_Exp28_Sample9_S1_BC0088_N01,0,0.229,200,186,192,75814,76857,91401,2417,18,0.159,255851
N711_Exp28_Sample9_S1_BC0089_N01,0,0.297,152,162,174,75644,76626,83778,1092,32,0.085,462342
N711_Exp28_Sample9_S1_BC0090_N01,0,0.28,191,184,9555,65800,76156,88891,5239,19,0.143,279834
N711_Exp28_Sample9_S1_BC0091_N01,0,0.248,205,189,297,74750,75959,93976,1726,24,0.192,212644
N711_Exp28_Sample9_S1_BC0092_N01,0,0.261,191,184,183,74911,75839,86279,1657,32,0.121,327136
N711_Exp28_Sample9_S1_BC0093_N01,0,0.27,172,173,299,74502,75434,85501,1988,22,0.118,333991
N711_Exp28_Sample9_S1_BC0094_N01,0,0.24,203,188,193,73690,75020,88394,2640,11,0.151,261841
N711_Exp28_Sample9_S1_BC0095_N01,0,0.257,206,191,217,73346,74519,84982,2702,12,0.123,316168
N711_Exp28_Sample9_S1_BC0096_N01,0,0.222,203,189,204,73459,74512,90315,1811,17,0.175,227002
N711_Exp28_Sample9_S1_BC0097_N01,0,0.241,193,184,220,73390,74474,87670,3106,20,0.151,261204
N711_Exp28_Sample9_S1_BC0098_N01,0,0.275,195,182,2129,71178,74339,86370,6526,33,0.139,280510
N711_Exp28_Sample9_S1_BC0099_N01,0,0.195,211,193,464,72789,74268,87676,1330,12,0.153,256622
N711_Exp28_Sample9_S1_BC0100_N01,0,0.227,207,189,296,72574,74041,89248,3478,31,0.17,231212
N711_Exp28_Sample9_S1_BC0101_N01,0,0.244,204,187,286,72538,73839,91838,4980,16,0.196,202564
N711_Exp28_Sample9_S1_BC0102_N01,0,0.24,215,202,72539,263,73809,86126,20125,45,0.143,271665
N711_Exp28_Sample9_S1_BC0103_N02,0,0.256,197,191,119209,314,120873,146520,26392,51,0.175,368115
N711_Exp28_Sample9_S1_BC0104_N01,0,0.24,205,194,72225,238,73325,84900,18996,54,0.136,282367
N711_Exp28_Sample9_S1_BC0105_N01,0,0.247,213,199,71568,601,73248,86609,14128,36,0.154,251029
N711_Exp28_Sample9_S1_BC0106_N01,0,0.256,219,200,71644,228,73213,86872,10310,30,0.157,246468
N711_Exp28_Sample9_S1_BC0107_N01,0,0.275,200,188,71781,272,72908,90361,20698,51,0.193,202712
N711_Exp28_Sample9_S1_BC0108_N01,0,0.223,210,196,71252,372,72679,86694,30962,47,0.162,238384
N711_Exp28_Sample9_S1_BC0109_N01,0,0.308,170,173,71093,790,72453,84163,18356,39,0.139,273693
N711_Exp28_Sample9_S1_BC0110_N01,0,0.244,187,180,216,71210,72184,87771,1230,25,0.178,216905
N711_Exp28_Sample9_S1_BC0111_N01,0,0.26,194,184,370,70922,72168,87067,3563,24,0.171,224466
N711_Exp28_Sample9_S1_BC0112_N01,0,0.231,210,193,280,70451,71875,85154,1442,23,0.156,243842
N711_Exp28_Sample9_S1_BC0113_N01,0,0.272,202,193,70508,244,71619,87088,20125,33,0.178,215165
N711_Exp28_Sample9_S1_BC0114_N01,0,0.241,207,191,303,70207,71391,87278,1500,21,0.182,209665
N711_Exp28_Sample9_S1_BC0115_N01,0,0.283,199,186,254,70273,71389,82221,4683,19,0.132,283997
N711_Exp28_Sample9_S1_BC0116_N01,0,0.231,199,187,472,70116,71344,82988,2198,20,0.14,267369
N711_Exp28_Sample9_S1_BC0117_N01,0,0.214,203,192,68389,1841,70980,80393,17796,38,0.117,315948
N711_Exp28_Sample9_S1_BC0118_N01,0,0.296,210,194,69563,263,70884,83543,28163,57,0.152,247057
N711_Exp28_Sample9_S1_BC0119_N01,0,0.264,202,195,69830,332,70860,83204,21984,43,0.148,251935
N711_Exp28_Sample9_S1_BC0120_N01,0,0.246,208,193,69640,213,70751,82139,12921,27,0.139,268161
N711_Exp28_Sample9_S1_BC0121_N01,0,0.239,209,196,69624,275,70729,82193,10996,46,0.139,266561
N711_Exp28_Sample9_S1_BC0122_N01,0,0.254,190,181,221,69700,70724,87031,3284,22,0.187,202224
N711_Exp28_Sample9_S1_BC0123_N01,0,0.254,212,194,69372,272,70678,84356,17378,46,0.162,231171
N711_Exp28_Sample9_S1_BC0124_N01,0,0.321,202,188,364,69409,70627,82762,899,24,0.147,253903
N711_Exp28_Sample9_S1_BC0125_N01,0,0.274,217,197,68886,297,70520,84921,12258,33,0.17,221196
N711_Exp28_Sample9_S1_BC0126_N01,0,0.223,204,189,69471,279,70501,84574,14744,36,0.166,225079
N711_Exp28_Sample9_S1_BC0127_N01,0,0.251,206,190,349,68971,70192,83670,1081,18,0.161,230996
N711_Exp28_Sample9_S1_BC0128_N01,0,0.248,205,190,31500,37855,70146,79030,6626,22,0.112,324647
N711_Exp28_Sample9_S1_BC0129_N01,0,0.227,200,188,194,69062,70015,79674,1780,13,0.121,301470
N711_Exp28_Sample9_S1_BC0130_N01,0,0.271,189,181,199,69120,69938,80400,1537,21,0.13,281510
N711_Exp28_Sample9_S1_BC0131_N01,0,0.263,210,199,68903,214,69869,84428,11690,37,0.172,215764
N711_Exp28_Sample9_S1_BC0132_N01,0,0.264,193,182,252,68848,69859,80719,2441,31,0.135,272422
N711_Exp28_Sample9_S1_BC0133_N02,0,0.242,191,187,121248,336,123054,150618,21365,65,0.183,359603
N711_Exp28_Sample9_S1_BC0134_N01,0,0.278,197,190,38673,30188,69697,79119,11047,35,0.119,305259
N711_Exp28_Sample9_S1_BC0135_N01,0,0.238,207,196,68622,266,69679,80862,19790,26,0.138,264723
N711_Exp28_Sample9_S1_BC0136_N01,0,0.246,192,185,24055,44881,69620,77987,10569,22,0.107,336961
N711_Exp28_Sample9_S1_BC0137_N01,0,0.199,205,191,285,68502,69575,82867,1659,17,0.16,229879
N711_Exp28_Sample9_S1_BC0138_N01,0,0.115,200,187,68621,201,69555,83872,4415,15,0.171,216835
N711_Exp28_Sample9_S1_BC0139_N01,0,0.272,207,196,68185,255,69270,83203,12448,52,0.167,219843
N711_Exp28_Sample9_S1_BC0140_N01,0,0.271,184,181,34372,34205,69196,77845,5926,27,0.111,323861
N711_Exp28_Sample9_S1_BC0141_N01,0,0.2,213,194,67698,194,68963,82752,4983,36,0.167,219883
N711_Exp28_Sample9_S1_BC0142_N01,0,0.232,215,199,67710,215,68837,84965,17649,21,0.19,194483
N711_Exp28_Sample9_S1_BC0143_N01,0,0.225,214,199,67647,199,68790,85130,19031,34,0.192,192369
N711_Exp28_Sample9_S1_BC0144_N01,0,0.264,179,179,67874,198,68666,79289,15639,45,0.134,268836
N711_Exp28_Sample9_S1_BC0145_N01,0,0.294,213,194,322,66906,68469,82035,2165,23,0.165,219864
N711_Exp28_Sample9_S1_BC0146_N01,0,0.239,212,194,386,66718,68257,84118,1597,18,0.189,194036
N711_Exp28_Sample9_S1_BC0147_N01,0,0.288,194,187,27873,39549,68190,77505,8157,34,0.12,296050
N711_Exp28_Sample9_S1_BC0148_N01,0,0.28,183,175,404,66926,68060,77660,2942,13,0.124,287660
N711_Exp28_Sample9_S1_BC0149_N01,0,0.262,191,183,212,67133,68010,77061,2261,21,0.117,301828
N711_Exp28_Sample9_S1_BC0150_N01,0,0.278,205,188,313,66669,67987,79249,1738,9,0.142,251737
N711_Exp28_Sample9_S1_BC0151_N01,0,0.221,206,191,249,66705,67967,80255,3909,14,0.153,234583
N711_Exp28_Sample9_S1_BC0152_N01,0,0.289,182,181,67123,197,67965,75545,16670,17,0.1,350827
N711_Exp28_Sample9_S1_BC0153_N01,0,0.28,210,196,66660,283,67789,81450,11983,26,0.168,214826
N711_Exp28_Sample9_S1_BC0154_N01,0,0.253,205,189,369,66339,67705,82152,2203,14,0.176,205304
N711_Exp28_Sample9_S1_BC0155_N01,0,0.247,212,197,66256,321,67685,80703,9913,29,0.161,222459
N711_Exp28_Sample9_S1_BC0156_N01,0,0.276,201,194,66612,232,67458,77338,11701,76,0.128,276321
N711_Exp28_Sample9_S1_BC0157_N01,0,0.223,213,195,66302,222,67294,82273,11735,33,0.182,197596
N711_Exp28_Sample9_S1_BC0158_N01,0,0.288,202,186,248,66137,67243,82611,1581,16,0.186,193551
N711_Exp28_Sample9_S1_BC0159_N01,0,0.248,206,191,66227,236,67204,83878,16572,40,0.199,181974
N711_Exp28_Sample9_S1_BC0160_N02,0,0.32,177,174,503,123463,125368,146020,2885,51,0.141,466301
N711_Exp28_Sample9_S1_BC0161_N01,0,0.274,168,175,66150,178,66851,75003,12082,32,0.109,319553
N711_Exp28_Sample9_S1_BC0162_N01,0,0.253,205,190,277,65284,66790,82067,2815,29,0.186,192128
N711_Exp28_Sample9_S1_BC0163_N01,0,0.228,201,187,203,65754,66686,77370,1322,13,0.138,253712
N711_Exp28_Sample9_S1_BC0164_N01,0,0.249,202,189,187,65608,66620,76196,2126,20,0.126,277175
N711_Exp28_Sample9_S1_BC0165_N01,0,0.218,217,200,65137,227,66448,72599,12168,30,0.085,403878
N711_Exp28_Sample9_S1_BC0166_N01,0,0.243,208,191,288,65313,66375,80861,1492,25,0.179,197838
N711_Exp28_Sample9_S1_BC0167_N01,0,0.227,200,187,213,65322,66301,79407,2258,15,0.165,213287
N711_Exp28_Sample9_S1_BC0168_N01,0,0.277,214,197,64394,292,65850,79532,15765,30,0.172,203806
N711_Exp28_Sample9_S1_BC0169_N01,0,0.23,213,199,64795,242,65771,75212,12725,35,0.126,273956
N711_Exp28_Sample9_S1_BC0170_N01,0,0.226,218,200,64503,208,65656,77288,17887,24,0.151,230301
N711_Exp28_Sample9_S1_BC0171_N01,0,0.244,206,195,64194,258,65089,75411,12992,36,0.137,249714
N711_Exp28_Sample9_S1_BC0172_N01,0,0.269,198,185,346,63891,65088,77069,2333,10,0.155,221460
N711_Exp28_Sample9_S1_BC0173_N01,0,0.237,194,185,305,64007,64946,75777,1800,18,0.143,239168
N711_Exp28_Sample9_S1_BC0174_N01,0,0.195,216,199,63667,237,64919,79502,26584,27,0.183,189309
N711_Exp28_Sample9_S1_BC0175_N01,0,0.292,195,186,186,63901,64699,76177,1083,23,0.151,226698
N711_Exp28_Sample9_S1_BC0176_N01,0,0.248,213,201,63400,192,64456,76974,10003,23,0.163,210238
N711_Exp28_Sample9_S1_BC0177_N01,0,0.328,207,196,63236,292,64448,81802,276,19,0.212,164437
N711_Exp28_Sample9_S1_BC0178_N01,0,0.236,215,194,194,63220,64366,74059,1431,16,0.131,257656
N711_Exp28_Sample9_S1_BC0179_N01,0,0.26,222,202,62847,238,64297,76182,15837,31,0.156,218045
N711_Exp28_Sample9_S1_BC0180_N01,0,0.264,197,188,63065,326,64055,73596,23229,46,0.13,258745
N711_Exp28_Sample9_S1_BC0181_N01,0,0.246,209,189,280,62765,63986,76636,937,20,0.165,205820
N711_Exp28_Sample9_S1_BC0182_N01,0,0.265,210,191,241,62661,63968,78966,1949,22,0.19,180630
N711_Exp28_Sample9_S1_BC0183_N01,0,0.224,207,193,62769,197,63691,74147,13686,28,0.141,237556
N711_Exp28_Sample9_S1_BC0184_N01,0,0.249,222,201,62149,230,63663,75139,13085,37,0.153,220244
N711_Exp28_Sample9_S1_BC0185_N01,0,0.272,195,184,210,62698,63626,77579,2437,21,0.18,188951
N711_Exp28_Sample9_S1_BC0186_N01,0,0.209,218,202,62298,176,63567,76813,14383,20,0.172,196301
N711_Exp28_Sample9_S1_BC0187_N01,0,0.24,198,191,36156,26609,63483,69557,10391,45,0.087,374730
N711_Exp28_Sample9_S1_BC0188_N01,0,0.28,205,197,62431,337,63432,72706,9681,19,0.128,260210
N711_Exp28_Sample9_S1_BC0189_N01,0,0.247,208,191,62205,269,63181,79462,11731,41,0.205,166407
N711_Exp28_Sample9_S1_BC0190_N01,0,0.289,197,184,296,62105,63072,74322,4088,36,0.151,220045
N711_Exp28_Sample9_S1_BC0191_N01,0,0.247,207,196,61928,193,63005,73406,11757,27,0.142,233940
N711_Exp28_Sample9_S1_BC0192_N01,0,0.254,201,191,61938,194,62807,71640,10897,31,0.123,266112
N711_Exp28_Sample9_S1_BC0193_N01,0,0.224,200,188,188,61817,62770,73508,2443,17,0.146,226452
N711_Exp28_Sample9_S1_BC0194_N01,0,0.27,201,191,61849,261,62751,70723,12736,64,0.113,289661
N711_Exp28_Sample9_S1_BC0195_N01,0,0.236,204,188,212,61585,62558,73842,1000,14,0.153,216312
N711_Exp28_Sample9_S1_BC0196_N01,0,0.263,189,184,23805,38065,62457,68140,8423,19,0.083,385460
N711_Exp28_Sample9_S1_BC0197_N01,0,0.306,186,182,28724,33095,62418,69100,13781,23,0.097,333864
N711_Exp28_Sample9_S1_BC0198_N01,0,0.287,203,192,61641,157,62399,72792,11074,27,0.143,230026
N711_Exp28_Sample9_S1_BC0199_N01,0,0.213,195,183,203,61453,62363,72036,938,14,0.134,243639
N711_Exp28_Sample9_S1_BC0200_N01,0,0.239,203,193,61491,161,62327,70949,11705,31,0.122,267751
N711_Exp28_Sample9_S1_BC0201_N01,0,0.27,216,199,60871,241,62092,72792,17971,26,0.147,222691
N711_Exp28_Sample9_S1_BC0202_N01,0,0.248,212,194,60603,259,61935,75575,19083,29,0.18,183336
N711_Exp28_Sample9_S1_BC0203_N01,0,0.278,155,165,145,60985,61652,71929,237,16,0.143,227121
N711_Exp28_Sample9_S1_BC0204_N02,0,0.25,206,194,87645,290,89070,106121,24299,40,0.161,293823
N711_Exp28_Sample9_S1_BC0205_N01,0,0.22,217,198,60291,210,61530,75128,20852,51,0.181,181657
N711_Exp28_Sample9_S1_BC0206_N01,0,0.243,206,191,332,60357,61470,76603,4099,12,0.198,167404
N711_Exp28_Sample9_S1_BC0207_N01,0,0.262,196,186,34485,26276,61390,68170,1451,26,0.099,319589
N711_Exp28_Sample9_S1_BC0208_N01,0,0.274,193,188,141,60175,60951,67375,1843,24,0.095,330480
N711_Exp28_Sample9_S1_BC0209_N01,0,0.26,190,187,59936,174,60708,66013,22333,34,0.08,388405
N711_Exp28_Sample9_S1_BC0210_N01,0,0.27,212,197,59719,174,60690,71351,15843,23,0.149,214337
N711_Exp28_Sample9_S1_BC0211_N01,0,0.212,194,187,192,59826,60571,68747,522,24,0.119,265625
N711_Exp28_Sample9_S1_BC0212_N01,0,0.285,183,180,195,59669,60463,67676,1343,20,0.107,294501
N711_Exp28_Sample9_S1_BC0213_N01,0,0.238,202,186,875,58746,60429,73633,1935,20,0.179,179952
N711_Exp28_Sample9_S1_BC0214_N01,0,0.234,212,192,59023,192,60207,72976,12421,32,0.175,183422
N711_Exp28_Sample9_S1_BC0215_N01,0,0.293,192,181,194,59312,60109,69465,2156,19,0.135,234161
N711_Exp28_Sample9_S1_BC0216_N01,0,0.255,208,191,237,58801,60015,75353,2007,19,0.204,159021
N711_Exp28_Sample9_S1_BC0217_N01,0,0.297,200,187,258,58988,59929,68451,1245,22,0.124,251584
N711_Exp28_Sample9_S1_BC0218_N01,0,0.261,209,194,756,58227,59841,70861,923,33,0.156,203537
N711_Exp28_Sample9_S1_BC0219_N01,0,0.169,221,201,58684,163,59680,71347,13903,24,0.164,193659
N711_Exp28_Sample9_S1_BC0220_N01,0,0.258,210,192,58758,175,59666,70095,13800,29,0.149,211564
N711_Exp28_Sample9_S1_BC0221_N01,0,0.188,221,198,58407,189,59648,69818,11609,22,0.146,215767
N711_Exp28_Sample9_S1_BC0222_N01,0,0.254,202,192,58343,417,59413,74283,13484,23,0.2,159851
N711_Exp28_Sample9_S1_BC0223_N01,0,0.246,211,196,58268,176,59220,69343,12445,14,0.146,213776
N711_Exp28_Sample9_S1_BC0224_N01,0,0.245,200,188,157,58297,59152,67037,735,15,0.118,262155
N711_Exp28_Sample9_S1_BC0225_N01,0,0.277,175,176,15304,43189,59012,64922,3416,31,0.091,334602
N711_Exp28_Sample9_S1_BC0226_N01,0,0.299,180,177,13107,45326,58995,64294,2928,23,0.082,368308
N711_Exp28_Sample9_S1_BC0227_N01,0,0.261,205,189,623,57511,58980,71645,2121,18,0.177,177985
N711_Exp28_Sample9_S1_BC0228_N01,0,0.262,209,191,259,57810,58864,70160,1254,15,0.161,193809
N711_Exp28_Sample9_S1_BC0229_N01,0,0.26,202,188,463,57617,58799,69217,1829,14,0.151,206235
N711_Exp28_Sample9_S1_BC0230_N01,0,0.252,201,192,57924,183,58748,66361,9204,40,0.115,266656
N711_Exp28_Sample9_S1_BC0231_N01,0,0.226,180,170,16050,41809,58675,69614,1750,10,0.157,197637
N711_Exp28_Sample9_S1_BC0232_N01,0,0.242,200,187,235,57749,58613,67333,1854,15,0.13,236996
N711_Exp28_Sample9_S1_BC0233_N01,0,0.288,205,191,184,57630,58592,70689,2626,16,0.171,182232
N711_Exp28_Sample9_S1_BC0234_N01,0,0.27,208,193,57450,229,58585,71720,22674,33,0.183,171086
N711_Exp28_Sample9_S1_BC0235_N01,0,0.244,197,185,232,57709,58548,72392,3359,16,0.191,164284
N711_Exp28_Sample9_S1_BC0236_N01,0,0.234,212,196,56964,729,58514,66964,7002,21,0.126,242511
N711_Exp28_Sample9_S1_BC0237_N02,0,0.272,183,180,48605,40689,90109,103185,13993,48,0.127,371950
N711_Exp28_Sample9_S1_BC0238_N01,0,0.254,219,199,57204,247,58416,71307,11780,29,0.181,172655
N711_Exp28_Sample9_S1_BC0239_N01,0,0.262,203,195,57214,207,58140,66970,21508,37,0.132,231111
N711_Exp28_Sample9_S1_BC0240_N01,0,0.253,188,183,217,57240,57970,63970,1197,13,0.094,319339
N711_Exp28_Sample9_S1_BC0241_N01,0,0.23,208,194,57105,152,57842,69552,11750,19,0.168,182653
