DropBarcode,FRIP,tssProportion,meanInsertSize,medianInsertSize,nHumanReads,nMouseReads,uniqueNuclearFrags,totalNuclearFrags,totalMitoFrags,totalNCfilteredFrags,duplicateProportion,librarySize
N719_Exp77_sample15_S1_BC0085_N04,0,0.395,204,190,371,220376,199781,489380,6567,342,0.592,225536
N719_Exp77_sample15_S1_BC0086_N04,0,0.381,208,191,511,308275,229635,729316,6818,1115,0.685,241402
N719_Exp77_sample15_S1_BC0087_N02,0,0.339,213,195,462,234375,240131,594100,7573,579,0.596,270057
N719_Exp77_sample15_S1_BC0088_N01,0,0.31,206,189,355,165603,168009,496448,18984,225,0.662,179245
N719_Exp77_sample15_S1_BC0089_N01,0,0.259,231,210,164882,624,167765,352184,132608,241,0.524,204120
N719_Exp77_sample15_S1_BC0090_N01,0,0.266,210,203,165584,468,167505,316349,135543,204,0.471,219374
N719_Exp77_sample15_S1_BC0091_N01,0,0.321,205,191,362,164761,167185,401987,3574,237,0.584,190142
N719_Exp77_sample15_S1_BC0092_N02,0,0.22,235,211,275739,810,281171,592670,9470,318,0.526,341272
N719_Exp77_sample15_S1_BC0093_N02,0,0.328,201,184,487,234857,241223,681436,18491,512,0.646,260183
N719_Exp77_sample15_S1_BC0094_N01,0,0.305,217,202,162468,451,165212,386526,181800,191,0.573,190095
N719_Exp77_sample15_S1_BC0095_N02,0,0.324,216,198,407,261683,266789,542854,16151,548,0.509,330987
N719_Exp77_sample15_S1_BC0096_N03,0,0.355,213,196,518,309317,288404,720010,5020,815,0.599,323254
N719_Exp77_sample15_S1_BC0097_N03,0,0.359,212,197,525,323844,301716,756235,2616,673,0.601,337684
N719_Exp77_sample15_S1_BC0098_N02,0,0.349,200,186,405,227485,231237,497585,3001,527,0.535,277360
N719_Exp77_sample15_S1_BC0099_N02,0,0.371,209,191,212,176777,180015,370277,8789,322,0.514,221785
N719_Exp77_sample15_S1_BC0100_N01,0,0.435,211,193,318,160782,163298,419156,11421,360,0.61,181239
N719_Exp77_sample15_S1_BC0101_N02,0,0.424,213,196,383,178835,181554,391635,13593,347,0.536,217471
N719_Exp77_sample15_S1_BC0102_N02,0,0.389,198,186,232,208317,215670,429873,13875,513,0.498,271301
N719_Exp77_sample15_S1_BC0103_N02,0,0.378,213,195,355,207242,211985,531623,14560,476,0.601,237209
N719_Exp77_sample15_S1_BC0104_N03,0,0.371,213,193,584,294203,308865,723771,8607,961,0.573,355134
N719_Exp77_sample15_S1_BC0105_N01,0,0.352,209,194,273,159500,161448,368497,4339,269,0.562,187875
N719_Exp77_sample15_S1_BC0106_N01,0,0.327,213,192,298,158824,161401,444739,16361,261,0.637,175255
N719_Exp77_sample15_S1_BC0107_N02,0,0.28,222,206,192031,846,197472,550728,342211,479,0.641,213716
N719_Exp77_sample15_S1_BC0108_N01,0,0.321,225,208,157576,622,160521,401013,102672,257,0.6,179874
N719_Exp77_sample15_S1_BC0109_N03,0,0.367,200,181,612,239827,193918,763701,48538,760,0.746,198113
N719_Exp77_sample15_S1_BC0110_N02,0,0.044,194,153,194444,547,199803,662933,15092,73,0.699,208473
N719_Exp77_sample15_S1_BC0111_N02,0,0.302,231,207,175382,649,179059,378887,151909,342,0.527,216843
N719_Exp77_sample15_S1_BC0112_N02,0,0.318,207,190,337,174953,179156,580799,6325,399,0.692,187651
N719_Exp77_sample15_S1_BC0113_N02,0,0.356,218,197,356,210491,214655,500142,6169,521,0.571,247436
N719_Exp77_sample15_S1_BC0114_N02,0,0.278,223,207,219523,724,224370,550155,356468,421,0.592,253198
N719_Exp77_sample15_S1_BC0115_N03,0,0.249,222,208,184686,697,168310,364917,183744,420,0.539,201044
N719_Exp77_sample15_S1_BC0116_N01,0,0.336,204,195,156726,681,159011,263543,200887,256,0.397,236872
N719_Exp77_sample15_S1_BC0117_N01,0,0.345,205,190,293,156783,159000,425820,17741,242,0.627,174081
N719_Exp77_sample15_S1_BC0118_N02,0,0.291,222,199,326,187574,192743,519336,4567,348,0.629,210640
N719_Exp77_sample15_S1_BC0119_N01,0,0.402,203,189,350,156395,158472,372919,14121,298,0.575,181877
N719_Exp77_sample15_S1_BC0120_N01,0,0.32,220,202,155726,607,158424,421764,244638,260,0.624,173764
N719_Exp77_sample15_S1_BC0121_N03,0,0.256,230,211,244712,730,231499,503104,229848,451,0.54,276168
N719_Exp77_sample15_S1_BC0122_N01,0,0.333,212,194,376,155790,158016,457382,8777,235,0.655,169401
N719_Exp77_sample15_S1_BC0123_N01,0,0.252,230,212,155330,511,157902,330822,154829,205,0.523,192348
N719_Exp77_sample15_S1_BC0124_N02,0,0.316,212,193,378,199937,203945,501701,9752,459,0.593,229860
N719_Exp77_sample15_S1_BC0125_N02,0,0.387,203,188,427,253739,258766,599401,25015,457,0.568,299071
N719_Exp77_sample15_S1_BC0126_N02,0,0.377,206,194,447,243267,249095,540831,18188,440,0.539,297312
N719_Exp77_sample15_S1_BC0127_N03,0,0.301,203,190,491,301528,282080,737029,5923,652,0.617,311228
N719_Exp77_sample15_S1_BC0128_N01,0,0.335,215,196,377,154131,156377,421400,4965,330,0.629,170891
N719_Exp77_sample15_S1_BC0129_N02,0,0.371,210,196,337,165154,167952,417874,514,344,0.598,188484
N719_Exp77_sample15_S1_BC0130_N04,0,0.295,214,196,469,275380,226416,634465,12265,550,0.643,244729
N719_Exp77_sample15_S1_BC0131_N04,0,0.322,207,193,364,191108,175395,460506,6127,366,0.619,193217
N719_Exp77_sample15_S1_BC0132_N03,0,0.229,229,217,243294,650,203225,742648,282193,387,0.726,209240
N719_Exp77_sample15_S1_BC0133_N02,0,0.25,227,208,226305,671,231496,539431,431544,353,0.571,266838
N719_Exp77_sample15_S1_BC0134_N03,0,0.336,208,196,183363,147689,321354,665852,237755,2476,0.517,394112
N719_Exp77_sample15_S1_BC0135_N01,0,0.422,191,185,566,152155,154575,418418,11594,1526,0.631,168699
N719_Exp77_sample15_S1_BC0136_N02,0,0.384,207,194,284,168032,170813,377838,3437,367,0.548,201876
N719_Exp77_sample15_S1_BC0137_N01,0,0.301,198,184,769,150966,153280,376811,5726,334,0.593,172802
N719_Exp77_sample15_S1_BC0138_N03,0,0.382,203,188,546,315953,296898,757076,18441,742,0.608,330265
N719_Exp77_sample15_S1_BC0139_N01,0,0.367,214,195,317,150976,153001,417412,8532,194,0.633,166602
N719_Exp77_sample15_S1_BC0140_N01,0,0.408,210,190,270,150130,152650,462988,8336,374,0.67,161931
N719_Exp77_sample15_S1_BC0141_N02,0,0.284,218,201,232883,714,237610,547678,292737,353,0.566,275241
N719_Exp77_sample15_S1_BC0142_N01,0,0.37,206,187,332,150098,152475,465229,21687,364,0.672,161544
N719_Exp77_sample15_S1_BC0143_N02,0,0.429,205,186,363,249294,254428,565797,6187,657,0.55,299878
N719_Exp77_sample15_S1_BC0144_N01,0,0.411,198,184,293,150100,151900,350285,9164,277,0.566,175919
N719_Exp77_sample15_S1_BC0145_N01,0,0.357,201,185,284,149268,151247,303767,5709,245,0.502,189273
N719_Exp77_sample15_S1_BC0146_N04,0,0.389,191,180,596,377912,316801,879487,34895,1140,0.64,343287
N719_Exp77_sample15_S1_BC0147_N04,0,0.279,219,206,211029,709,189163,470789,206496,422,0.598,212264
N719_Exp77_sample15_S1_BC0148_N02,0,0.305,209,196,379,244984,249608,582309,8346,380,0.571,287567
N719_Exp77_sample15_S1_BC0149_N04,0,0.295,226,206,185371,614,168867,441218,305455,376,0.617,186317
N719_Exp77_sample15_S1_BC0150_N02,0,0.265,230,211,198850,614,203374,480277,239771,380,0.577,233054
N719_Exp77_sample15_S1_BC0151_N02,0,0.339,203,190,350,196401,200612,465679,7818,451,0.569,231637
N719_Exp77_sample15_S1_BC0152_N03,0,0.291,218,198,250451,989,232660,607243,351982,606,0.617,256792
N719_Exp77_sample15_S1_BC0153_N03,0,0.275,225,209,277759,996,244832,699067,428830,698,0.65,263356
N719_Exp77_sample15_S1_BC0154_N02,0,0.336,217,198,450,233891,238748,580554,4151,423,0.589,270304
N719_Exp77_sample15_S1_BC0155_N04,0,0.331,212,196,428,240897,200916,563371,11881,474,0.643,217130
N719_Exp77_sample15_S1_BC0156_N02,0,0.275,222,203,244549,1047,250330,609050,202180,609,0.589,283356
N719_Exp77_sample15_S1_BC0157_N03,0,0.277,206,192,441,315777,302074,696057,44794,633,0.566,349963
N719_Exp77_sample15_S1_BC0158_N01,0,0.406,212,194,241,145404,147548,363978,5975,305,0.595,166120
N719_Exp77_sample15_S1_BC0159_N02,0,0.321,204,190,388,205574,209341,463381,7078,411,0.548,247323
N719_Exp77_sample15_S1_BC0160_N03,0,0.405,218,198,437,249010,220624,623969,7592,616,0.646,237893
N719_Exp77_sample15_S1_BC0161_N01,0,0.195,230,204,145109,267,147316,344702,63570,77,0.573,169494
N719_Exp77_sample15_S1_BC0162_N01,0,0.264,229,206,144820,551,147161,278347,110308,251,0.471,192497
N719_Exp77_sample15_S1_BC0163_N01,0,0.289,208,188,269,145085,147045,328099,4684,275,0.552,173018
N719_Exp77_sample15_S1_BC0164_N02,0,0.325,203,185,289,163863,167967,543715,12724,476,0.691,175977
N719_Exp77_sample15_S1_BC0165_N02,0,0.281,230,209,183812,596,187661,381914,238375,324,0.509,232792
N719_Exp77_sample15_S1_BC0166_N01,0,0.402,212,194,256,144599,146435,325366,13580,246,0.55,172668
N719_Exp77_sample15_S1_BC0167_N03,0,0.358,214,197,549,309331,290160,743574,3263,635,0.61,322218
N719_Exp77_sample15_S1_BC0168_N01,0,0.408,215,194,243,143350,146386,324016,2461,306,0.548,172949
N719_Exp77_sample15_S1_BC0169_N01,0,0.326,214,198,307,144201,146288,288613,2357,237,0.493,185348
N719_Exp77_sample15_S1_BC0170_N04,0,0.383,203,188,399,247561,230629,553080,9823,702,0.583,262581
N719_Exp77_sample15_S1_BC0171_N01,0,0.229,229,212,143382,391,145969,237661,89751,191,0.386,222260
N719_Exp77_sample15_S1_BC0172_N01,0,0.295,234,209,259,143121,145736,372697,2045,212,0.609,161953
N719_Exp77_sample15_S1_BC0173_N05,0,0.317,209,195,461,255406,148172,681459,24148,495,0.783,149754
N719_Exp77_sample15_S1_BC0174_N01,0,0.316,207,190,256,143422,145480,382945,4644,230,0.62,160132
N719_Exp77_sample15_S1_BC0175_N02,0,0.389,207,190,423,233465,238031,551813,12758,518,0.569,275006
N719_Exp77_sample15_S1_BC0176_N01,0,0.335,217,196,290,142918,145384,351790,3528,311,0.587,164923
N719_Exp77_sample15_S1_BC0177_N01,0,0.303,224,205,142694,501,144922,289344,171934,201,0.499,182093
N719_Exp77_sample15_S1_BC0178_N01,0,0.353,209,195,257,142787,144510,287990,6486,267,0.498,181806
N719_Exp77_sample15_S1_BC0179_N02,0,0.367,197,185,244,145081,147290,413926,4698,269,0.644,159083
N719_Exp77_sample15_S1_BC0180_N02,0,0.319,220,198,377,215956,220717,557017,1915,497,0.604,246420
N719_Exp77_sample15_S1_BC0181_N02,0,0.289,204,189,82782,141482,227980,434581,127345,563,0.475,296376
N719_Exp77_sample15_S1_BC0182_N03,0,0.314,204,190,481,293283,278294,636988,28376,777,0.563,323417
N719_Exp77_sample15_S1_BC0183_N02,0,0.344,214,194,319,160451,164950,505839,28921,394,0.674,174580
N719_Exp77_sample15_S1_BC0184_N02,0,0.257,235,215,184460,796,190242,496028,364350,389,0.616,210044
N719_Exp77_sample15_S1_BC0185_N01,0,0.269,221,209,140298,492,142853,330755,186628,206,0.568,165137
N719_Exp77_sample15_S1_BC0186_N04,0,0.35,209,194,440,304471,252208,709129,3123,777,0.644,272365
N719_Exp77_sample15_S1_BC0187_N02,0,0.306,212,194,375,197660,201320,427912,7688,399,0.53,243166
N719_Exp77_sample15_S1_BC0188_N02,0,0.276,163,177,216174,784,219513,491667,181350,421,0.554,257794
N719_Exp77_sample15_S1_BC0189_N02,0,0.31,207,189,341,224949,229768,522990,27998,532,0.561,267728
N719_Exp77_sample15_S1_BC0190_N04,0,0.412,208,192,472,256481,189423,674570,9444,883,0.719,195647
N719_Exp77_sample15_S1_BC0191_N02,0,0.372,214,196,401,223520,228355,537819,35435,544,0.575,261985
N719_Exp77_sample15_S1_BC0192_N03,0,0.359,219,202,442,234815,234592,580177,6668,532,0.596,263865
N719_Exp77_sample15_S1_BC0193_N03,0,0.409,203,188,512,287216,266854,736803,18710,774,0.638,289597
N719_Exp77_sample15_S1_BC0194_N03,0,0.358,206,193,476,290755,274182,655800,15722,792,0.582,312508
N719_Exp77_sample15_S1_BC0195_N02,0,0.342,208,190,382,210329,215646,590847,12706,637,0.635,234530
N719_Exp77_sample15_S1_BC0196_N02,0,0.35,211,192,334,185858,189429,482922,5919,343,0.608,210735
N719_Exp77_sample15_S1_BC0197_N01,0,0.304,218,199,324,138381,141078,324206,12475,231,0.565,163647
N719_Exp77_sample15_S1_BC0198_N02,0,0.373,213,197,441,229340,234103,577805,39257,448,0.595,263516
N719_Exp77_sample15_S1_BC0199_N04,0,0.355,202,192,484,280270,244901,550514,8173,474,0.555,287095
N719_Exp77_sample15_S1_BC0200_N02,0,0.311,210,192,338,187278,190770,440061,9020,265,0.566,220903
N719_Exp77_sample15_S1_BC0201_N02,0,0.324,208,191,327,148799,151823,410602,8218,326,0.63,165738
N719_Exp77_sample15_S1_BC0202_N02,0,0.273,227,213,231684,757,237227,572981,267001,368,0.586,269307
N719_Exp77_sample15_S1_BC0203_N02,0,0.261,213,203,149944,423,152159,255153,66293,270,0.404,223571
N719_Exp77_sample15_S1_BC0204_N02,0,0.287,221,210,167784,481,170765,336472,174028,286,0.492,216558
N719_Exp77_sample15_S1_BC0205_N01,0,0.287,199,184,214,138313,139807,298793,6103,214,0.532,168339
N719_Exp77_sample15_S1_BC0206_N05,0,0.396,205,191,559,328008,240184,728715,14424,936,0.67,254770
N719_Exp77_sample15_S1_BC0207_N01,0,0.33,207,189,290,137086,138980,370576,13213,253,0.625,152365
N719_Exp77_sample15_S1_BC0208_N02,0,0.276,232,212,174219,679,179378,531292,458452,342,0.662,191272
N719_Exp77_sample15_S1_BC0209_N03,0,0.328,210,191,523,269050,248810,707857,44320,741,0.649,267880
N719_Exp77_sample15_S1_BC0210_N01,0,0.306,207,188,257,136634,138489,351598,4953,220,0.606,154289
N719_Exp77_sample15_S1_BC0211_N02,0,0.304,210,192,321,193919,197742,468739,6239,389,0.578,226235
N719_Exp77_sample15_S1_BC0212_N02,0,0.311,215,203,190061,771,194714,534091,357286,511,0.635,211698
N719_Exp77_sample15_S1_BC0213_N02,0,0.334,213,195,388,221785,227349,632861,969,623,0.641,246176
N719_Exp77_sample15_S1_BC0214_N02,0,0.304,208,198,202480,790,206944,498216,242199,447,0.585,235239
N719_Exp77_sample15_S1_BC0215_N03,0,0.329,207,189,544,221864,222798,628305,12655,734,0.645,240417
N719_Exp77_sample15_S1_BC0216_N02,0,0.24,231,211,188597,498,192336,377723,255849,264,0.491,244494
N719_Exp77_sample15_S1_BC0217_N01,0,0.039,209,177,133439,267,136375,310589,68421,162,0.561,158862
N719_Exp77_sample15_S1_BC0218_N04,0,0.234,231,214,337298,903,304042,810585,225728,656,0.625,333337
N719_Exp77_sample15_S1_BC0219_N02,0,0.294,237,210,157979,565,161219,354887,252542,283,0.546,191019
N719_Exp77_sample15_S1_BC0220_N03,0,0.425,211,194,406,193326,164650,516764,5129,578,0.681,173470
N719_Exp77_sample15_S1_BC0221_N02,0,0.273,214,199,148420,540,151108,373282,239453,287,0.595,170038
N719_Exp77_sample15_S1_BC0222_N02,0,0.359,215,196,351,160854,164081,363636,2554,412,0.549,193731
N719_Exp77_sample15_S1_BC0223_N02,0,0.319,206,189,358,214255,219059,558960,7887,533,0.608,243622
N719_Exp77_sample15_S1_BC0224_N01,0,0.283,230,208,132988,395,135718,279980,198340,199,0.515,166901
N719_Exp77_sample15_S1_BC0225_N01,0,0.416,205,190,242,133688,135615,295452,726,241,0.541,161567
N719_Exp77_sample15_S1_BC0226_N02,0,0.294,214,197,189,154821,157372,294901,4128,259,0.466,207421
N719_Exp77_sample15_S1_BC0227_N03,0,0.414,208,187,392,190649,163322,487343,9561,621,0.665,173863
N719_Exp77_sample15_S1_BC0228_N02,0,0.259,228,210,213904,745,218575,418675,140106,413,0.478,283078
N719_Exp77_sample15_S1_BC0229_N03,0,0.32,226,208,191182,795,153423,628136,262266,576,0.756,156226
N719_Exp77_sample15_S1_BC0230_N01,0,0.394,228,202,240,131891,134787,310610,752,232,0.566,156149
N719_Exp77_sample15_S1_BC0231_N01,0,0.345,215,193,240,132316,134614,308958,6126,278,0.564,156241
N719_Exp77_sample15_S1_BC0232_N02,0,0.341,202,187,418,219220,224061,564363,28937,458,0.603,250327
N719_Exp77_sample15_S1_BC0233_N02,0,0.262,229,206,208600,818,213369,500081,322131,488,0.573,245313
N719_Exp77_sample15_S1_BC0234_N02,0,0.269,227,206,225280,735,229843,473803,255740,438,0.515,282785
N719_Exp77_sample15_S1_BC0235_N02,0,0.267,222,211,169867,525,174375,442858,273265,344,0.606,194245
N719_Exp77_sample15_S1_BC0236_N01,0,0.373,226,202,266,131741,134067,352251,4258,197,0.619,147656
N719_Exp77_sample15_S1_BC0237_N01,0,0.261,223,206,131457,469,133833,376835,254522,180,0.645,144475
N719_Exp77_sample15_S1_BC0238_N02,0,0.332,217,195,290,177917,181813,424665,3166,364,0.572,209349
N719_Exp77_sample15_S1_BC0239_N01,0,0.434,205,192,131437,612,133753,328445,195849,323,0.593,150852
N719_Exp77_sample15_S1_BC0240_N02,0,0.292,207,192,402,205457,209624,541433,8106,555,0.613,232165
N719_Exp77_sample15_S1_BC0241_N03,0,0.407,198,183,412,283155,267615,672075,6787,952,0.602,299305
N719_Exp77_sample15_S1_BC0242_N02,0,0.324,221,204,177841,721,183033,572278,422182,387,0.68,192978
N719_Exp77_sample15_S1_BC0243_N01,0,0.275,211,201,130831,324,132703,222438,62517,160,0.403,195075
N719_Exp77_sample15_S1_BC0244_N01,0,0.301,212,191,241,130615,132631,304450,15316,203,0.564,153930
N719_Exp77_sample15_S1_BC0245_N01,0,0.326,201,183,213,130687,132432,360234,7031,241,0.632,144327
N719_Exp77_sample15_S1_BC0246_N03,0,0.434,189,180,476,212112,179166,622068,21210,1734,0.712,185679
