DropBarcode,FRIP,tssProportion,meanInsertSize,medianInsertSize,nHumanReads,nMouseReads,uniqueNuclearFrags,totalNuclearFrags,totalMitoFrags,totalNCfilteredFrags,duplicateProportion,librarySize
N715_Exp28_Sample12_S1_BC111_N01,0,0.267,182,177,719,86735,88531,104690,4412,44,0.154,303253
N715_Exp28_Sample12_S1_BC112_N01,0,0.273,189,182,263,86919,88259,98093,1763,31,0.1,455958
N715_Exp28_Sample12_S1_BC113_N01,0,0.296,181,178,323,87013,88200,100523,5895,41,0.123,375759
N715_Exp28_Sample12_S1_BC114_N01,0,0.276,203,190,38565,48101,87721,107811,10790,26,0.186,252099
N715_Exp28_Sample12_S1_BC115_N01,0,0.237,220,204,85555,316,87580,110695,23973,33,0.209,226704
N715_Exp28_Sample12_S1_BC116_N01,0,0.324,194,183,35971,50074,86993,101120,19432,51,0.14,327349
N715_Exp28_Sample12_S1_BC117_N01,0,0.22,207,190,309,85568,86923,105321,3930,23,0.175,265223
N715_Exp28_Sample12_S1_BC118_N01,0,0.242,206,191,85143,302,86617,102726,26912,38,0.157,292318
N715_Exp28_Sample12_S1_BC119_N01,0,0.266,201,193,85093,538,86511,100199,27122,59,0.137,332518
N715_Exp28_Sample12_S1_BC120_N01,0,0.288,200,186,305,85067,86510,102846,4626,23,0.159,288466
N715_Exp28_Sample12_S1_BC121_N01,0,0.232,211,197,79983,4101,85451,108207,26952,46,0.21,219769
N715_Exp28_Sample12_S1_BC122_N02,0,0.29,179,175,140793,543,143015,181882,27373,83,0.214,362493
N715_Exp28_Sample12_S1_BC123_N01,0,0.293,210,191,216,83171,84820,105043,3033,30,0.193,236538
N715_Exp28_Sample12_S1_BC124_N01,0,0.281,193,186,37736,45969,84644,99534,11524,31,0.15,298595
N715_Exp28_Sample12_S1_BC125_N01,0,0.251,217,197,367,82719,84481,103130,3659,26,0.181,249631
N715_Exp28_Sample12_S1_BC126_N01,0,0.255,196,190,83076,283,84164,98328,15460,35,0.144,307672
N715_Exp28_Sample12_S1_BC127_N01,0,0.279,200,188,82677,489,84005,104892,25050,99,0.199,227111
N715_Exp28_Sample12_S1_BC128_N01,0,0.272,204,191,82557,384,83986,100651,25231,49,0.166,269381
N715_Exp28_Sample12_S1_BC129_N01,0,0.255,194,187,82702,347,83958,100105,12542,40,0.161,275954
N715_Exp28_Sample12_S1_BC130_N01,0,0.235,218,202,82046,267,83712,104632,14250,32,0.2,225477
N715_Exp28_Sample12_S1_BC131_N01,0,0.198,166,152,253,82193,83712,99140,2973,16,0.156,284553
N715_Exp28_Sample12_S1_BC132_N01,0,0.295,196,184,372,82399,83690,98794,4305,44,0.153,289255
N715_Exp28_Sample12_S1_BC133_N01,0,0.252,179,179,34849,48044,83662,92946,9969,37,0.1,433733
N715_Exp28_Sample12_S1_BC134_N01,0,0.276,210,196,81975,313,83423,106967,34202,33,0.22,205846
N715_Exp28_Sample12_S1_BC135_N01,0,0.226,192,185,275,82056,83239,97713,2280,32,0.148,296381
N715_Exp28_Sample12_S1_BC136_N01,0,0.24,204,190,81720,299,82837,97918,12988,47,0.154,284327
N715_Exp28_Sample12_S1_BC137_N01,0,0.239,214,201,81534,293,82706,96798,14233,42,0.146,299337
N715_Exp28_Sample12_S1_BC138_N01,0,0.279,205,189,440,81124,82560,96911,981,27,0.148,294045
N715_Exp28_Sample12_S1_BC139_N01,0,0.266,206,193,81102,289,82452,100040,19883,40,0.176,250084
N715_Exp28_Sample12_S1_BC140_N02,0,0.294,198,191,109589,722,111607,141004,21361,70,0.208,289320
N715_Exp28_Sample12_S1_BC141_N01,0,0.266,214,196,80815,261,82139,99205,20683,49,0.172,254225
N715_Exp28_Sample12_S1_BC142_N01,0,0.269,189,180,313,80906,82030,95407,2152,33,0.14,307622
N715_Exp28_Sample12_S1_BC143_N01,0,0.248,218,203,79760,403,81929,101601,28733,31,0.194,227282
N715_Exp28_Sample12_S1_BC144_N01,0,0.277,196,184,189,80379,81425,95107,3499,25,0.144,298029
N715_Exp28_Sample12_S1_BC145_N02,0,0.237,197,184,688,125251,127576,160889,6029,43,0.207,332798
N715_Exp28_Sample12_S1_BC146_N01,0,0.207,189,183,80240,294,81335,92167,38695,64,0.118,360749
N715_Exp28_Sample12_S1_BC147_N01,0,0.303,183,179,315,80148,81275,96061,3905,26,0.154,279125
N715_Exp28_Sample12_S1_BC148_N01,0,0.275,213,193,337,79288,81248,109894,5663,30,0.261,172300
N715_Exp28_Sample12_S1_BC149_N01,0,0.304,156,165,80259,244,81199,96321,20242,38,0.157,273737
N715_Exp28_Sample12_S1_BC150_N01,0,0.259,197,192,79862,236,80870,95769,22963,31,0.156,274968
N715_Exp28_Sample12_S1_BC151_N01,0,0.216,206,197,79572,247,80714,94345,18934,50,0.144,294227
N715_Exp28_Sample12_S1_BC152_N02,0,0.264,182,179,307,116705,118366,139583,2806,48,0.152,411333
N715_Exp28_Sample12_S1_BC153_N01,0,0.252,212,199,78976,292,80279,97600,14033,43,0.177,241378
N715_Exp28_Sample12_S1_BC154_N01,0,0.232,194,186,314,78794,79859,94001,1550,12,0.15,280220
N715_Exp28_Sample12_S1_BC155_N01,0,0.208,194,185,78938,206,79847,91509,17893,26,0.127,327826
N715_Exp28_Sample12_S1_BC156_N01,0,0.272,192,187,78636,312,79698,89423,17410,52,0.109,380748
N715_Exp28_Sample12_S1_BC157_N01,0,0.233,176,179,78711,247,79688,88050,16991,53,0.095,433734
N715_Exp28_Sample12_S1_BC158_N01,0,0.247,199,187,310,78302,79460,104607,2726,32,0.24,181093
N715_Exp28_Sample12_S1_BC159_N01,0,0.301,206,192,77270,398,79102,106845,39285,44,0.26,168327
N715_Exp28_Sample12_S1_BC160_N01,0,0.216,213,195,77597,409,78932,98396,31569,43,0.198,214698
N715_Exp28_Sample12_S1_BC161_N01,0,0.27,209,194,267,77557,78737,94487,1811,22,0.167,250964
N715_Exp28_Sample12_S1_BC162_N01,0,0.238,218,195,385,76459,78572,98334,3146,24,0.201,210639
N715_Exp28_Sample12_S1_BC163_N01,0,0.218,224,201,76596,291,78499,102300,15836,29,0.233,184233
N715_Exp28_Sample12_S1_BC164_N02,0,0.317,172,173,580,136825,138906,171475,2514,60,0.19,392228
N715_Exp28_Sample12_S1_BC165_N01,0,0.292,198,186,411,76803,78096,96055,3937,22,0.187,223749
N715_Exp28_Sample12_S1_BC166_N01,0,0.22,196,188,282,76756,77760,88610,1299,11,0.122,331649
N715_Exp28_Sample12_S1_BC167_N01,0,0.248,200,191,72678,4010,77712,94322,28835,47,0.176,235348
N715_Exp28_Sample12_S1_BC168_N01,0,0.246,194,187,76200,218,77175,87149,19164,38,0.114,351097
N715_Exp28_Sample12_S1_BC169_N01,0,0.266,203,189,331,75664,77073,92577,4151,30,0.167,244589
N715_Exp28_Sample12_S1_BC170_N01,0,0.263,224,203,74689,216,76466,96297,14254,27,0.206,200462
N715_Exp28_Sample12_S1_BC171_N01,0,0.353,207,191,74465,505,76442,107764,178,77,0.291,147384
N715_Exp28_Sample12_S1_BC172_N01,0,0.21,208,195,74769,340,76033,92949,18100,34,0.182,223338
N715_Exp28_Sample12_S1_BC173_N01,0,0.256,211,194,74382,463,75845,94084,29368,55,0.194,210166
N715_Exp28_Sample12_S1_BC174_N01,0,0.232,207,195,74785,184,75770,87395,12160,27,0.133,298683
N715_Exp28_Sample12_S1_BC175_N01,0,0.272,203,189,860,73995,75759,91594,3829,20,0.173,233400
N715_Exp28_Sample12_S1_BC176_N01,0,0.289,182,180,220,74520,75466,86337,2108,40,0.126,313415
N715_Exp28_Sample12_S1_BC177_N01,0,0.246,204,191,308,74008,75198,89308,1461,10,0.158,252006
N715_Exp28_Sample12_S1_BC178_N01,0,0.228,190,183,247,73480,74387,87655,3213,33,0.151,259525
N715_Exp28_Sample12_S1_BC179_N01,0,0.206,204,187,243,73210,74311,88510,2615,24,0.16,245497
N715_Exp28_Sample12_S1_BC180_N02,0,0.276,186,181,118445,467,120098,138826,28444,57,0.135,467143
N715_Exp28_Sample12_S1_BC181_N01,0,0.245,204,189,201,72394,73605,88566,2789,15,0.169,231708
N715_Exp28_Sample12_S1_BC182_N01,0,0.228,211,190,281,71506,73141,90248,2775,17,0.19,206908
N715_Exp28_Sample12_S1_BC183_N01,0,0.268,207,195,71773,373,73073,89242,54568,46,0.181,215533
N715_Exp28_Sample12_S1_BC184_N01,0,0.242,205,189,71760,303,72934,92799,17568,39,0.214,184570
N715_Exp28_Sample12_S1_BC185_N01,0,0.289,209,195,71451,415,72932,93304,31575,103,0.218,181279
N715_Exp28_Sample12_S1_BC186_N01,0,0.251,208,192,1173,70477,72771,90041,1898,19,0.192,203639
N715_Exp28_Sample12_S1_BC187_N01,0,0.263,207,192,398,71309,72751,84477,1332,14,0.139,275433
N715_Exp28_Sample12_S1_BC188_N01,0,0.192,210,202,71693,221,72626,84242,26206,41,0.138,276693
N715_Exp28_Sample12_S1_BC189_N01,0,0.212,199,194,70645,1098,72516,80905,21439,45,0.104,362669
N715_Exp28_Sample12_S1_BC190_N01,0,0.247,212,196,70997,292,72449,91260,23540,32,0.206,189772
N715_Exp28_Sample12_S1_BC191_N01,0,0.233,204,190,253,71437,72448,85621,1446,12,0.154,248918
N715_Exp28_Sample12_S1_BC192_N01,0,0.26,188,182,32319,39430,72446,83752,14170,20,0.135,281612
N715_Exp28_Sample12_S1_BC193_N01,0,0.297,198,185,207,71230,72176,84741,2136,32,0.148,256749
N715_Exp28_Sample12_S1_BC194_N01,0,0.281,205,188,257,70842,72122,85139,2089,10,0.153,249262
N715_Exp28_Sample12_S1_BC195_N01,0,0.235,200,190,71117,216,72095,81541,13664,31,0.116,324204
N715_Exp28_Sample12_S1_BC196_N02,0,0.24,192,187,102046,448,103553,123311,26465,77,0.16,342490
N715_Exp28_Sample12_S1_BC197_N01,0,0.254,218,200,70396,271,71846,85555,25190,35,0.16,237613
N715_Exp28_Sample12_S1_BC198_N01,0,0.277,198,184,223,70642,71714,85320,4541,30,0.159,238243
N715_Exp28_Sample12_S1_BC199_N02,0,0.26,184,180,360,111334,112985,138097,2657,26,0.182,332133
N715_Exp28_Sample12_S1_BC200_N01,0,0.225,208,195,70441,268,71507,82890,22650,33,0.137,273485
N715_Exp28_Sample12_S1_BC201_N01,0,0.263,215,192,291,69475,71321,89182,1491,9,0.2,191806
N715_Exp28_Sample12_S1_BC202_N01,0,0.262,202,190,70333,264,71303,83236,11125,25,0.143,261833
N715_Exp28_Sample12_S1_BC203_N01,0,0.241,198,188,229,70269,71233,86736,2646,21,0.179,212768
N715_Exp28_Sample12_S1_BC204_N01,0,0.277,186,180,314,70132,71192,84552,2895,12,0.158,238558
N715_Exp28_Sample12_S1_BC205_N01,0,0.204,223,199,69532,239,71012,85257,11961,35,0.167,225844
N715_Exp28_Sample12_S1_BC206_N01,0,0.276,188,187,69986,231,70844,81175,14640,38,0.127,291238
N715_Exp28_Sample12_S1_BC207_N01,0,0.269,204,192,69482,276,70661,87033,25054,32,0.188,201307
N715_Exp28_Sample12_S1_BC208_N01,0,0.279,174,176,305,69694,70641,77568,2605,27,0.089,408040
N715_Exp28_Sample12_S1_BC209_N01,0,0.26,195,186,234,69635,70601,83796,1413,28,0.157,237343
N715_Exp28_Sample12_S1_BC210_N01,0,0.254,207,191,231,69245,70561,88674,2203,27,0.204,186365
N715_Exp28_Sample12_S1_BC211_N01,0,0.261,209,193,305,69260,70427,82909,2824,14,0.151,246961
N715_Exp28_Sample12_S1_BC212_N01,0,0.246,208,194,68980,323,70245,82290,13681,28,0.146,252941
N715_Exp28_Sample12_S1_BC213_N01,0,0.236,217,196,68183,331,69667,92049,30284,37,0.243,157162
N715_Exp28_Sample12_S1_BC214_N01,0,0.211,207,192,68529,337,69586,88282,22278,42,0.212,177830
N715_Exp28_Sample12_S1_BC215_N01,0,0.276,206,189,279,68138,69291,88903,2482,17,0.221,170628
N715_Exp28_Sample12_S1_BC216_N01,0,0.265,204,190,147,68359,69280,79634,1356,22,0.13,279074
N715_Exp28_Sample12_S1_BC217_N01,0,0.25,193,186,265,68191,69202,83869,2529,25,0.175,210933
N715_Exp28_Sample12_S1_BC218_N01,0,0.291,187,180,1007,67471,69200,83362,2703,28,0.17,216693
N715_Exp28_Sample12_S1_BC219_N02,0,0.311,190,183,501,112661,114294,135357,3167,22,0.156,388524
N715_Exp28_Sample12_S1_BC220_N01,0,0.275,195,185,209,67877,68884,78199,1874,18,0.119,301619
N715_Exp28_Sample12_S1_BC221_N01,0,0.279,196,186,445,67447,68670,84367,1656,16,0.186,197631
N715_Exp28_Sample12_S1_BC222_N01,0,0.281,207,190,66875,589,68347,84142,18386,38,0.188,195092
N715_Exp28_Sample12_S1_BC223_N01,0,0.187,191,180,20336,47013,68336,86478,3369,18,0.21,176143
N715_Exp28_Sample12_S1_BC224_N01,0,0.274,211,197,67036,264,68264,79777,15222,36,0.144,249113
N715_Exp28_Sample12_S1_BC225_N01,0,0.274,208,193,66866,277,68204,85873,21251,50,0.206,178944
N715_Exp28_Sample12_S1_BC226_N01,0,0.208,206,197,67244,252,68193,78191,305,20,0.128,279092
N715_Exp28_Sample12_S1_BC227_N01,0,0.298,183,178,479,66732,67804,79524,2081,25,0.147,242582
N715_Exp28_Sample12_S1_BC228_N01,0,0.31,203,192,66472,368,67759,81138,23633,74,0.165,218171
N715_Exp28_Sample12_S1_BC229_N01,0,0.262,202,187,234,66558,67695,80408,3575,26,0.158,226709
N715_Exp28_Sample12_S1_BC230_N01,0,0.211,215,198,66639,178,67510,75622,13440,15,0.107,326797
N715_Exp28_Sample12_S1_BC231_N01,0,0.283,217,201,65716,323,67350,84772,30727,28,0.206,176893
N715_Exp28_Sample12_S1_BC232_N01,0,0.24,194,185,180,66454,67325,77920,2271,19,0.136,259919
N715_Exp28_Sample12_S1_BC233_N01,0,0.352,137,138,1079,65608,67282,75829,503,24,0.113,310595
N715_Exp28_Sample12_S1_BC234_N02,0,0.225,196,189,100576,898,102491,125082,30573,52,0.181,303191
N715_Exp28_Sample12_S1_BC235_N01,0,0.302,158,165,403,66174,67194,73100,2035,22,0.081,427679
N715_Exp28_Sample12_S1_BC236_N02,0,0.27,205,188,1129,102260,104955,135396,4202,45,0.225,254046
N715_Exp28_Sample12_S1_BC237_N01,0,0.275,209,194,65838,170,67033,83014,16052,32,0.193,186946
N715_Exp28_Sample12_S1_BC238_N01,0,0.246,197,191,65947,335,66812,75834,15767,32,0.119,292896
N715_Exp28_Sample12_S1_BC239_N01,0,0.261,204,192,65826,187,66738,76210,4968,40,0.124,280618
N715_Exp28_Sample12_S1_BC240_N01,0,0.265,200,188,65455,198,66465,79551,19190,37,0.164,214483
N715_Exp28_Sample12_S1_BC241_N01,0,0.268,194,187,62280,3413,66370,80384,20281,25,0.174,202885
N715_Exp28_Sample12_S1_BC242_N01,0,0.285,199,188,192,65275,66190,81145,3644,23,0.184,192172
N715_Exp28_Sample12_S1_BC243_N01,0,0.2,215,196,64581,545,66062,79271,13386,32,0.167,210633
N715_Exp28_Sample12_S1_BC244_N01,0,0.215,212,194,372,64612,65919,78738,1572,19,0.163,214788
N715_Exp28_Sample12_S1_BC245_N01,0,0.258,189,181,219,64869,65837,78913,3544,34,0.166,211015
